"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","FN201...A.Prefeitura.cobra.pelos.serviços.de.coleta.regular..transporte.e.destinação.final.de.RSU..Antigo.campo.GE012...Sim.Não.","FN202...Forma.adotada..Antigo.campo.GE013.","FN203...Descrição.da.outra.forma.adotada..Antigo.campo.DESC_OUT_FORM_COBR.","FN204...Unidade.adotada.para.a.cobrança..no.caso.de.tarifa.","FN205...A.prefeitura.cobra.pela.prestação.de.serviços.especiais.ou.eventuais.de.manejo.de.RSU...Antigo.campo.GE014...Sim.Não.","FN206...Despesas.dos.agentes.públicos.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO132...R..ano.","FN207...Despesa.com.agentes.privados.para.execução.do.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO011...R..ano.","FN208...Despesa.total.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO009...R..ano.","FN209...Despesa.com.agentes.públicos.com.a.coleta.de.RSS..Antigo.campo.RS032...R..ano.","FN210...Despesa.com.empresas.contratadas.para.coleta.de.RSS..Antigo.campo.RS033...R..ano.","FN211...Despesa.total.com.a.coleta.de.RSS..Antigo.campo.RS035...R..ano.","FN212...Despesa.dos.agentes.públicos.com.o.serviço.de.varrição..Antigo.campo.VA037...R..ano.","FN213...Despesa.com.empresas.contratadas.para.o.serviço.de.varrição..Antigo.campo.VA019...R..ano.","FN214...Despesa.total.com.o.serviço.de.varrição..Antigo.campo.VA017...R..ano.","FN215...Despesa.com.agentes.públicos.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE043...R..ano.","FN216...Despesa.com.agentes.privados.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE044...R..ano.","FN217...Despesa.total.com.todos.os.agentes.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE046...R..ano.","FN218...Despesa.dos.agentes.públicos.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE023...R..ano.","FN219...Despesa.com.agentes.privados.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE009...R..ano.","FN220...Despesa.total.com.serviços.de.manejo.de.RSU..Antigo.campo.GE007...R..ano.","FN221...Receita.orçada.com.a.cobrança.de.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE005...R..ano.","FN222...Receita.arrecadada.com.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE006...R..ano.","FN223...Despesa.Corrente.da.Prefeitura.durante.o.ano.com.TODOS.os.serviços.do.município..saúde..educação..pagamento.de.pessoal..etc...Antigo.campo.GE010...R..ano.","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..x","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..y","FN225...Valor.repassado..Antigo.campo.GE026...R..ano.","FN226...Tipo.de.recurso..Antigo.campo.GE028."
292130,"Milagres","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29213040] Prefeitura Municipal de Milagres - PMM","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229000.39,273000,502000.39,NA,NA,4950592.99,"Não","Não",NA,""
292140,"Mirangaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292145,"Mirante","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29214540] PREFEITURA MUNICIPAL DE MIRANTE - PMM","Água; Res Sólidos","Não","","","","Não",0,329291.01,329291.01,31265.23,0,31265.23,106005.69,128483.99,234489.68,0,0,0,137270.92,457775,595045.92,NA,NA,20867916.3,"Não","Não",NA,""
292150,"Monte Santo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29215040] Prefeitura Municipal de Monte Santo - PMMS","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412095.62,2828168.83,3240264.45,NA,NA,76069468.4,"Não","Não",NA,""
292160,"Morpará","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29216040] Prefeitura Municipal de Morpará - PMM","Água; Res Sólidos","Não","","","","Não",0,390699.96,390699.96,0,65116.72,65116.72,0,188.66,188.66,0,0,0,0,456005.34,456005.34,NA,NA,15072694.01,"Não","Não",NA,""
292170,"Morro do Chapéu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29217040] Prefeitura Municipal de Morro do Chapéu - PMMC","Água e Esgoto; Res Sólidos","Não","","","","Não",0,3535264.48,3535264.48,0,2000,2000,557987.44,0,557987.44,NA,NA,0,NA,NA,4095251.92,NA,NA,58821190.95,"Não","Não",NA,""
292180,"Mortugaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29218040] Prefeitura Municipal de Mortugaba - PMM","Água; Res Sólidos","Não","","","","Não",90000,0,90000,0,0,0,390960,0,390960,53352,0,53352,534312,0,534312,NA,NA,17481338.4,"Não","Não",NA,""
292190,"Mucugê","BA",2015,"[29219011] Prefeitura Municipal de Mucugê - PMM; [29219040] Prefeitura Municipal de Mucugê - PMM","Água e Esgoto; Res Sólidos","Não","","","","Não",240531.01,0,240531.01,60632.7,0,60632.7,218531.01,0,218531.01,60632.7,0,60632.7,580327.42,0,580327.42,NA,NA,28877908.74,"Não","Não",NA,""
292205,"Mulungu do Morro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29220540] Secretaria Municipal de Infraestrutura e Serviços Públicos - SECINSP","Água; Res Sólidos","Não","","","","Não",NA,NA,250141,NA,NA,42000,NA,NA,127440,NA,NA,23800,NA,NA,443381,NA,NA,19200000,"Não","Não",NA,""
292210,"Mundo Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29221040] Prefeitura Municipal de Mundo Novo - PMMN","Água; Res Sólidos","Não","","","","Não",0,776064,776064,0,50280,50280,0,582564.96,582564.96,0,1222913.88,1222913.88,0,2631822.84,2631822.84,NA,NA,30488940,"Não","Não",NA,""
292225,"Muquém de São Francisco","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292265,"Nordestina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29226540] PREFEITURA MUNICIPAL DE NORDESTINA - PMN","Água; Res Sólidos","Não","","","","Não",65160,0,65160,0,0,0,130320,0,130320,13032,0,13032,208512,0,208512,NA,NA,7201595.06,"","",NA,""
292270,"Nova Canaã","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292273,"Nova Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292280,"Nova Itarana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29228040] PREFEITURA MUNICIPAL DE NOVA ITARANA - PMNI","Água; Res Sólidos","Não","","","","Não",158400,0,158400,0,15840,15840,475200,0,475200,221760,0,221760,855360,15840,871200,NA,NA,8816557.1,"Não","Não",NA,""
292285,"Nova Redenção","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292290,"Nova Soure","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292303,"Novo Horizonte","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292305,"Novo Triunfo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29230540] PREFEITURA MUNICIPAL - PMNT","Água; Res Sólidos","Não","","","","Não",92400,0,92400,0,0,0,614640,0,614640,0,0,0,707040,0,707040,NA,NA,19779556.2,"Não","Não",NA,""
292310,"Olindina","BA",2015,"[29231011] Prefeitura Municipal de Olindina - PMO; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29231040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SESUR","Esgoto; Água; Res Sólidos","Não","","","","Não",0,680024.52,680024.52,0,35760,35760,0,870140.76,870140.76,0,0,0,0,1585925.28,1585925.28,NA,NA,2.5e+07,"Não","Não",NA,""
292320,"Oliveira dos Brejinhos","BA",2015,"[29232011] Sistema Autônomo de Água e Esgotos - SAAE; [29232040] Prefeitura Municipal de Oliveira dos Brejinhos - PMOB","Água; Res Sólidos","Não","","","","Não",234000,0,234000,0,0,0,211200,0,211200,0,0,0,445200,0,445200,NA,NA,34781905.6,"","",NA,""
292335,"Ourolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292340,"Palmas de Monte Alto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29234040] Prefeitura Municipal de Palmas de Monte Alto - PMPMA","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905849.04,NA,NA,7325800.5,"","",NA,""
292350,"Palmeiras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292360,"Paramirim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29236040] Secretaria Municipal de Infraestrutura - SMI","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456609.48,NA,NA,38068427.29,"Não","Não",NA,""
292370,"Paratinga","BA",2015,"[29237040] Prefeitura Municipal de Paratinga - PMP","Res Sólidos","Não","","","","Não",7e+05,0,7e+05,250000,0,250000,2e+05,0,2e+05,1e+05,0,1e+05,1250000,0,1250000,NA,NA,6e+07,"Não","Não",NA,""
292380,"Paripiranga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29238040] PREFEITURA MUNICIPAL DE PARIPIRANGA - PMP","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666906,NA,NA,10150498.21,"","",NA,""
292400,"Paulo Afonso","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292405,"Pé de Serra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292420,"Pedro Alexandre","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292430,"Piatã","BA",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292440,"Pilão Arcado","BA",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292450,"Pindaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29245040] Prefeitura Municipal de Pindai - PMP","Água; Res Sólidos","Não","","","","Não",0,1529842.88,1529842.88,0,0,0,0,0,0,0,0,0,0,1529842.88,1529842.88,NA,NA,36174040.96,"","",NA,""
292460,"Pindobaçu","BA",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292465,"Pintadas","BA",2015,"[29246511] Prefeitura Municipal de Pintadas - PMP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29246540] Prefeitura Municipal de Pintadas - PMP","Esgoto; Água; Res Sólidos","Não","","","","Não",83850,0,83850,19930,0,19930,250000,0,250000,587750,0,587750,941530,0,941530,NA,NA,12662994.7,"Não","Não",NA,""
292470,"Piripá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29247040] Prefeitura Municipal de Piripá - PMP","Água; Res Sólidos","Não","","","","Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705000,NA,NA,25918490.71,"Não","Não",NA,""
292480,"Piritiba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292490,"Planaltino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29249040] Prefeitura Municipal de Planaltino - PMP","Água; Res Sólidos","Não","","","","Não",1e+05,120000,220000,0,0,0,240000,480000,720000,72000,0,72000,412000,6e+05,1012000,NA,NA,1.1e+07,"Não","Não",NA,""
292500,"Planalto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29250040] Prefeitura Municipal de Planalto - PMP","Água; Res Sólidos","Não","","","","Não",0,1572000,1572000,0,65945,65945,749760,0,749760,84480,0,84480,834240,1637945,2472185,NA,NA,38164596.13,"Não","Não",NA,""
292510,"Poções","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292525,"Ponto Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292540,"Potiraguá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29254040] Prefeitura Municipal de Potiraguá - PMP","Água; Res Sólidos","Não","","","","Não",117288,0,117288,0,0,0,130320,0,130320,104256,0,104256,351864,0,351864,NA,NA,16448548.27,"Não","Não",NA,""
292560,"Presidente Dutra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29256040] Prefeitura Municipal de Presidente Dutra - PMPDBA","Água; Res Sólidos","Não","","","","Não",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,1111163.52,0,1111163.52,NA,NA,24952378.52,"Não","Não",NA,""
292570,"Presidente Jânio Quadros","BA",2015,"[29257011] Prefeitura Municipal de Presidente Jânio Quadros - PMPJQ; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29257040] PRESIDENTE JÂNIO QUADROS PREFEITURA - PMPJQ","Esgoto; Água; Res Sólidos","Não","","","","Não",79200,0,79200,50480,0,50480,396000,0,396000,44560,0,44560,570240,0,570240,NA,NA,24673479.22,"Não","Não",NA,""
292580,"Queimadas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292590,"Quijingue","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29259040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA. DESENVOLVIMENTO URBANO E TRANSPORTES - SEINFRA","Água; Res Sólidos","Não","","","","Não",NA,NA,46800,NA,NA,48000,NA,NA,168000,NA,NA,396000,NA,NA,658800,NA,NA,54385000,"Não","Não",NA,""
292593,"Quixabeira","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292595,"Rafael Jambeiro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292600,"Remanso","BA",2015,"[29260011] Serviço Autônomo de Água e Esgoto - SAAE; [29260040] PREFEITURA MUNICIPAL DE REMANSO - PMR","Água e Esgoto; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760000,NA,NA,8e+07,"Não","Não",NA,""
292610,"Retirolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292630,"Riachão do Jacuípe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29263040] Prefeitura Municipal de Riachão do Jacuipe - PMRJ","Água e Esgoto; Res Sólidos","Não","","","","Não",597760,0,597760,0,42768,42768,191720,0,191720,0,0,0,789480,42768,832248,NA,NA,76500000,"Não","Não",NA,""
292640,"Riacho de Santana","BA",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292650,"Ribeira do Amparo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292660,"Ribeira do Pombal","BA",2015,"[29266011] Prefeitura Municipal de Ribeira do Pombal - PMRP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29266040] Prefeitura Municipal de Ribeira do Pombal - PMRP","Esgoto; Água; Res Sólidos","Não","","","","Não",303655.36,0,303655.36,45000,0,45000,87220,0,87220,14240,0,14240,450115.36,0,450115.36,NA,NA,10246638.72,"Não","Não",NA,""
292665,"Ribeirão do Largo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292670,"Rio de Contas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292680,"Rio do Antônio","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292690,"Rio do Pires","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29269040] Prefeitura Muinicipal de Rio do Pires - PMRP","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,745940.28,NA,NA,NA,NA,745940.28,NA,NA,22962166.53,"Não","Não",NA,""
292710,"Rodelas","BA",2015,"[29271011] Prefeitura Municipal de Rodelas - PMR; [29271040] SECRETARIA DE OBRAS E INFRAESTRUTURA - SECINFRA","Água e Esgoto; Res Sólidos","Não","","","","Não",316800,0,316800,0,0,0,158400,0,158400,79200,0,79200,554400,0,554400,NA,NA,22600000,"Não","Não",NA,""
292720,"Ruy Barbosa","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292750,"Santa Bárbara","BA",2015,"[29275011] Prefeitura Municipal de Santa Bárbara - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29275040] Prefeitura Municipal de Santa Barbara - Ba","Esgoto; Água; Res Sólidos","Não","","","","Não",285120,0,285120,0,57625.8,57625.8,380160,0,380160,79200,0,79200,744480,57625.8,802105.8,NA,NA,29290366.26,"Não","Não",NA,""
292760,"Santa Brígida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29276040] PREFEITUTA MUNICIPAL DE SANTA BRIGIDA - PMSB","Água e Esgoto; Res Sólidos","Não","","","","Não",NA,NA,0,NA,NA,16952,NA,NA,449923.41,NA,NA,24000,NA,NA,490875.41,NA,NA,49087541,"Não","Não",NA,""
292790,"Santa Inês","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29279040] PREFEITURA MUNICIPAL DE SANTA INES - PMSI","Água e Esgoto; Res Sólidos","Não","","","","Não",46484,70920,117404,14000,0,14000,541820,283680,825500,39500,0,39500,641804,354600,996404,NA,NA,1e+07,"Não","Não",NA,""
292800,"Santaluz","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292820,"Santana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292830,"Santanópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292850,"Santa Teresinha","BA",2015,"[29285011] Prefeitura Municipal de Santa Teresinha - PMST; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292880,"Santo Estêvão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29288040] Secretaria de Obras. Serviços Públicos e Meio Ambiente - SEOBS","Água e Esgoto; Res Sólidos","Não","","","","Não",1290000,0,1290000,2e+05,0,2e+05,492156,53600,545756,853000,0,853000,2835156,53600,2888756,NA,NA,75287035,"Não","Não",NA,""
292895,"São Domingos","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292905,"São Félix do Coribe","BA",2015,"[29290511] Serviço Autônomo de Água e Esgoto - SAAE","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292925,"São Gabriel","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29292540] PREFEITURA MUNICIPAL DE SÃO GABRIEL - PMSG","Água; Res Sólidos","Não","","","","Não",150000,0,150000,0,0,0,0,0,0,0,0,0,150000,0,150000,NA,NA,3.7e+07,"Não","Não",NA,""
292937,"São José do Jacuípe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292970,"Sátiro Dias","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292980,"Saúde","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
292990,"Seabra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
293000,"Sebastião Laranjeiras","BA",2015,"[29300011] Prefeitura Municipal de Sebastião Laranjeiras - PMSL; [29300040] Prefeitura Municipal de Sebastião Laranjeiras - PMSL","Água; Res Sólidos","Não","","","","Não",25976.6,224476,250452.6,0,0,0,252082.43,0,252082.43,0,0,0,278059.03,224476,502535.03,NA,NA,20135135.21,"Não","Não",NA,""
293010,"Senhor do Bonfim","BA",2015,"[29301011] Prefeitura Municipal de Senhor do Bonfim - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29301040] Secretaria de Infraestrutura - seinfra","Esgoto; Água e Esgoto; Res Sólidos","Não","","","","Não",0,1883407.91,1883407.91,0,307203.68,307203.68,3576285.24,937503.86,4513789.1,0,914417.37,914417.37,3576285.24,4042532.82,7618818.06,NA,NA,100537563.69,"Não","Não",NA,""
293015,"Serra do Ramalho","BA",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
293020,"Sento Sé","BA",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
293030,"Serra Dourada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29303040] Prefeitura Municipal de Serra Dourada - PMSD","Água; Res Sólidos","Não","","","","Não",0,170208,170208,0,18000,18000,170208,595728,765936,0,50000,50000,170208,833936,1004144,NA,NA,37094598.32,"Não","Não",NA,""
293040,"Serra Preta","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29304040] Prefeitura Municipal de Serra Preta - PMSP","Água; Res Sólidos","Não","","","","Não",274528.03,0,274528.03,47877.33,0,47877.33,940255.74,0,940255.74,0,0,0,1262661.1,0,1262661.1,NA,NA,26453482.21,"Não","Não",NA,""
293050,"Serrinha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
293060,"Serrolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29306040] PREFEITURA MUNICIPAL DE SERROLANDIA - PMS","Água; Res Sólidos","Não","","","","Não",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722166.86,NA,NA,24166539.91,"Não","Não",NA,""
293075,"Sítio do Mato","BA",2015,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,""
