"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","G06A...População.urbana.residente.do.s..município.s..com.abastecimento.de.água..Habitantes.","G06B...População.urbana.residente.do.s..município.s..com.esgotamento.sanitário..Habitantes.","G12A...População.total.residente.do.s..município.s..com.abastecimento.de.água..segundo.o.IBGE..Habitantes.","G12B...População.total.residente.do.s..município.s..com.esgotamento.sanitário..segundo.o.IBGE..Habitantes.","GE008...Quantidade.de.Sedes.municipais.atendidas.com.abastecimento.de.água..Sedes.","GE009...Quantidade.de.Sedes.municipais.atendidas.com.esgotamento.sanitário..Sedes.","GE010...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.abastecimento.de.água..Localidades.","GE011...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.esgotamento.sanitário..Localidades.","POP_TOT...População.total.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes.","POP_URB...População.urbana.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes."
291030,"Elísio Medrado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",3447,NA,8434,NA,1,NA,0,NA,8434,3447
291040,"Encruzilhada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",4389,4389,20331,20331,1,1,0,0,20331,4389
291070,"Euclides da Cunha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29107040] Prefeitura Municipal de Euclides da Cunha - Bahia - PMEC","Água e Esgoto; Res Sólidos",29548,29548,60666,60666,1,1,15,0,60666,29548
291075,"Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7241,NA,18481,NA,1,NA,4,NA,18481,7241
291077,"Feira da Mata","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,5914,3101
291080,"Feira de Santana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29108040] SESP - SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS - SESP","Água e Esgoto; Res Sólidos",566489,566489,617528,617528,1,1,14,0,617528,566489
291085,"Filadélfia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",9476,NA,17583,NA,1,NA,3,NA,17583,9476
291125,"Gavião","BA",2015,"[29112511] Prefeitura Municipal de Gavião - pmg; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29112540] Prefeitura Municipal de Gavião - PMG","Esgoto; Água; Res Sólidos",2622,2622,4712,4712,1,1,0,1,4712,2622
291130,"Gentio do Ouro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água e Esgoto; Res Sólidos",5753,5753,11423,11423,1,1,0,0,11423,5753
291140,"Glória","BA",2015,"[29114011] Prefeitura Municipal de Glória - PMG; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29114040] Prefeitura Municipal de Glória - PMG","Esgoto; Água e Esgoto; Res Sólidos",3014,3014,16072,16072,1,1,0,0,16072,3014
291165,"Guajeru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29116540] Prefeitura Municipal de Guajeru - PMG","Água; Res Sólidos",1756,NA,8805,NA,1,NA,0,NA,8805,1756
291170,"Guanambi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA","Água e Esgoto; Res Sólidos",68092,68092,85797,85797,1,1,4,0,85797,68092
291185,"Heliópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",5663,NA,13762,NA,1,NA,0,NA,13762,5663
291190,"Iaçu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",20514,NA,26178,NA,1,NA,3,NA,26178,20514
291200,"Ibiassucê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",4912,NA,10502,NA,1,NA,1,NA,10502,4912
291220,"Ibicoara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29122040] Prefeitura Municipal de Ibicoara - PMI","Água; Res Sólidos",12398,NA,19548,NA,1,NA,0,NA,19548,12398
291240,"Ibipeba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",11033,NA,18674,NA,1,NA,7,NA,18674,11033
291250,"Ibipitanga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",5564,NA,15296,NA,1,NA,0,NA,15296,5564
291260,"Ibiquera","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29126040] Prefeitura Municipal de Ibiquera - PMI","Água; Res Sólidos",2609,NA,5158,NA,1,NA,0,NA,5158,2609
291300,"Ibitiara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",3701,3701,16699,16699,1,1,0,0,16699,3701
291310,"Ibititá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29131040] Prefeitura Municipal de Ibitita - BAHIA","Água; Res Sólidos",8753,NA,18727,NA,1,NA,12,NA,18727,8753
291320,"Ibotirama","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",21212,21212,27655,27655,1,1,0,0,27655,21212
291330,"Ichu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",4041,NA,6311,NA,1,NA,1,NA,6311,4041
291340,"Igaporã","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,16225,8392
291350,"Iguaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29135040] SECRETARIA DO MEIO AMBIENTE - SEMA","Água e Esgoto; Res Sólidos",15761,15761,27787,27787,1,1,0,0,27787,15761
291370,"Inhambupe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29137040] Secretária de Infraestrutura Serviço Público - SEINFRA","Água; Res Sólidos",17620,NA,40915,NA,1,NA,2,NA,40915,17620
291380,"Ipecaetá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29138040] Prefeitura Municipal de Ipecaetá - PMI","Água; Res Sólidos",2670,NA,15521,NA,1,NA,1,NA,15521,2670
291400,"Ipirá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29140040] secretaria de infraestrutura - seinfra","Água e Esgoto; Res Sólidos",30354,30354,62095,62095,1,1,13,3,62095,30354
291410,"Ipupiara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",6512,6512,10113,10113,1,1,0,0,10113,6512
291420,"Irajuba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",3493,NA,7472,NA,1,NA,2,NA,7472,3493
291430,"Iramaia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29143040] Prefeitura Municipal de Iramaia - PMI","Água; Res Sólidos",4727,NA,10487,NA,1,NA,1,NA,10487,4727
291440,"Iraquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7476,NA,25006,NA,1,NA,1,NA,25006,7476
291460,"Irecê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29146040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SISP","Água e Esgoto; Res Sólidos",67656,67656,73380,73380,1,1,7,0,73380,67656
291470,"Itaberaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29147040] PREFEITURA MUNICIPAL - PMI","Água e Esgoto; Res Sólidos",52166,52166,66310,66310,1,1,10,0,66310,52166
291500,"Itaeté","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",6842,NA,16446,NA,1,NA,2,NA,16446,6842
291510,"Itagi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",10451,NA,13359,NA,1,NA,0,NA,13359,10451
291535,"Itaguaçu da Bahia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",2885,NA,14667,NA,1,NA,1,NA,14667,2885
291580,"Itambé","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",19901,19901,23327,23327,1,1,1,0,23327,19901
291640,"Itapetinga","BA",2015,"[29164011] Serviço Autônomo de Água e Esgoto - SAAE; [29164040] Prefeitura Municipal de Itapetinga - PMI","Água e Esgoto; Res Sólidos",73956,73956,76184,76184,1,1,0,0,76184,73956
291650,"Itapicuru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7446,NA,35987,NA,1,NA,3,NA,35987,7446
291670,"Itaquara","BA",2015,"[29167011] Prefeitura Municipal de Itaquara - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29167040] Prefeitura Municipal de Itaquara - PMI","Esgoto; Água; Res Sólidos",5113,5113,8519,8519,1,1,0,0,8519,5113
291680,"Itarantim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",16583,NA,20091,NA,1,NA,0,NA,20091,16583
291685,"Itatim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29168540] Prefeitura Municipal de Itatim - PMI","Água; Res Sólidos",10280,NA,14763,NA,1,NA,1,NA,14763,10280
291690,"Itiruçu","BA",2015,"[29169011] Prefeitura Municipal de Itiruçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29169040] Prefeitura Municipal de Itiruçu - PMI","Esgoto; Água; Res Sólidos",9987,9987,13307,13307,1,1,1,0,13307,9987
291700,"Itiúba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29170040] PREFEITURA MUNICIPAL DE ITIUBA - PMI","Água e Esgoto; Res Sólidos",10338,10338,38492,38492,1,1,4,0,38492,10338
291710,"Itororó","BA",2015,"[29171011] Serviços Autônomos de Água e Esgotos - SAAE","Água e Esgoto",19249,19249,21178,21178,1,1,2,2,21178,19249
291720,"Ituaçu","BA",2015,"[29172011] Prefeitura Municipal de Ituaçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",7032,7032,19406,19406,1,1,0,0,19406,7032
291733,"Iuiú","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",5493,NA,11331,NA,1,NA,0,NA,11331,5493
291740,"Jacaraci","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29174040] PREFEITURA MUNICIPAL DE JACARACI - PMJ","Água; Res Sólidos",5557,NA,15409,NA,1,NA,0,NA,15409,5557
291750,"Jacobina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29175040] Limpeza Pública de Jacobina - LIMPUJA","Água e Esgoto; Res Sólidos",59791,59791,84811,84811,1,1,3,0,84811,59791
291760,"Jaguaquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29176040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",42230,42230,55449,55449,1,1,1,0,55449,42230
291770,"Jaguarari","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29177040] Prefeitura Municipal de Jaguarari - PMJ","Água e Esgoto; Res Sólidos",18168,18168,33186,33186,1,0,3,1,33186,18168
291800,"Jequié","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",148268,148268,161528,161528,1,1,2,0,161528,148268
291810,"Jeremoabo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29181040] SECRETARIA DO MEIO AMBIENTE E SUSTENTABILIDADE - SEMMAS","Água; Res Sólidos",19020,NA,41100,NA,1,NA,0,NA,41100,19020
291835,"João Dourado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29183540] Prefeitura Municipal de João Dourado - PMJD","Água; Res Sólidos",15129,NA,25141,NA,1,NA,5,NA,25141,15129
291840,"Juazeiro","BA",2015,"[29184011] Serviço Autônomo de Água e Esgoto de Juazeiro - SAAE","Água e Esgoto",177309,177309,218324,218324,1,1,28,2,218324,177309
291850,"Jussara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",10579,NA,15841,NA,1,NA,7,NA,15841,10579
291860,"Jussiape","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29186040] Secretaria Municipal de Administração - SMA","Água; Res Sólidos",2762,NA,7229,NA,1,NA,1,NA,7229,2762
291870,"Lafaiete Coutinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29187040] Prefeitura Municipal de Lafaiete Coutinho - PMLC","Água; Res Sólidos",2168,NA,4020,NA,1,NA,0,NA,4020,2168
291875,"Lagoa Real","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",3184,NA,15801,NA,1,NA,0,NA,15801,3184
291900,"Lajedinho","BA",2015,"[29190011] Prefeitura Municipal de Lajedinho - PML; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29190040] PREFEITURA MUNICIPAL DE LAJEDINHO - PML","Esgoto; Água; Res Sólidos",1257,1257,3974,3974,1,1,2,0,3974,1257
291905,"Lajedo do Tabocal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",5478,NA,8836,NA,1,NA,0,NA,8836,5478
291910,"Lamarão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",2059,NA,9442,NA,1,NA,0,NA,9442,2059
291915,"Lapão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",10785,NA,27521,NA,1,NA,13,NA,27521,10785
291930,"Lençóis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29193040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMMA","Água e Esgoto; Res Sólidos",8872,8872,11445,11445,1,1,1,0,11445,8872
291940,"Licínio de Almeida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29194040] prefeitura municipal - pmla","Água; Res Sólidos",6586,NA,12966,NA,1,NA,0,NA,12966,6586
291950,"Livramento de Nossa Senhora","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",22137,NA,46035,NA,1,NA,3,NA,46035,22137
291960,"Macajuba","BA",2015,"[29196011] Prefeitura Municipal de Macajuba - PMM; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29196040] PREFEITURA MUNICIPAL DE MACAJUBA - PMM","Esgoto; Água; Res Sólidos",7243,7243,11837,11837,1,1,2,0,11837,7243
291970,"Macarani","BA",2015,"[29197011] Serviço Autônomo de Água e Esgoto - SAAE","Água",14990,NA,18786,NA,1,NA,0,NA,18786,14990
291980,"Macaúbas","BA",2015,"[29198011] Serviço Autônomo de Água e Esgoto - SAAE; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29198040] Prefeitura Municipal de Macaúbas - PMM","Água; Água; Res Sólidos",16463,NA,50262,NA,1,NA,176,NA,50262,16463
291990,"Macururé","BA",2015,"[29199011] Prefeitura Municipal de Macururé - PMM; [29199040] Secretaria de Obra e Infraestrutura - SECINFRA","Água; Res Sólidos",2963,NA,8365,NA,1,NA,8,NA,8365,2963
291995,"Maetinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29199540] Prefeitura Municipal de Maetinga - PMM","Água; Res Sólidos",2071,NA,5174,NA,1,NA,0,NA,5174,2071
292000,"Maiquinique","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7940,NA,10082,NA,1,NA,0,NA,10082,7940
292010,"Mairi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29201040] SECRETARIA DE INFRAESTRUTURA - SINFRA","Água; Res Sólidos",11558,NA,20097,NA,1,NA,3,NA,20097,11558
292020,"Malhada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7149,NA,17455,NA,1,NA,2,NA,17455,7149
292030,"Malhada de Pedras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29203040] PREFEITIRA MUNICIPAL DE MALHADA DE PEDRAS - PMMP","Água; Res Sólidos",3397,NA,8896,NA,1,NA,0,NA,8896,3397
292040,"Manoel Vitorino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7411,NA,14488,NA,1,NA,1,NA,14488,7411
292050,"Maracás","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29205040] Prefeitura Municipal de Maracás - PMM","Água; Res Sólidos",17087,NA,23751,NA,1,NA,2,NA,23751,17087
292080,"Marcionílio Souza","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29208040] SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO - PMMS","Água; Res Sólidos",5540,NA,10951,NA,1,NA,2,NA,10951,5540
292105,"Matina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",3837,NA,12314,NA,1,NA,0,NA,12314,3837
292120,"Miguel Calmon","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",16710,16710,27536,27536,1,1,3,0,27536,16710
292130,"Milagres","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29213040] Prefeitura Municipal de Milagres - PMM","Água; Res Sólidos",8812,NA,11659,NA,1,NA,1,NA,11659,8812
292140,"Mirangaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",8731,NA,18039,NA,1,NA,0,NA,18039,8731
292145,"Mirante","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29214540] PREFEITURA MUNICIPAL DE MIRANTE - PMM","Água; Res Sólidos",1705,NA,9902,NA,1,NA,0,NA,9902,1705
292150,"Monte Santo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29215040] Prefeitura Municipal de Monte Santo - PMMS","Água; Res Sólidos",9250,NA,54733,NA,1,NA,10,NA,54733,9250
292160,"Morpará","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29216040] Prefeitura Municipal de Morpará - PMM","Água; Res Sólidos",5997,NA,8967,NA,1,NA,0,NA,8967,5997
292170,"Morro do Chapéu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29217040] Prefeitura Municipal de Morro do Chapéu - PMMC","Água e Esgoto; Res Sólidos",21162,21162,36717,36717,1,1,0,0,36717,21162
292180,"Mortugaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29218040] Prefeitura Municipal de Mortugaba - PMM","Água; Res Sólidos",5887,NA,12477,NA,1,NA,0,NA,12477,5887
292190,"Mucugê","BA",2015,"[29219011] Prefeitura Municipal de Mucugê - PMM; [29219040] Prefeitura Municipal de Mucugê - PMM","Água e Esgoto; Res Sólidos",4061,4061,10244,10244,1,1,68,0,10244,4061
292205,"Mulungu do Morro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29220540] Secretaria Municipal de Infraestrutura e Serviços Públicos - SECINSP","Água; Res Sólidos",5895,NA,12200,NA,1,NA,2,NA,12200,5895
292210,"Mundo Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29221040] Prefeitura Municipal de Mundo Novo - PMMN","Água; Res Sólidos",15104,NA,27165,NA,1,NA,3,NA,27165,15104
292225,"Muquém de São Francisco","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",1436,1436,11495,11495,1,1,1,0,11495,1436
292265,"Nordestina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29226540] PREFEITURA MUNICIPAL DE NORDESTINA - PMN","Água; Res Sólidos",4222,NA,13321,NA,1,NA,1,NA,13321,4222
292270,"Nova Canaã","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7003,NA,17082,NA,1,NA,1,NA,17082,7003
292273,"Nova Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",5423,NA,8125,NA,1,NA,0,NA,8125,5423
292280,"Nova Itarana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29228040] PREFEITURA MUNICIPAL DE NOVA ITARANA - PMNI","Água; Res Sólidos",3035,NA,8312,NA,1,NA,0,NA,8312,3035
292285,"Nova Redenção","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",6173,NA,9470,NA,1,NA,0,NA,9470,6173
292290,"Nova Soure","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",12565,NA,25854,NA,1,NA,0,NA,25854,12565
292303,"Novo Horizonte","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",4019,NA,12238,NA,1,NA,0,NA,12238,4019
292305,"Novo Triunfo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29230540] PREFEITURA MUNICIPAL - PMNT","Água; Res Sólidos",7973,NA,15993,NA,1,NA,0,NA,15993,7973
292310,"Olindina","BA",2015,"[29231011] Prefeitura Municipal de Olindina - PMO; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29231040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SESUR","Esgoto; Água; Res Sólidos",13733,13733,26817,26817,1,1,0,0,26817,13733
292320,"Oliveira dos Brejinhos","BA",2015,"[29232011] Sistema Autônomo de Água e Esgotos - SAAE; [29232040] Prefeitura Municipal de Oliveira dos Brejinhos - PMOB","Água; Res Sólidos",6868,NA,22774,NA,1,NA,0,NA,22774,6868
292335,"Ourolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",6862,NA,17775,NA,1,NA,0,NA,17775,6862
292340,"Palmas de Monte Alto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29234040] Prefeitura Municipal de Palmas de Monte Alto - PMPMA","Água; Res Sólidos",10609,NA,22416,NA,1,NA,0,NA,22416,10609
292350,"Palmeiras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",5688,5688,9130,9130,1,1,0,0,9130,5688
292360,"Paramirim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29236040] Secretaria Municipal de Infraestrutura - SMI","Água; Res Sólidos",10543,NA,22077,NA,1,NA,2,NA,22077,10543
292370,"Paratinga","BA",2015,"[29237040] Prefeitura Municipal de Paratinga - PMP","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,32636,12063
292380,"Paripiranga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29238040] PREFEITURA MUNICIPAL DE PARIPIRANGA - PMP","Água; Res Sólidos",10254,NA,29878,NA,1,NA,1,NA,29878,10254
292400,"Paulo Afonso","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",102726,102726,119214,119214,1,1,3,0,119214,102726
292405,"Pé de Serra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",5445,NA,14471,NA,1,NA,1,NA,14471,5445
292420,"Pedro Alexandre","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",2973,NA,18135,NA,1,NA,2,NA,18135,2973
292430,"Piatã","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,18473,7820
292440,"Pilão Arcado","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,35428,11889
292450,"Pindaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29245040] Prefeitura Municipal de Pindai - PMP","Água; Res Sólidos",4644,NA,16805,NA,1,NA,0,NA,16805,4644
292460,"Pindobaçu","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,21062,11763
292465,"Pintadas","BA",2015,"[29246511] Prefeitura Municipal de Pintadas - PMP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29246540] Prefeitura Municipal de Pintadas - PMP","Esgoto; Água; Res Sólidos",6066,6066,10742,10742,1,1,0,0,10742,6066
292470,"Piripá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29247040] Prefeitura Municipal de Piripá - PMP","Água; Res Sólidos",5931,NA,12238,NA,1,NA,0,NA,12238,5931
292480,"Piritiba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",16941,NA,25027,NA,1,NA,5,NA,25027,16941
292490,"Planaltino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29249040] Prefeitura Municipal de Planaltino - PMP","Água; Res Sólidos",3909,NA,9473,NA,1,NA,0,NA,9473,3909
292500,"Planalto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29250040] Prefeitura Municipal de Planalto - PMP","Água; Res Sólidos",16175,NA,26632,NA,1,NA,2,NA,26632,16175
292510,"Poções","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",37782,NA,48729,NA,1,NA,2,NA,48729,37782
292525,"Ponto Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",8632,NA,16168,NA,1,NA,2,NA,16168,8632
292540,"Potiraguá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29254040] Prefeitura Municipal de Potiraguá - PMP","Água; Res Sólidos",6038,NA,8969,NA,1,NA,1,NA,8969,6038
292560,"Presidente Dutra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29256040] Prefeitura Municipal de Presidente Dutra - PMPDBA","Água; Res Sólidos",9690,NA,14712,NA,1,NA,9,NA,14712,9690
292570,"Presidente Jânio Quadros","BA",2015,"[29257011] Prefeitura Municipal de Presidente Jânio Quadros - PMPJQ; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29257040] PRESIDENTE JÂNIO QUADROS PREFEITURA - PMPJQ","Esgoto; Água; Res Sólidos",4052,4052,13178,13178,1,1,0,0,13178,4052
292580,"Queimadas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",13244,NA,26083,NA,1,NA,2,NA,26083,13244
292590,"Quijingue","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29259040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA. DESENVOLVIMENTO URBANO E TRANSPORTES - SEINFRA","Água; Res Sólidos",6711,NA,28655,NA,1,NA,15,NA,28655,6711
292593,"Quixabeira","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",3847,NA,10033,NA,1,NA,6,NA,10033,3847
292595,"Rafael Jambeiro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7292,NA,24349,NA,1,NA,6,NA,24349,7292
292600,"Remanso","BA",2015,"[29260011] Serviço Autônomo de Água e Esgoto - SAAE; [29260040] PREFEITURA MUNICIPAL DE REMANSO - PMR","Água e Esgoto; Res Sólidos",25469,25469,42275,42275,1,1,2,0,42275,25469
