"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água","QD002...Quantidades.de.paralisações.no.sistema.de.distribuição.de.água..Paralisações.ano.","QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.","QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.","QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..","QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.","QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.","QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.","QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..","QD012...Duração.dos.extravasamentos.registrados..Horas.ano.","QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.","QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.","QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.","QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.","QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.","QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.","QD022...Duração.das.interrupções.sistemáticas..Horas.ano.","QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.","QD024...Quantidade.de.serviços.executados..Serviços.ano.","QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.","QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.","QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.","QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.","QD029...Atendimento.integral.da.portaria.518.04"
291320,"Ibotirama","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende integralmente",6,88,49224,2401,0,2380,130,421,5324,0,NA,NA,3216,3216,0,0,9516,8826,26478,665,0,612,NA
291330,"Ichu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",0,0,0,241,0,162,2,NA,NA,0,NA,NA,240,240,0,0,1675,1440,4320,241,6,240,NA
291340,"Igaporã","BA",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291350,"Iguaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29135040] SECRETARIA DO MEIO AMBIENTE - SEMA","Água e Esgoto; Res Sólidos","Atende integralmente",5,157,26181,4003,0,3701,9,1,98,0,NA,NA,4356,4356,0,0,5738,5657,16971,460,3,444,NA
291370,"Inhambupe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29137040] Secretária de Infraestrutura Serviço Público - SEINFRA","Água; Res Sólidos","Atende integralmente",2,32,10648,5983,1,164,0,NA,NA,0,NA,NA,593,1091,0,0,4282,4061,12183,805,9,767,NA
291380,"Ipecaetá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29138040] Prefeitura Municipal de Ipecaetá - PMI","Água; Res Sólidos","Atende integralmente",0,0,0,147,0,147,4,NA,NA,0,NA,NA,160,160,0,0,1692,1505,4515,147,0,160,NA
291400,"Ipirá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29140040] secretaria de infraestrutura - seinfra","Água e Esgoto; Res Sólidos","Atende integralmente",6,91,68940,6256,29,6078,36,26,325.2,132600,NA,NA,4356,4356,832,19968,243,216,648,1033,33,852,NA
291410,"Ipupiara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende integralmente",0,0,0,1152,5,818,0,27,115.11,0,NA,NA,456,456,0,0,1558,1297,3891,476,0,456,NA
291420,"Irajuba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",8,223,11304,3612,0,3620,186,NA,NA,7065,NA,NA,3720,3720,5,143,1444,1313,3939,247,3,216,NA
291430,"Iramaia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29143040] Prefeitura Municipal de Iramaia - PMI","Água; Res Sólidos","Atende integralmente",12,287,25704,3239,0,359,5,NA,NA,0,NA,NA,4320,4320,0,0,2860,2600,7800,291,0,492,NA
291440,"Iraquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",0,0,0,260,0,223,18,NA,NA,0,NA,NA,468,468,0,0,1152,770,2310,480,2,468,NA
291460,"Irecê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29146040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SISP","Água e Esgoto; Res Sólidos","Atende integralmente",14,112,24543,4421,0,4421,26,288,673.95,24543,NA,NA,4457,4457,14,336,56559,55717,167151,918,19,857,NA
291470,"Itaberaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29147040] PREFEITURA MUNICIPAL - PMI","Água e Esgoto; Res Sólidos","Atende integralmente",1,24,22371,6854,116,6447,50,139,1630.6,84032,NA,NA,6660,6660,208,4992,25996,21548,64644,1105,7,1284,NA
291500,"Itaeté","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",12,119,11448,5241,9,2379,2,NA,NA,1672,NA,NA,6240,6240,2,18,1487,1090,3270,543,1,492,NA
291510,"Itagi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",0,0,0,3767,0,1429,15,NA,NA,0,NA,NA,3204,3204,0,0,1213,1103,3309,416,13,408,NA
291535,"Itaguaçu da Bahia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",0,0,0,3651,0,3651,7,NA,NA,0,NA,NA,3720,3720,0,0,1494,1475,4425,148,0,120,NA
291580,"Itambé","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende integralmente",11,175,56007,2876,51,2745,42,0,0,76084,NA,NA,3046,3046,37,1608,5417,5273,15819,501,15,469,NA
291640,"Itapetinga","BA",2015,"[29164011] Serviço Autônomo de Água e Esgoto - SAAE; [29164040] Prefeitura Municipal de Itapetinga - PMI","Água e Esgoto; Res Sólidos","",4,28600,21500,709,0,709,0,NA,NA,NA,NA,NA,792,792,264,906.39,29071,28297,19444.11,709,0,792,NA
291650,"Itapicuru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",2,109,5597,3616,6,202,1,NA,NA,0,NA,NA,504,983,0,0,1825,1766,5298,706,8,713,NA
291670,"Itaquara","BA",2015,"[29167011] Prefeitura Municipal de Itaquara - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29167040] Prefeitura Municipal de Itaquara - PMI","Esgoto; Água; Res Sólidos","Atende integralmente",6,192,10098,3615,0,3623,186,1,2,10098,NA,NA,3732,3732,6,192,1801,1646,5438,250,1,228,NA
291680,"Itarantim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",0,0,0,4706,2,4688,0,NA,NA,124373,NA,NA,4728,4728,65,2280,5380,5264,15792,384,3,384,NA
291685,"Itatim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29168540] Prefeitura Municipal de Itatim - PMI","Água; Res Sólidos","Atende integralmente",23,258,111941,3573,9,3573,3,NA,NA,0,NA,NA,3972,3972,0,0,6875,6862,20586,427,1,468,NA
291690,"Itiruçu","BA",2015,"[29169011] Prefeitura Municipal de Itiruçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29169040] Prefeitura Municipal de Itiruçu - PMI","Esgoto; Água; Res Sólidos","Atende integralmente",0,0,0,3809,3,3834,0,10,27,0,NA,NA,3828,3828,0,0,3034,2759,8277,367,7,540,NA
291700,"Itiúba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29170040] PREFEITURA MUNICIPAL DE ITIUBA - PMI","Água e Esgoto; Res Sólidos","Atende integralmente",20,298,979,415,0,335,0,2,72,0,NA,NA,408,408,0,0,5267,4574,13722,415,0,408,NA
291710,"Itororó","BA",2015,"[29171011] Serviços Autônomos de Água e Esgotos - SAAE","Água e Esgoto","",12,68,4680,395,0,395,0,NA,0,3460,NA,NA,130,130,9,23,687,687,520,395,0,130,NA
291720,"Ituaçu","BA",2015,"[29172011] Prefeitura Municipal de Ituaçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água","Atende integralmente",0,0,0,4669,0,48,11,80,40,0,NA,NA,4524,4524,0,0,3104,3058,8908,304,1,380,NA
291733,"Iuiú","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",1,6,1871,3259,4,2226,8,NA,NA,0,NA,NA,3420,3420,0,0,309,309,927,276,1,276,NA
291740,"Jacaraci","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29174040] PREFEITURA MUNICIPAL DE JACARACI - PMJ","Água; Res Sólidos","Atende integralmente",1,36,1375,1994,0,35,0,NA,NA,0,NA,NA,228,228,0,0,418,418,1254,228,0,228,NA
291750,"Jacobina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29175040] Limpeza Pública de Jacobina - LIMPUJA","Água e Esgoto; Res Sólidos","Atende integralmente",2,19,31531,710,3,330,12,NA,NA,0,NA,NA,710,710,0,0,26332,21917,65751,710,8,710,NA
291760,"Jaguaquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29176040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos","Atende integralmente",6,192,83610,4263,1,4258,187,4,57.4,83610,NA,NA,4248,4248,6,192,29072,26429,79287,898,7,744,NA
291770,"Jaguarari","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29177040] Prefeitura Municipal de Jaguarari - PMJ","Água e Esgoto; Res Sólidos","Atende integralmente",5,71,13526,238,8,237,31,8,360,0,NA,NA,228,228,0,0,3083,2782,8346,238,12,228,NA
291800,"Jequié","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende integralmente",0,0,0,8000,7,7626,43,69,1662.31,0,NA,NA,5664,5664,0,0,121284,110258,330774,1584,24,1440,NA
291810,"Jeremoabo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29181040] SECRETARIA DO MEIO AMBIENTE E SUSTENTABILIDADE - SEMMAS","Água; Res Sólidos","Atende integralmente",22,198,110000,4934,14,4829,18,NA,NA,803000,NA,NA,4284,4284,365,5475,6019,5804,17412,636,8,600,NA
291835,"João Dourado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29183540] Prefeitura Municipal de João Dourado - PMJD","Água; Res Sólidos","Atende integralmente",4,96,5088,4037,0,4037,7,NA,NA,5088,NA,NA,4080,4080,4,96,9811,9750,29250,534,11,480,NA
291840,"Juazeiro","BA",2015,"[29184011] Serviço Autônomo de Água e Esgoto de Juazeiro - SAAE","Água e Esgoto","",2,12,25610,7020,0,7015,83,20,3800,25610,NA,NA,6320,5623,2,12,15,9,52,3050,0,1860,NA
291850,"Jussara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",0,0,0,3948,0,3948,14,NA,NA,0,NA,NA,4008,4008,0,0,3455,3423,10269,445,9,408,NA
291860,"Jussiape","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29186040] Secretaria Municipal de Administração - SMA","Água; Res Sólidos","Atende integralmente",0,0,0,5384,2,1501,13,NA,NA,0,NA,NA,5880,5880,0,0,303,299,897,387,1,412,NA
291870,"Lafaiete Coutinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29187040] Prefeitura Municipal de Lafaiete Coutinho - PMLC","Água; Res Sólidos","Atende integralmente",15,281,13590,3793,1,3737,13,NA,NA,10872,NA,NA,3540,3540,12,211,741,674,2022,230,0,216,NA
291875,"Lagoa Real","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",0,0,0,2861,1,1882,7,NA,NA,1276,NA,NA,4440,4440,6,50,75,75,225,227,3,216,NA
291900,"Lajedinho","BA",2015,"[29190011] Prefeitura Municipal de Lajedinho - PML; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29190040] PREFEITURA MUNICIPAL DE LAJEDINHO - PML","Esgoto; Água; Res Sólidos","Atende integralmente",2,22,1704,1660,7,1201,0,0,0,0,NA,NA,3540,3540,0,0,760,675,1845,216,9,216,NA
291905,"Lajedo do Tabocal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",3,89,4650,3819,8,3834,1,NA,NA,0,NA,NA,3840,3840,0,0,721,655,1965,377,7,216,NA
291910,"Lamarão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",9,98,13174,246,0,99,0,NA,NA,0,NA,NA,240,240,0,0,2732,2325,6975,244,2,240,NA
291915,"Lapão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",6,144,3587,4164,0,4164,2,NA,NA,3587,NA,NA,4130,4130,6,144,5955,5910,17730,605,19,530,NA
291930,"Lençóis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29193040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMMA","Água e Esgoto; Res Sólidos","Atende integralmente",1,15,3119,5090,17,4978,6,99,1111.5,428875,NA,NA,7488,7488,365,2190,3323,2849,8547,544,0,480,NA
291940,"Licínio de Almeida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29194040] prefeitura municipal - pmla","Água; Res Sólidos","Atende integralmente",1,12,1150,3991,5,1685,4,NA,NA,681820,NA,NA,3576,3576,730,8760,833,833,2499,168,11,252,NA
291950,"Livramento de Nossa Senhora","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",1,29,837,4284,10,4922,66,NA,NA,0,NA,NA,8388,8388,0,0,5891,5734,17202,816,3,744,NA
291960,"Macajuba","BA",2015,"[29196011] Prefeitura Municipal de Macajuba - PMM; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29196040] PREFEITURA MUNICIPAL DE MACAJUBA - PMM","Esgoto; Água; Res Sólidos","Atende integralmente",6,132,19794,6130,70,5729,8,NA,NA,0,NA,NA,4128,4128,0,0,927,771,NA,381,2,348,NA
291970,"Macarani","BA",2015,"[29197011] Serviço Autônomo de Água e Esgoto - SAAE","Água","",0,0,0,2816,0,2816,0,NA,NA,NA,NA,NA,2816,2816,1,7,4855,4855,2400,420,0,420,NA
291980,"Macaúbas","BA",2015,"[29198011] Serviço Autônomo de Água e Esgoto - SAAE; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29198040] Prefeitura Municipal de Macaúbas - PMM","Água; Água; Res Sólidos","",13,111,9366,10300,92,9693,151,NA,NA,80569,NA,NA,8988,8988,324,15198,4996,4621,7619,709,3,744,NA
291990,"Macururé","BA",2015,"[29199011] Prefeitura Municipal de Macururé - PMM; [29199040] Secretaria de Obra e Infraestrutura - SECINFRA","Água; Res Sólidos","",45,65,NA,12,12,12,12,NA,NA,NA,NA,NA,12,12,45,65,1000,1000,180,12,12,12,NA
291995,"Maetinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29199540] Prefeitura Municipal de Maetinga - PMM","Água; Res Sólidos","Atende integralmente",0,0,0,2649,0,501,0,NA,NA,0,NA,NA,2820,2820,0,0,1910,1869,5607,247,17,216,NA
292000,"Maiquinique","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",1,54,250,6100,1,56,12,NA,NA,0,NA,NA,3960,3960,0,0,3419,3350,10050,348,15,276,NA
292010,"Mairi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29201040] SECRETARIA DE INFRAESTRUTURA - SINFRA","Água; Res Sólidos","Atende integralmente",13,209,46683,412,0,412,15,NA,NA,0,NA,NA,370,370,0,0,2460,2341,7023,412,4,370,NA
292020,"Malhada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",5,92,4054,8234,3,1842,8,NA,NA,0,NA,NA,5400,5400,0,0,65,57,171,458,1,432,NA
292030,"Malhada de Pedras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29203040] PREFEITIRA MUNICIPAL DE MALHADA DE PEDRAS - PMMP","Água; Res Sólidos","Atende integralmente",2,25,2460,3269,0,3173,32,NA,NA,0,NA,NA,4260,4260,0,0,1805,1781,5343,231,2,216,NA
292040,"Manoel Vitorino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",10,517,21620,3889,0,1135,32,NA,NA,19458,NA,NA,4320,4320,9,466,2041,1855,5565,300,9,276,NA
292050,"Maracás","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29205040] Prefeitura Municipal de Maracás - PMM","Água; Res Sólidos","Atende integralmente",1,8,5042,7124,3,6127,105,NA,NA,0,NA,NA,5748,5748,0,0,5097,4634,13902,1001,8,912,NA
292080,"Marcionílio Souza","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29208040] SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO - PMMS","Água; Res Sólidos","Atende integralmente",1,22,1900,4054,8,3765,2,NA,NA,98800,NA,NA,6036,6036,208,4992,1280,1032,3096,511,0,468,NA
292105,"Matina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",14,136,14447,3579,1,3135,0,NA,NA,0,NA,NA,3720,3720,0,0,54,54,162,226,2,226,NA
292120,"Miguel Calmon","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende integralmente",14,149,80191,626,0,388,2,1,48,0,NA,NA,587,587,0,0,4551,4353,13059,626,3,587,NA
292130,"Milagres","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29213040] Prefeitura Municipal de Milagres - PMM","Água; Res Sólidos","Atende integralmente",9,109,33291,6560,12,8370,102,NA,NA,0,NA,NA,3960,3960,0,0,4538,4450,13350,554,2,456,NA
292140,"Mirangaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",1,27,1022,122,0,56,0,NA,NA,0,NA,NA,120,120,0,0,685,495,1485,122,0,120,NA
292145,"Mirante","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29214540] PREFEITURA MUNICIPAL DE MIRANTE - PMM","Água; Res Sólidos","Atende integralmente",5,40,996,3382,0,500,2,NA,NA,0,NA,NA,2820,2820,0,0,1944,1923,5769,196,3,216,NA
292150,"Monte Santo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29215040] Prefeitura Municipal de Monte Santo - PMMS","Água; Res Sólidos","Atende integralmente",15,437,62805,425,1,425,0,NA,NA,20935,NA,NA,398,398,5,235.58,4627,4150,12450,425,0,398,NA
292160,"Morpará","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29216040] Prefeitura Municipal de Morpará - PMM","Água; Res Sólidos","Atende integralmente",9,138,18837,1712,0,1710,54,NA,NA,2093,NA,NA,3396,3396,1,6.75,787,733,2199,292,8,252,NA
292170,"Morro do Chapéu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29217040] Prefeitura Municipal de Morro do Chapéu - PMMC","Água e Esgoto; Res Sólidos","Atende integralmente",104,2544,30000,2234,0,1892,43,95,979.37,137610,NA,NA,929,929,99,2448,14421,14033,42099,869,19,833,NA
292180,"Mortugaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29218040] Prefeitura Municipal de Mortugaba - PMM","Água; Res Sólidos","Atende integralmente",1,14,2225,1917,0,114,0,NA,NA,0,NA,NA,312,312,0,0,1844,1844,5532,298,0,312,NA
292190,"Mucugê","BA",2015,"[29219011] Prefeitura Municipal de Mucugê - PMM; [29219040] Prefeitura Municipal de Mucugê - PMM","Água e Esgoto; Res Sólidos","",4,24,200,4320,8,9800,60,40,160,120,NA,NA,4500,4800,4,4,60,56,200,460,3,150,NA
292205,"Mulungu do Morro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29220540] Secretaria Municipal de Infraestrutura e Serviços Públicos - SECINSP","Água; Res Sólidos","Atende integralmente",29,696,2075,1729,0,1738,3,NA,NA,0,NA,NA,1804,1804,0,0,3876,3824,11472,186,0,185,NA
292210,"Mundo Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29221040] Prefeitura Municipal de Mundo Novo - PMMN","Água; Res Sólidos","Atende integralmente",60,1258,66286,305,0,305,0,NA,NA,906,NA,NA,120,120,22,528,2436,2110,6330,304,1,120,NA
292225,"Muquém de São Francisco","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende integralmente",12,191,9420,1660,0,1596,0,30,422,0,NA,NA,3900,3900,0,0,571,549,1647,253,1,216,NA
292265,"Nordestina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29226540] PREFEITURA MUNICIPAL DE NORDESTINA - PMN","Água; Res Sólidos","Atende integralmente",8,189,17744,207,0,171,0,NA,NA,11090,NA,NA,220,220,5,235.58,1482,1129,3387,207,0,220,NA
292270,"Nova Canaã","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",1,10,384,7138,2,2611,11,NA,NA,0,NA,NA,5496,5496,0,0,1202,1177,3531,451,17,224,NA
292273,"Nova Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",25,489,31215,1345,13,1344,14,NA,NA,0,NA,NA,4620,4620,0,0,3024,2812,8436,517,14,492,NA
292280,"Nova Itarana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29228040] PREFEITURA MUNICIPAL DE NOVA ITARANA - PMNI","Água; Res Sólidos","Atende integralmente",27,213,38124,3358,2,3350,0,NA,NA,0,NA,NA,3720,3720,0,0,1325,1313,3939,212,0,216,NA
292285,"Nova Redenção","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",1,17,1973,3126,0,3126,5,NA,NA,0,NA,NA,3228,3228,0,0,1303,1189,3567,271,2,264,NA
292290,"Nova Soure","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",0,0,0,1621,5,86,0,NA,NA,0,NA,NA,372,538,0,0,4487,4374,13122,474,21,474,NA
292303,"Novo Horizonte","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",0,0,0,0,0,0,0,NA,NA,0,NA,NA,20,20,0,0,1167,1130,NA,0,0,20,NA
292305,"Novo Triunfo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29230540] PREFEITURA MUNICIPAL - PMNT","Água; Res Sólidos","Atende integralmente",1,7,1925,791,0,70,0,NA,NA,0,NA,NA,192,406,0,0,902,855,2565,392,2,392,NA
292310,"Olindina","BA",2015,"[29231011] Prefeitura Municipal de Olindina - PMO; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29231040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SESUR","Esgoto; Água; Res Sólidos","Atende integralmente",0,0,0,2052,116,97,11,10,10,0,NA,NA,386,662,0,0,5804,5646,16890,515,7,509,NA
292320,"Oliveira dos Brejinhos","BA",2015,"[29232011] Sistema Autônomo de Água e Esgotos - SAAE; [29232040] Prefeitura Municipal de Oliveira dos Brejinhos - PMOB","Água; Res Sólidos","",0,0,0,3650,298,4,1,NA,NA,3520,NA,NA,4,3650,115,4660,270,270,820,4,1,4,NA
292335,"Ourolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",4,96,2574,634,0,631,2,NA,NA,2574,NA,NA,190,294,3,72,4449,4436,13308,190,3,198,NA
292340,"Palmas de Monte Alto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29234040] Prefeitura Municipal de Palmas de Monte Alto - PMPMA","Água; Res Sólidos","Atende integralmente",2,33,282,6747,0,4684,8,NA,NA,0,NA,NA,5580,5580,0,0,1824,1824,5472,624,0,600,NA
292350,"Palmeiras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende integralmente",0,0,0,2748,1,2589,3,27,104.22,88088,NA,NA,2472,2472,572,13728,1846,1578,4734,241,0,228,NA
292360,"Paramirim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29236040] Secretaria Municipal de Infraestrutura - SMI","Água; Res Sólidos","Atende integralmente",3,23,9468,5863,83,5021,0,NA,NA,19474,NA,NA,4788,4788,182,4368,2119,2119,6357,1296,50,1284,NA
292370,"Paratinga","BA",2015,"[29237040] Prefeitura Municipal de Paratinga - PMP","Res Sólidos","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292380,"Paripiranga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29238040] PREFEITURA MUNICIPAL DE PARIPIRANGA - PMP","Água; Res Sólidos","Atende integralmente",11,273,64555,863,12,162,0,NA,NA,0,NA,NA,476,541,0,0,4012,3399,10197,585,11,528,NA
292400,"Paulo Afonso","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","Atende integralmente",2,12,11483,1378,16,1380,8,1920,11172.08,6672,NA,NA,1049,1049,1,10,35170,32927,98781,1378,1,1049,NA
292405,"Pé de Serra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",62,1020,39505,1679,1,1678,0,NA,NA,10885,NA,NA,3420,3420,87,2061,4071,3739,11217,263,1,276,NA
292420,"Pedro Alexandre","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","Atende integralmente",14,155,22400,4193,3,545,0,NA,NA,192000,NA,NA,300,240,120,720,1803,1621,4863,279,0,240,NA
292430,"Piatã","BA",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292440,"Pilão Arcado","BA",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
