"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","OS001...Execução.de.lavação.de.vias.e.praças.pelo.agente.público..Sim.Não.","OS003...Execução.de.limpeza.de.feiras.livres.ou.mercados.pelo.agente.público..Sim.Não.","OS004...Execução.de.limpeza.de.praias.pelo.agente.público..Sim.Não.","OS005...Execução.de.limpeza.de.bocas.de.lobo.pelo.agente.público..Sim.Não.","OS006...Execução.de.pintura.de.meios.fios.pelo.agente.público..Sim.Não.","OS007...Execução.de.limpeza.de.lotes.vagos.pelo.agente.público..Sim.Não.","OS008...Execução.de.remoção.de.animais.mortos.de.vias.publicas.pelo.agente.público..Sim.Não.","OS009...Execução.de.coleta.diferenciada.de.pneus.velhos.pelo.agente.público..Sim.Não.","OS010...Execução.de.diferenciada.de.pilhas.e.baterias.pelo.agente.público..Sim.Não.","OS011...Execução.de.coleta.de.resíduos.volumosos.inservíveis.de.pelo.agente.público..Sim.Não.","OS012...Execução.de.lavação.de.vias.e.praças.por.empresas.contratadas..Sim.Não.","OS014...Execução.de.limpeza.de.feiras.livres.ou.mercados.por.empresas.contratadas..Sim.Não.","OS015...Execução.de.limpeza.de.praias.por.empresas.contratadas..Sim.Não.","OS016...Execução.de.limpeza.de.bocas.de.lobo.por.empresas.contratadas..Sim.Não.","OS017...Execução.de.pintura.de.meios.fios.por.empresas.contratadas..Sim.Não.","OS018...Execução.de.limpeza.de.lotes.vagos.por.empresas.contratadas..Sim.Não.","OS019...Execução.de.remoção.de.animais.mortos.de.vias.públicas.por.empresas.contratadas..Sim.Não.","OS020...Execução.de.coleta.diferenciada.de.pneus.velhos.por.empresas.contratadas..Sim.Não.","OS021...Execução.de.coleta.diferenciada.de.pilhas.e.baterias.por.empresas.contratadas..Sim.Não.","OS022...Execução.de.coleta.de.resíduos.volumosos.inservíveis.por.empresas.contratadas..Sim.Não.","OS023...Execução.de.lavação.de.vias.e.praças.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS025...Execução.de.limpeza.de.feiras.livres.ou.mercados.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS026...Execução.de.limpeza.de.praias.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS027...Execução.de.limpeza.de.bocas.de.lobo.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS028...Execução.de.pintura.de.meios.fios.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS029...Execução.de.limpeza.de.lotes.vagos.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS030...Execução.de.remoção.de.animais.mortos.de.vias.públicas.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS031...Execução.de.coleta.diferenciada.de.pneus.velhos.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS032...Execução.de.coleta.diferenciada.de.pilhas.e.baterias.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS033...Execução.de.coleta.de.resíduos.volumosos.inservíveis.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS040...Execução.de.poda.de.árvores.pelo.agente.público..Sim.Não.","OS041...Execução.de.poda.de.árvores.por.empresas.contratadas..Sim.Não.","OS042...Execução.de.poda.de.árvores.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS043...Execução.de.outros.serviços.diferentes.dos.citados.pelo.agente.público..Sim.Não.","OS044...Execução.de.outros.serviços.diferentes.dos.citados.por.empresas.contratadas..Sim.Não.","OS045...Execução.de.outros.serviços.diferentes.dos.citados.por.outros.agentes..Sim.Não.","OS046...Outros.executores.especificar.","OS047...Execução.de.coleta.diferenciada.de.lâmpadas.fluorescentes.pelo.agente.público..Sim.Não.","OS048...Execução.de.coleta.diferenciada.de.lâmpadas.fluorescentes.por.empresas.contratadas..Sim.Não.","OS049...Execução.de.coleta.diferenciada.de.lâmpadas.fluorescentes.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS050...Execução.de.coleta.diferenciada.de.resíduos.eletrônicos.pelo.agente.público..Sim.Não.","OS051...Execução.de.coleta.diferenciada.de.resíduos.eletrônicos.por.empresas.contratadas..Sim.Não.","OS052...Execução.de.coleta.diferenciada.de.resíduos.eletrônicos.por.outros.agentes.diferentes.dos.citados..Sim.Não.","OS053...Outros..especificar...Sim.Não."
292510,"Poções","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292525,"Ponto Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292540,"Potiraguá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29254040] Prefeitura Municipal de Potiraguá - PMP","Água; Res Sólidos","Sim","Sim","","Sim","Sim","Sim","Não","Sim","Sim","Sim","","","","","","","","","","","","","","","","","","","","","Sim","","","Sim","","","","Sim","","","Sim","","",""
292560,"Presidente Dutra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29256040] Prefeitura Municipal de Presidente Dutra - PMPDBA","Água; Res Sólidos","Não","Sim","Não","Não","Sim","Não","Sim","Não","Não","Sim","","","","","","","","","","","","","","","","","","","","","Sim","","","Não","","","","Não","","","Não","","",""
292570,"Presidente Jânio Quadros","BA",2015,"[29257011] Prefeitura Municipal de Presidente Jânio Quadros - PMPJQ; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29257040] PRESIDENTE JÂNIO QUADROS PREFEITURA - PMPJQ","Esgoto; Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292580,"Queimadas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292590,"Quijingue","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29259040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA. DESENVOLVIMENTO URBANO E TRANSPORTES - SEINFRA","Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292593,"Quixabeira","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292595,"Rafael Jambeiro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292600,"Remanso","BA",2015,"[29260011] Serviço Autônomo de Água e Esgoto - SAAE; [29260040] PREFEITURA MUNICIPAL DE REMANSO - PMR","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292610,"Retirolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292630,"Riachão do Jacuípe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29263040] Prefeitura Municipal de Riachão do Jacuipe - PMRJ","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292640,"Riacho de Santana","BA",2015,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292650,"Ribeira do Amparo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292660,"Ribeira do Pombal","BA",2015,"[29266011] Prefeitura Municipal de Ribeira do Pombal - PMRP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29266040] Prefeitura Municipal de Ribeira do Pombal - PMRP","Esgoto; Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292665,"Ribeirão do Largo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292670,"Rio de Contas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292680,"Rio do Antônio","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292690,"Rio do Pires","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29269040] Prefeitura Muinicipal de Rio do Pires - PMRP","Água; Res Sólidos","","Sim","","","Sim","","","","","","","","","","","","","","","","","","","","","","","","","","Sim","","","Sim","","","","","","","","","","Limpeza de cemitério"
292710,"Rodelas","BA",2015,"[29271011] Prefeitura Municipal de Rodelas - PMR; [29271040] SECRETARIA DE OBRAS E INFRAESTRUTURA - SECINFRA","Água e Esgoto; Res Sólidos","Sim","Sim","","","Sim","","","","","","","","","","","","","","","","","","","","","","","","","","Sim","","","Não","","","","","","","","","",""
292720,"Ruy Barbosa","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292750,"Santa Bárbara","BA",2015,"[29275011] Prefeitura Municipal de Santa Bárbara - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29275040] Prefeitura Municipal de Santa Barbara - Ba","Esgoto; Água; Res Sólidos","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","","Não","Não","Não","Não","Não","Não",""
292760,"Santa Brígida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29276040] PREFEITUTA MUNICIPAL DE SANTA BRIGIDA - PMSB","Água e Esgoto; Res Sólidos","Não","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","","Não","Não","Não","Não","Não","Não",""
292790,"Santa Inês","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29279040] PREFEITURA MUNICIPAL DE SANTA INES - PMSI","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292800,"Santaluz","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292820,"Santana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292830,"Santanópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292850,"Santa Teresinha","BA",2015,"[29285011] Prefeitura Municipal de Santa Teresinha - PMST; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292880,"Santo Estêvão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29288040] Secretaria de Obras. Serviços Públicos e Meio Ambiente - SEOBS","Água e Esgoto; Res Sólidos","Não","Sim","Não","Sim","Sim","Não","Não","Não","Não","Sim","","","","","Sim","","","","","","","","","","","","","","","","Sim","","","Não","","","","Não","","","Não","","",""
292895,"São Domingos","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292905,"São Félix do Coribe","BA",2015,"[29290511] Serviço Autônomo de Água e Esgoto - SAAE","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292925,"São Gabriel","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29292540] PREFEITURA MUNICIPAL DE SÃO GABRIEL - PMSG","Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292937,"São José do Jacuípe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292970,"Sátiro Dias","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292980,"Saúde","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
292990,"Seabra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293000,"Sebastião Laranjeiras","BA",2015,"[29300011] Prefeitura Municipal de Sebastião Laranjeiras - PMSL; [29300040] Prefeitura Municipal de Sebastião Laranjeiras - PMSL","Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293010,"Senhor do Bonfim","BA",2015,"[29301011] Prefeitura Municipal de Senhor do Bonfim - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29301040] Secretaria de Infraestrutura - seinfra","Esgoto; Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293015,"Serra do Ramalho","BA",2015,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293020,"Sento Sé","BA",2015,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293030,"Serra Dourada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29303040] Prefeitura Municipal de Serra Dourada - PMSD","Água; Res Sólidos","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Sim","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","","Não","Não","Não","Não","Não","Não",""
293040,"Serra Preta","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29304040] Prefeitura Municipal de Serra Preta - PMSP","Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293050,"Serrinha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293060,"Serrolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29306040] PREFEITURA MUNICIPAL DE SERROLANDIA - PMS","Água; Res Sólidos","Não","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Não","","","","","","","","","","","","","","","","","","","","","Sim","","","Sim","","","","Não","","","Não","","",""
293075,"Sítio do Mato","BA",2015,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293076,"Sítio do Quinto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293077,"Sobradinho","BA",2015,"[29307711] Empresa Municipal de Serviços de Água e Esgoto - EMSAE; [29307740] Prefeitura Municipal de Sobradinho - SIESP","Água e Esgoto; Res Sólidos","Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Não","Não","","Não","Não","Não","Não","Não","Não",""
293080,"Souto Soares","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293090,"Tabocas do Brejo Velho","BA",2015,"[29309011] Prefeitura Municipal de Tabocas do Brejo Velho - PMTBV; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água; Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293100,"Tanhaçu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293105,"Tanque Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293110,"Tanquinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293130,"Tapiramutá","BA",2015,"[29313011] Prefeitura Municipal de Tapiramutá - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29313040] Secretaria Municipal de Infraestrutura - SMI","Esgoto; Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293150,"Teofilândia","BA",2015,"[29315011] Prefeitura Municipal de Teofilândia - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293180,"Tremedal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293190,"Tucano","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293200,"Uauá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293210,"Ubaíra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29321040] Prefeitura Municipal - UBAÍRA","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293240,"Uibaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO","Água; Res Sólidos","Sim","Sim","Não","Não","Sim","Sim","Sim","Não","Não","Sim","","","","","","","","","","","","","","","","","","","","","Sim","","","","","","","Não","","","Não","","",""
293245,"Umburanas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293260,"Urandi","BA",2015,"[29326040] Prefeitura Municipal de Urandi - PMU","Res Sólidos","","","","","","","","","","","","Sim","","Sim","","","Sim","","","","","","","","","","","","","","","Sim","","","","","","","","","","","",""
293280,"Utinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos","Sim","Sim","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","","Não","Não","Não","Não","Não","Não",""
293300,"Valente","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29330040] Prefeitura Municipal de Valente - pmv","Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293305,"Várzea da Roça","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293310,"Várzea do Poço","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331040] PREFEITURA MUNICIPAL DE VÁRZEA DO POÇO - PMVP","Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293315,"Várzea Nova","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331540] Prefeitura Municipal de Várzea Nova - PMVN","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293330,"Vitória da Conquista","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29333040] SECRETARIA DE SERVIÇOS PÚBLICOS - SESEP","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293340,"Wagner","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
293360,"Xique-Xique","BA",2015,"[29336011] Serviço Autônomo de Água e Esgoto - SAAE; [29336040] PREFEITURA DE XIQUE-XIQUE - PMXX","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
310100,"Águas Vermelhas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31010040] Prefeitura Municipal de Águas Vermelhas - PMAV","Água e Esgoto; Res Sólidos","Não","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","","Não","Não","Não","Não","Não","Não",""
310170,"Almenara","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto; Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
310270,"Cachoeira de Pajeú","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31027040] Prefeitura Municipal de Cachoeira de Pajeú - PMCP","Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
310340,"Araçuaí","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31034040] Secretária Municipal de Desenvolvimento Urbano - SMDU","Água e Esgoto; Água e Esgoto; Res Sólidos","Sim","Sim","","Não","Sim","Não","Sim","Não","Não","Não","","","","Sim","","","","","","","","","","Não","","Sim","","Sim","Sim","Sim","Sim","","","","","","","Não","","Sim","Não","","Sim",""
310520,"Bandeira","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31052040] SECRETARIA MUNICIPAL DE OBRAS. SERVIÇOS E TRANSPORTES - SMOST","Água e Esgoto; Res Sólidos","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Não","Sim","Não","Não","Sim","Não","Não","","Não","Não","Não","Não","Não","Não","Existe uma limpeza de córrego"
310650,"Berilo","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31065040] PREFEITURA MUNICIPAL DE B ERILO - PM","Água e Esgoto; Res Sólidos","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","","","","","","","","","","","","","","","","","","","","","Sim","","","","","","","Não","","","Não","","",""
310665,"Berizal","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31066540] Prefeitura Municipal de Berizal - PMB","Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
310825,"Bonito de Minas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
311270,"Capitão Enéas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31127040] PREFEITURA MUNICIPAL - PMCE","Água e Esgoto; Res Sólidos","Não","Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Sim","","","","","","","","","","","","","","","","","","","","","Sim","","","Não","","","","Não","","","Não","","",""
311300,"Caraí","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31130040] Prefeitura Municipal Caraí - PMC","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
311547,"Catuti","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31154740] Prefeitura Municipal de Catuti - PMC","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
311610,"Chapada do Norte","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
311700,"Comercinho","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31170040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
311783,"Cônego Marinho","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31178340] Prefeitura Municipal de Cônego Marinho - PMCM","Água; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
311950,"Coronel Murta","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31195040] Prefeitura Municipal de Coronel Murta - PMCM","Água e Esgoto; Água; Res Sólidos","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","","","","","","","","","","","","","","","","","","","","","Sim","","","Não","","","","Não","","","Não","","",""
312030,"Cristália","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31203040] Secretária de Meio Ambiente - PMC","Água e Esgoto; Res Sólidos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
312087,"Curral de Dentro","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
