"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","TB001...Quantidade.de.coletadores.e.motoristas.de.agentes.públicos..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO029...Empregados.","TB002...Quantidade.de.coletadores.e.motoristas.de.agentes.privados..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO030...Empregados.","TB003...Quantidade.de.varredores.dos.agentes.públicos..alocados.no.serviço.de.varrição..Antigo.campo.VA007...Empregados.","TB004...Quantidade.de.varredores.de.agentes.privados..alocados.no.serviço.de.varrição..Antigo.campo.VA008...Empregados.","TB005...Quantidade.de.empregados.dos.agentes.públicos.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP005...Empregados.","TB006...Quantidade.de.empregados.dos.agentes.privados.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP006...Empregados.","TB007...Quantidade.de.trabalhadores.dos.agentes.públicos.alocados.em.serviços.das.unidades.de.processamento..Antigo.campo.UP062...Empregados.","TB008...Quantidade.de.empregados.dos.agentes.privados..Antigo.campo.UP063...Empregados.","TB009...Quantidade.de.empregados.dos.agentes.públicos.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE047...Empregados.","TB010...Quantidade.de.empregados.dos.agentes.privados.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE048...Empregados.","TB011...Quantidade.de.empregados.administrativos.dos.agentes.públicos..Antigo.campo.GE050...Empregados.","TB012...Quantidade.de.empregados.administrativos.dos.agentes.privados..Antigo.campo.GE051...Empregados.","TB013...Quantidade.de.trabalhadores.de.agentes.públicos.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE015...Empregados.","TB014...Quantidade.de.trabalhadores.de.agentes.privados.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE016...Empregados.","TB015...Quantidade.total.de.trabalhadores.remunerados.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE058...Empregados.","TB016...Existência.de.frente.de.trabalho.temporária..Antigo.campo.GE053...Sim.Não.","TB017...Quantidade.de.empregados.temporários.da.frente..1...Antigo.campo.GE030...Empregados.temporários.","TB018...Quantidade.de.empregados.temporários.da.frente..2...Antigo.campo.GE034...Empregados.temporários.","TB019...Quantidade.de.empregados.temporários.da.frente.de.trabalho..3...Antigo.campo.GE038...Empregados.temporários.","TB020...Duração.da.frente.de.trabalho..1...Antigo.campo.GE031...Meses.","TB021...Duração.da.frente.de.trabalho..2...Antigo.campo.GE035...Meses.","TB022...Duração.da.frente.de.trabalho..3...Antigo.campo.GE040...Meses.","TB023...Atuação.da.frente.de.trabalho..1..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE032...Sim.Não.","TB024...Atuação.da.frente.de.trabalho..2..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE036...Sim.Não.","TB025...Atuação.da.frente.de.trabalho..3..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE041...Sim.Não.","TB026...Tipo.de.serviço.predominante.da.frente.de.trabalho..1...Antigo.campo.GE033.","TB027...Tipo.de.serviço.predominante.da.frente.de.trabalho..2...Antigo.campo.GE037.","TB028...Tipo.de.serviço.predominante.da.frente.de.trabalho..3...Antigo.campo.GE042.","TB029...Quantidade.de.coletadores.e.motoristas.de.outros.agentes..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO031...Empregados.","TB030...Quantidade.de.varredores.de.outros.agentes..alocados.no.serviço.de.varrição..Antigo.campo.VA009...Empregados.","TB031...Quantidade.de.empregados.dos.outros.agentes.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP008...Empregados.","TB032...Quantidade.de.empregados.de.outros.agentes..Antigo.campo.UP064...Empregados.","TB033...Quantidade.de.empregados.de.outros.agentes.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE049...Empregados.","TB034...Quantidade.de.empregados.administrativos.de.outros.agentes..Antigo.campo.GE052...Empregados.","TB035...Quantidade.total.de.empregados.de.outros.agentes.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE017...Empregados."
292080,"Marcionílio Souza","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29208040] SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO - PMMS","Água; Res Sólidos",18,0,18,0,8,0,0,0,0,0,1,0,45,0,45,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292105,"Matina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292120,"Miguel Calmon","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292130,"Milagres","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29213040] Prefeitura Municipal de Milagres - PMM","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,68,103,"Sim",25,0,0,2,NA,NA,"Sim","","","Limpeza de bocas-de-lobo","","",NA,NA,NA,NA,NA,NA,NA
292140,"Mirangaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292145,"Mirante","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29214540] PREFEITURA MUNICIPAL DE MIRANTE - PMM","Água; Res Sólidos",0,3,5,0,0,0,0,3,0,2,2,0,7,8,15,"Sim",18,12,0,4,2,NA,"Sim","Sim","","Capina","Pintura de meios-fios","",NA,NA,NA,NA,NA,NA,NA
292150,"Monte Santo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29215040] Prefeitura Municipal de Monte Santo - PMMS","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16,31,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292160,"Morpará","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29216040] Prefeitura Municipal de Morpará - PMM","Água; Res Sólidos",0,4,0,8,0,2,0,0,0,4,0,2,0,20,20,"Sim",30,10,15,2,1,3,"Sim","Sim","Sim","Capina","Pintura de meios-fios","Outros",NA,NA,NA,NA,NA,NA,NA
292170,"Morro do Chapéu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29217040] Prefeitura Municipal de Morro do Chapéu - PMMC","Água e Esgoto; Res Sólidos",0,7,30,0,0,15,0,7,0,0,0,2,30,31,61,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292180,"Mortugaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29218040] Prefeitura Municipal de Mortugaba - PMM","Água; Res Sólidos",5,0,30,0,5,0,0,0,0,0,1,0,41,0,41,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292190,"Mucugê","BA",2015,"[29219011] Prefeitura Municipal de Mucugê - PMM; [29219040] Prefeitura Municipal de Mucugê - PMM","Água e Esgoto; Res Sólidos",4,0,10,0,12,0,10,0,4,0,4,0,44,0,44,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292205,"Mulungu do Morro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29220540] Secretaria Municipal de Infraestrutura e Serviços Públicos - SECINSP","Água; Res Sólidos",2,4,24,15,5,5,5,3,0,0,2,1,38,28,66,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292210,"Mundo Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29221040] Prefeitura Municipal de Mundo Novo - PMMN","Água; Res Sólidos",0,4,0,13,0,6,0,2,0,12,0,2,0,39,39,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292225,"Muquém de São Francisco","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292265,"Nordestina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29226540] PREFEITURA MUNICIPAL DE NORDESTINA - PMN","Água; Res Sólidos",5,0,10,0,0,0,0,0,0,0,1,0,16,0,16,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292270,"Nova Canaã","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292273,"Nova Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292280,"Nova Itarana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29228040] PREFEITURA MUNICIPAL DE NOVA ITARANA - PMNI","Água; Res Sólidos",10,0,20,0,8,0,0,1,4,0,1,0,43,1,44,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292285,"Nova Redenção","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292290,"Nova Soure","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292303,"Novo Horizonte","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292305,"Novo Triunfo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29230540] PREFEITURA MUNICIPAL - PMNT","Água; Res Sólidos",5,0,51,0,2,0,0,0,0,0,2,0,60,0,60,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292310,"Olindina","BA",2015,"[29231011] Prefeitura Municipal de Olindina - PMO; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29231040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SESUR","Esgoto; Água; Res Sólidos",0,4,0,13,0,26,0,5,0,0,0,2,0,50,50,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292320,"Oliveira dos Brejinhos","BA",2015,"[29232011] Sistema Autônomo de Água e Esgotos - SAAE; [29232040] Prefeitura Municipal de Oliveira dos Brejinhos - PMOB","Água; Res Sólidos",13,NA,20,NA,4,NA,0,NA,3,NA,1,NA,41,0,41,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292335,"Ourolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292340,"Palmas de Monte Alto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29234040] Prefeitura Municipal de Palmas de Monte Alto - PMPMA","Água; Res Sólidos",0,4,0,16,0,4,0,1,0,1,0,1,0,27,27,"Sim",8,8,3,5,3,4,"Sim","Sim","Sim","Capina","Pintura de meios-fios","Outros",NA,NA,NA,NA,NA,NA,NA
292350,"Palmeiras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292360,"Paramirim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29236040] Secretaria Municipal de Infraestrutura - SMI","Água; Res Sólidos",12,0,0,0,12,0,0,0,0,0,1,0,25,0,25,"Sim",75,NA,NA,12,NA,NA,"Não","Não","Não","","","",NA,NA,NA,NA,NA,NA,NA
292370,"Paratinga","BA",2015,"[29237040] Prefeitura Municipal de Paratinga - PMP","Res Sólidos",25,0,12,0,10,0,0,0,0,0,5,0,52,0,52,"Sim",10,0,0,3,1,1,"Não","Não","Não","","","",NA,NA,NA,NA,NA,NA,NA
292380,"Paripiranga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29238040] PREFEITURA MUNICIPAL DE PARIPIRANGA - PMP","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,29,50,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292400,"Paulo Afonso","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292405,"Pé de Serra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292420,"Pedro Alexandre","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292430,"Piatã","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292440,"Pilão Arcado","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292450,"Pindaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29245040] Prefeitura Municipal de Pindai - PMP","Água; Res Sólidos",NA,11,NA,12,NA,4,NA,0,NA,0,NA,1,0,28,28,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292460,"Pindobaçu","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292465,"Pintadas","BA",2015,"[29246511] Prefeitura Municipal de Pintadas - PMP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29246540] Prefeitura Municipal de Pintadas - PMP","Esgoto; Água; Res Sólidos",0,0,15,0,28,0,0,0,3,0,10,0,56,0,56,"Sim",10,NA,NA,3,NA,NA,"Sim","","","Varrição","","",NA,NA,NA,NA,NA,NA,NA
292470,"Piripá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29247040] Prefeitura Municipal de Piripá - PMP","Água; Res Sólidos",7,0,10,10,0,50,4,0,0,0,1,1,22,61,83,"Sim",5,NA,NA,1,NA,NA,"Não","","","","","",NA,NA,NA,NA,NA,NA,NA
292480,"Piritiba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292490,"Planaltino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29249040] Prefeitura Municipal de Planaltino - PMP","Água; Res Sólidos",0,5,2,20,4,20,0,0,0,0,2,2,8,47,55,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292500,"Planalto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29250040] Prefeitura Municipal de Planalto - PMP","Água; Res Sólidos",0,14,70,0,8,0,0,0,4,0,1,2,83,16,99,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292510,"Poções","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292525,"Ponto Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292540,"Potiraguá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29254040] Prefeitura Municipal de Potiraguá - PMP","Água; Res Sólidos",9,0,10,0,4,0,1,0,2,0,1,0,27,0,27,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292560,"Presidente Dutra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29256040] Prefeitura Municipal de Presidente Dutra - PMPDBA","Água; Res Sólidos",12,0,45,0,1,0,0,0,0,0,2,0,60,0,60,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292570,"Presidente Jânio Quadros","BA",2015,"[29257011] Prefeitura Municipal de Presidente Jânio Quadros - PMPJQ; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29257040] PRESIDENTE JÂNIO QUADROS PREFEITURA - PMPJQ","Esgoto; Água; Res Sólidos",5,0,25,0,5,0,0,0,0,0,1,0,36,0,36,"Sim",28,28,28,1,1,1,"Não","Não","Não","","","",NA,NA,NA,NA,NA,NA,NA
292580,"Queimadas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292590,"Quijingue","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29259040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA. DESENVOLVIMENTO URBANO E TRANSPORTES - SEINFRA","Água; Res Sólidos",7,13,5,28,2,21,0,1,0,4,1,4,15,71,86,"Sim",15,15,15,1,1,NA,"Sim","Sim","Sim","Coleta de resíduos domiciliares","Capina","Capina",NA,NA,NA,NA,NA,NA,NA
292593,"Quixabeira","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292595,"Rafael Jambeiro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292600,"Remanso","BA",2015,"[29260011] Serviço Autônomo de Água e Esgoto - SAAE; [29260040] PREFEITURA MUNICIPAL DE REMANSO - PMR","Água e Esgoto; Res Sólidos",0,38,0,36,0,8,0,8,0,0,0,7,0,97,97,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292610,"Retirolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292630,"Riachão do Jacuípe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29263040] Prefeitura Municipal de Riachão do Jacuipe - PMRJ","Água e Esgoto; Res Sólidos",26,0,12,0,3,0,0,0,0,0,3,0,44,0,44,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292640,"Riacho de Santana","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292650,"Ribeira do Amparo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292660,"Ribeira do Pombal","BA",2015,"[29266011] Prefeitura Municipal de Ribeira do Pombal - PMRP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29266040] Prefeitura Municipal de Ribeira do Pombal - PMRP","Esgoto; Água; Res Sólidos",33,0,98,0,16,0,10,0,16,0,8,0,181,0,181,"Sim",175,6,0,12,12,12,"Sim","Sim","Sim","Varrição","Coleta de resíduos domiciliares","Varrição",NA,NA,NA,NA,NA,NA,NA
292665,"Ribeirão do Largo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292670,"Rio de Contas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292680,"Rio do Antônio","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292690,"Rio do Pires","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29269040] Prefeitura Muinicipal de Rio do Pires - PMRP","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0,59,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292710,"Rodelas","BA",2015,"[29271011] Prefeitura Municipal de Rodelas - PMR; [29271040] SECRETARIA DE OBRAS E INFRAESTRUTURA - SECINFRA","Água e Esgoto; Res Sólidos",20,0,10,0,0,0,0,0,5,0,0,0,35,0,35,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292720,"Ruy Barbosa","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292750,"Santa Bárbara","BA",2015,"[29275011] Prefeitura Municipal de Santa Bárbara - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29275040] Prefeitura Municipal de Santa Barbara - Ba","Esgoto; Água; Res Sólidos",18,0,24,0,0,0,0,0,0,0,5,0,47,0,47,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292760,"Santa Brígida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29276040] PREFEITUTA MUNICIPAL DE SANTA BRIGIDA - PMSB","Água e Esgoto; Res Sólidos",10,0,31,0,0,0,0,0,0,0,4,0,45,0,45,"Sim",6,6,5,3,4,3,"Sim","Sim","Sim","Capina","Limpeza de bocas-de-lobo","Pintura de meios-fios",NA,NA,NA,NA,NA,NA,NA
292790,"Santa Inês","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29279040] PREFEITURA MUNICIPAL DE SANTA INES - PMSI","Água e Esgoto; Res Sólidos",1,5,30,20,5,4,0,0,0,0,4,1,40,30,70,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292800,"Santaluz","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292820,"Santana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292830,"Santanópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292850,"Santa Teresinha","BA",2015,"[29285011] Prefeitura Municipal de Santa Teresinha - PMST; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
292880,"Santo Estêvão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29288040] Secretaria de Obras. Serviços Públicos e Meio Ambiente - SEOBS","Água e Esgoto; Res Sólidos",23,NA,31,NA,3,NA,0,NA,13,NA,2,NA,72,0,72,"Sim",30,20,NA,2,2,NA,"Sim","Sim","","Capina","Pintura de meios-fios","",NA,NA,NA,NA,NA,NA,NA
