"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN071_AE...Economias.atingidas.por.paralisações..econ.paralis.","IN072_AE...Duração.média.das.paralisações..horas.paralis.","IN073_AE...Economias.atingidas.por.intermitências..econ.interrup.","IN074_AE...Duração.média.das.intermitências..horas.interrup.","IN075_AE...Incidência.das.análises.de.cloro.residual.fora.do.padrão..percentual.","IN076_AE...Incidência.das.análises.de.turbidez.fora.do.padrão..percentual.","IN077_AE...Duração.média.dos.reparos.de.extravasamentos.de.esgotos..horas.extrav.","IN079_AE...Índice.de.conformidade.da.quantidade.de.amostras...cloro.residual..percentual.","IN080_AE...Índice.de.conformidade.da.quantidade.de.amostras...turbidez..percentual.","IN082_AE...Extravasamentos.de.esgotos.por.extensão.de.rede..extrav.Km.","IN083_AE...Duração.média.dos.serviços.executados..hora.serviço.","IN084_AE...Incidência.das.análises.de.coliformes.totais.fora.do.padrão..percentual.","IN085_AE...Índice.de.conformidade.da.quantidade.de.amostras...coliformes.totais..percentual."
291500,"Itaeté","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",954,9.92,836,9,0.17,0.08,NA,83.99,38.12,NA,3,0.18,110.37
291510,"Itagi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,0,1.05,NA,117.57,44.6,NA,3,3.12,101.96
291535,"Itaguaçu da Bahia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,0,0.19,NA,98.15,98.15,NA,3,0,123.33
291580,"Itambé","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",5092,15.91,2056,43.46,1.77,1.53,NA,94.42,90.12,0,3,2.99,106.82
291640,"Itapetinga","BA",2015,"[29164011] Serviço Autônomo de Água e Esgoto - SAAE; [29164040] Prefeitura Municipal de Itapetinga - PMI","Água e Esgoto; Res Sólidos",5375,7150,NA,3.43,0,0,NA,89.52,89.52,NA,0.69,0,89.52
291650,"Itapicuru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",2799,54.5,NA,NA,0.17,0.5,NA,367.85,40.08,NA,3,1.13,99.02
291670,"Itaquara","BA",2015,"[29167011] Prefeitura Municipal de Itaquara - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29167040] Prefeitura Municipal de Itaquara - PMI","Esgoto; Água; Res Sólidos",1683,32,1683,32,0,5.13,2,96.86,97.08,0.04,3.3,0.4,109.65
291680,"Itarantim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,1913,35.08,0.04,0,NA,99.53,99.15,NA,3,0.78,100
291685,"Itatim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29168540] Prefeitura Municipal de Itatim - PMI","Água; Res Sólidos",4867,11.22,NA,NA,0.25,0.08,NA,89.95,89.95,NA,3,0.23,91.24
291690,"Itiruçu","BA",2015,"[29169011] Prefeitura Municipal de Itiruçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29169040] Prefeitura Municipal de Itiruçu - PMI","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0.08,0,2.7,99.5,100.16,1.43,3,1.91,67.96
291700,"Itiúba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29170040] PREFEITURA MUNICIPAL DE ITIUBA - PMI","Água e Esgoto; Res Sólidos",49,14.9,NA,NA,0,0,36,101.72,82.11,0.71,3,0,101.72
291710,"Itororó","BA",2015,"[29171011] Serviços Autônomos de Água e Esgotos - SAAE","Água e Esgoto",390,5.67,384,2.56,0,0,NA,303.85,303.85,NA,0.76,0,303.85
291720,"Ituaçu","BA",2015,"[29172011] Prefeitura Municipal de Ituaçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",NA,NA,NA,NA,0,22.92,0.5,103.21,1.06,13.33,2.91,0.33,80
291733,"Iuiú","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1871,6,NA,NA,0.12,0.36,NA,95.29,65.09,NA,3,0.36,100
291740,"Jacaraci","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29174040] PREFEITURA MUNICIPAL DE JACARACI - PMJ","Água; Res Sólidos",1375,36,NA,NA,0,0,NA,874.56,15.35,NA,3,0,100
291750,"Jacobina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29175040] Limpeza Pública de Jacobina - LIMPUJA","Água e Esgoto; Res Sólidos",15766,9.5,NA,NA,0.42,3.64,NA,100,46.48,NA,3,1.13,100
291760,"Jaguaquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29176040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",13935,32,13935,32,0.02,4.39,14.35,100.35,100.24,0.05,3,0.78,120.7
291770,"Jaguarari","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29177040] Prefeitura Municipal de Jaguarari - PMJ","Água e Esgoto; Res Sólidos",2705,14.2,NA,NA,3.36,13.08,45,104.39,103.95,0.41,3,5.04,104.39
291800,"Jequié","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,0.09,0.56,24.09,141.24,134.64,0.15,3,1.52,110
291810,"Jeremoabo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29181040] SECRETARIA DO MEIO AMBIENTE E SUSTENTABILIDADE - SEMMAS","Água; Res Sólidos",5000,9,2200,15,0.28,0.37,NA,115.17,112.72,NA,3,1.26,106
291835,"João Dourado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29183540] Prefeitura Municipal de João Dourado - PMJD","Água; Res Sólidos",1272,24,1272,24,0,0.17,NA,98.95,98.95,NA,3,2.06,111.25
291840,"Juazeiro","BA",2015,"[29184011] Serviço Autônomo de Água e Esgoto de Juazeiro - SAAE","Água e Esgoto",12805,6,12805,6,0,1.18,190,124.84,111,0.09,5.78,0,163.98
291850,"Jussara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,0,0.35,NA,98.5,98.5,NA,3,2.02,109.07
291860,"Jussiape","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29186040] Secretaria Municipal de Administração - SMA","Água; Res Sólidos",NA,NA,NA,NA,0.04,0.87,NA,91.56,25.53,NA,3,0.26,93.93
291870,"Lafaiete Coutinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29187040] Prefeitura Municipal de Lafaiete Coutinho - PMLC","Água; Res Sólidos",906,18.73,906,17.58,0.03,0.35,NA,107.15,105.56,NA,3,0,106.48
291875,"Lagoa Real","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,213,8.33,0.03,0.37,NA,64.44,42.39,NA,3,1.32,105.09
291900,"Lajedinho","BA",2015,"[29190011] Prefeitura Municipal de Lajedinho - PML; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29190040] PREFEITURA MUNICIPAL DE LAJEDINHO - PML","Esgoto; Água; Res Sólidos",852,11,NA,NA,0.42,0,NA,46.89,33.93,0,2.73,4.17,100
291905,"Lajedo do Tabocal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1550,29.67,NA,NA,0.21,0.03,NA,99.45,99.84,NA,3,1.86,174.54
291910,"Lamarão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1464,10.89,NA,NA,0,0,NA,102.5,41.25,NA,3,0.82,101.67
291915,"Lapão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",598,24,598,24,0,0.05,NA,100.82,100.82,NA,3,3.14,114.15
291930,"Lençóis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29193040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMMA","Água e Esgoto; Res Sólidos",3119,15,1175,6,0.33,0.12,11.23,67.98,66.48,9.53,3,0,113.33
291940,"Licínio de Almeida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29194040] prefeitura municipal - pmla","Água; Res Sólidos",1150,12,934,12,0.13,0.24,NA,111.61,47.12,NA,3,6.55,66.67
291950,"Livramento de Nossa Senhora","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",837,29,NA,NA,0.23,1.34,NA,51.07,58.68,NA,3,0.37,109.68
291960,"Macajuba","BA",2015,"[29196011] Prefeitura Municipal de Macajuba - PMM; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29196040] PREFEITURA MUNICIPAL DE MACAJUBA - PMM","Esgoto; Água; Res Sólidos",3299,22,NA,NA,1.14,0.14,NA,148.5,138.78,NA,NA,0.52,109.48
291970,"Macarani","BA",2015,"[29197011] Serviço Autônomo de Água e Esgoto - SAAE","Água",NA,NA,NA,7,0,0,NA,100,100,NA,0.49,0,100
291980,"Macaúbas","BA",2015,"[29198011] Serviço Autônomo de Água e Esgoto - SAAE; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29198040] Prefeitura Municipal de Macaúbas - PMM","Água; Água; Res Sólidos",720,8.54,249,46.91,0.89,1.56,NA,114.6,107.84,NA,1.65,0.42,95.3
291990,"Macururé","BA",2015,"[29199011] Prefeitura Municipal de Macururé - PMM; [29199040] Secretaria de Obra e Infraestrutura - SECINFRA","Água; Res Sólidos",NA,1.44,NA,1.44,100,100,NA,100,100,NA,0.18,100,100
291995,"Maetinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29199540] Prefeitura Municipal de Maetinga - PMM","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,93.94,17.77,NA,3,6.88,114.35
292000,"Maiquinique","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",250,54,NA,NA,0.02,21.43,NA,154.04,1.41,NA,3,4.31,126.09
292010,"Mairi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29201040] SECRETARIA DE INFRAESTRUTURA - SINFRA","Água; Res Sólidos",3591,16.08,NA,NA,0,3.64,NA,111.35,111.35,NA,3,0.97,111.35
292020,"Malhada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",811,18.4,NA,NA,0.04,0.43,NA,152.48,34.11,NA,3,0.22,106.02
292030,"Malhada de Pedras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29203040] PREFEITIRA MUNICIPAL DE MALHADA DE PEDRAS - PMMP","Água; Res Sólidos",1230,12.5,NA,NA,0,1.01,NA,76.74,74.48,NA,3,0.87,106.94
292040,"Manoel Vitorino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",2162,51.7,2162,51.78,0,2.82,NA,90.02,26.27,NA,3,3,108.7
292050,"Maracás","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29205040] Prefeitura Municipal de Maracás - PMM","Água; Res Sólidos",5042,8,NA,NA,0.04,1.71,NA,123.94,106.59,NA,3,0.8,109.76
292080,"Marcionílio Souza","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29208040] SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO - PMMS","Água; Res Sólidos",1900,22,475,24,0.2,0.05,NA,67.16,62.38,NA,3,0,109.19
292105,"Matina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1032,9.71,NA,NA,0.03,0,NA,96.21,84.27,NA,3,0.88,100
292120,"Miguel Calmon","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",5728,10.64,NA,NA,0,0.52,48,106.64,66.1,0.05,3,0.48,106.64
292130,"Milagres","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29213040] Prefeitura Municipal de Milagres - PMM","Água; Res Sólidos",3699,12.11,NA,NA,0.18,1.22,NA,165.66,211.36,NA,3,0.36,121.49
292140,"Mirangaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1022,27,NA,NA,0,0,NA,101.67,46.67,NA,3,0,101.67
292145,"Mirante","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29214540] PREFEITURA MUNICIPAL DE MIRANTE - PMM","Água; Res Sólidos",199,8,NA,NA,0,0.4,NA,119.93,17.73,NA,3,1.53,90.74
292150,"Monte Santo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29215040] Prefeitura Municipal de Monte Santo - PMMS","Água; Res Sólidos",4187,29.13,4187,47.12,0.24,0,NA,106.78,106.78,NA,3,0,106.78
292160,"Morpará","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29216040] Prefeitura Municipal de Morpará - PMM","Água; Res Sólidos",2093,15.33,2093,6.75,0,3.16,NA,50.41,50.35,NA,3,2.74,115.87
292170,"Morro do Chapéu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29217040] Prefeitura Municipal de Morro do Chapéu - PMMC","Água e Esgoto; Res Sólidos",288,24.46,1390,24.73,0,2.27,10.31,240.47,203.66,1.53,3,2.19,104.32
292180,"Mortugaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29218040] Prefeitura Municipal de Mortugaba - PMM","Água; Res Sólidos",2225,14,NA,NA,0,0,NA,614.42,36.54,NA,3,0,95.51
292190,"Mucugê","BA",2015,"[29219011] Prefeitura Municipal de Mucugê - PMM; [29219040] Prefeitura Municipal de Mucugê - PMM","Água e Esgoto; Res Sólidos",50,6,30,1,0.19,0.61,4,90,217.78,0.4,3.57,0.65,306.67
292205,"Mulungu do Morro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29220540] Secretaria Municipal de Infraestrutura e Serviços Públicos - SECINSP","Água; Res Sólidos",72,24,NA,NA,0,0.17,NA,95.84,96.34,NA,3,0,100.54
292210,"Mundo Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29221040] Prefeitura Municipal de Mundo Novo - PMMN","Água; Res Sólidos",1105,20.97,41,24,0,0,NA,254.17,254.17,NA,3,0.33,253.33
292225,"Muquém de São Francisco","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",785,15.92,NA,NA,0,0,14.07,42.56,40.92,5.46,3,0.4,117.13
292265,"Nordestina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29226540] PREFEITURA MUNICIPAL DE NORDESTINA - PMN","Água; Res Sólidos",2218,23.62,2218,47.12,0,0,NA,94.09,77.73,NA,3,0,94.09
292270,"Nova Canaã","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",384,10,NA,NA,0.03,0.42,NA,129.88,47.51,NA,3,3.77,201.34
292273,"Nova Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1249,19.56,NA,NA,0.97,1.04,NA,29.11,29.09,NA,3,2.71,105.08
292280,"Nova Itarana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29228040] PREFEITURA MUNICIPAL DE NOVA ITARANA - PMNI","Água; Res Sólidos",1412,7.89,NA,NA,0.06,0,NA,90.27,90.05,NA,3,0,98.15
292285,"Nova Redenção","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1973,17,NA,NA,0,0.16,NA,96.84,96.84,NA,3,0.74,102.65
292290,"Nova Soure","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,0.31,0,NA,301.3,23.12,NA,3,4.43,100
292303,"Novo Horizonte","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0
292305,"Novo Triunfo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29230540] PREFEITURA MUNICIPAL - PMNT","Água; Res Sólidos",1925,7,NA,NA,0,0,NA,194.83,36.46,NA,3,0.51,100
292310,"Olindina","BA",2015,"[29231011] Prefeitura Municipal de Olindina - PMO; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29231040] SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS - SESUR","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,5.65,11.34,1,309.97,25.13,0.31,2.99,1.36,101.18
292320,"Oliveira dos Brejinhos","BA",2015,"[29232011] Sistema Autônomo de Água e Esgotos - SAAE; [29232040] Prefeitura Municipal de Oliveira dos Brejinhos - PMOB","Água; Res Sólidos",NA,NA,31,40.52,8.16,25,NA,100,100,NA,3.04,25,100
292335,"Ourolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",644,24,858,24,0,0.32,NA,215.65,332.11,NA,3,1.58,95.96
292340,"Palmas de Monte Alto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29234040] Prefeitura Municipal de Palmas de Monte Alto - PMPMA","Água; Res Sólidos",141,16.5,NA,NA,0,0.17,NA,120.91,83.94,NA,3,0,104
292350,"Palmeiras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,154,24,0.04,0.12,3.86,111.17,104.73,0.81,3,0,105.7
292360,"Paramirim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29236040] Secretaria Municipal de Infraestrutura - SMI","Água; Res Sólidos",3156,7.67,107,24,1.42,0,NA,122.45,104.87,NA,3,3.86,100.93
292370,"Paratinga","BA",2015,"[29237040] Prefeitura Municipal de Paratinga - PMP","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292380,"Paripiranga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29238040] PREFEITURA MUNICIPAL DE PARIPIRANGA - PMP","Água; Res Sólidos",5869,24.82,NA,NA,1.39,0,NA,159.52,34.03,NA,3,1.88,110.8
292400,"Paulo Afonso","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",5742,6,6672,10,1.16,0.58,5.82,131.36,131.55,13.15,3,0.07,131.36
292405,"Pé de Serra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",637,16.45,125,23.69,0.06,0,NA,49.09,49.06,NA,3,0.38,95.29
292420,"Pedro Alexandre","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1600,11.07,1600,6,0.07,0,NA,1747.08,181.67,NA,3,0,116.25
292430,"Piatã","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292440,"Pilão Arcado","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292450,"Pindaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29245040] Prefeitura Municipal de Pindai - PMP","Água; Res Sólidos",1360,14.3,NA,NA,0,0.38,NA,105.1,62.34,NA,3,0.88,100
292460,"Pindobaçu","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292465,"Pintadas","BA",2015,"[29246511] Prefeitura Municipal de Pintadas - PMP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29246540] Prefeitura Municipal de Pintadas - PMP","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,4,0,NA,104.17,104.17,NA,NA,2.29,104.17
292470,"Piripá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29247040] Prefeitura Municipal de Piripá - PMP","Água; Res Sólidos",NA,NA,1038,24,0.2,1.53,NA,76.14,18.87,NA,3,1.92,98.86
292480,"Piritiba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",694,21.25,89,24,0.06,0.07,NA,83.3,80.05,NA,3,4.56,69.07
292490,"Planaltino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29249040] Prefeitura Municipal de Planaltino - PMP","Água; Res Sólidos",NA,NA,NA,NA,0.03,0.23,NA,99.06,83.18,NA,3,1.06,43.52
292500,"Planalto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29250040] Prefeitura Municipal de Planalto - PMP","Água; Res Sólidos",4907,23.4,NA,NA,0.59,0.3,NA,118.54,118.51,NA,3,0,125.25
292510,"Poções","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,0,0.09,NA,97.14,99.22,NA,3,0.42,110.71
292525,"Ponto Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",3944,13.75,NA,NA,0,1.47,NA,103.28,103.28,NA,3,0,103.28
292540,"Potiraguá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29254040] Prefeitura Municipal de Potiraguá - PMP","Água; Res Sólidos",2028,24.75,1015,24,0,0.07,NA,115.98,117.9,NA,3,0.86,137.44
292560,"Presidente Dutra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29256040] Prefeitura Municipal de Presidente Dutra - PMPDBA","Água; Res Sólidos",707,24,929,32,0,0.1,NA,99.33,99.33,NA,3,1.67,117.16
292570,"Presidente Jânio Quadros","BA",2015,"[29257011] Prefeitura Municipal de Presidente Jânio Quadros - PMPJQ; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29257040] PRESIDENTE JÂNIO QUADROS PREFEITURA - PMPJQ","Esgoto; Água; Res Sólidos",1768,23,955,24,0,1.12,1.5,105.95,11.68,2,3.09,0.39,101.17
292580,"Queimadas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",5181,6.5,NA,NA,0.05,0.18,NA,79.9,79.92,NA,3,0.67,106.61
292590,"Quijingue","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29259040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA. DESENVOLVIMENTO URBANO E TRANSPORTES - SEINFRA","Água; Res Sólidos",2663,25.29,2663,47.12,0,0,NA,82.08,79.58,NA,3,1.02,82.08
292593,"Quixabeira","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",3033,17.53,NA,NA,0.87,0.44,NA,106.94,106.02,NA,3,2.16,106.94
292595,"Rafael Jambeiro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1924,14.08,NA,NA,1.28,0.27,NA,49.78,37.68,NA,3,2.58,97.33
292600,"Remanso","BA",2015,"[29260011] Serviço Autônomo de Água e Esgoto - SAAE; [29260040] PREFEITURA MUNICIPAL DE REMANSO - PMR","Água e Esgoto; Res Sólidos",148,25.2,58,194.13,0,0,NA,100,100,NA,NA,0,100
292610,"Retirolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,0.28,0,NA,94.62,47.04,NA,3,0,94.62
292630,"Riachão do Jacuípe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29263040] Prefeitura Municipal de Riachão do Jacuipe - PMRJ","Água e Esgoto; Res Sólidos",2269,10.33,392,52.67,0.05,0.12,NA,67.42,68.17,NA,3,2.14,107.62
292640,"Riacho de Santana","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292650,"Ribeira do Amparo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",556,28,NA,NA,2.2,0,NA,126.19,54.55,NA,3,0.4,106.36
292660,"Ribeira do Pombal","BA",2015,"[29266011] Prefeitura Municipal de Ribeira do Pombal - PMRP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29266040] Prefeitura Municipal de Ribeira do Pombal - PMRP","Esgoto; Água; Res Sólidos",NA,NA,99,24.33,0,0,NA,190.91,72.05,NA,2.67,0.54,100.43
292665,"Ribeirão do Largo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,1.45,1.45,NA,93.24,94.52,NA,3,0,109.09
292670,"Rio de Contas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,454,24,0,0.26,61.04,76.04,46.68,0.16,3,1.9,109.33
292680,"Rio do Antônio","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1800,8.51,1600,24,0.25,0.03,NA,117.77,97.68,NA,3,4.66,100
292690,"Rio do Pires","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29269040] Prefeitura Muinicipal de Rio do Pires - PMRP","Água; Res Sólidos",NA,NA,421,192.53,0.76,0.04,NA,102.95,89.14,NA,3,2.26,100.38
292710,"Rodelas","BA",2015,"[29271011] Prefeitura Municipal de Rodelas - PMR; [29271040] SECRETARIA DE OBRAS E INFRAESTRUTURA - SECINFRA","Água e Esgoto; Res Sólidos",NA,6,NA,6,25,20,NA,100,100,NA,NA,22.86,100
292720,"Ruy Barbosa","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",8302,22,NA,NA,0.95,0.23,17.67,117.26,109.82,1.69,3,0,104.9
292750,"Santa Bárbara","BA",2015,"[29275011] Prefeitura Municipal de Santa Bárbara - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29275040] Prefeitura Municipal de Santa Barbara - Ba","Esgoto; Água; Res Sólidos",322,10.94,40,24,0,1.27,NA,99.37,99.37,0,2.99,0,99.37
292760,"Santa Brígida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29276040] PREFEITUTA MUNICIPAL DE SANTA BRIGIDA - PMSB","Água e Esgoto; Res Sólidos",3102,9.6,3102,6,0.24,0.11,10.1,119.21,118.67,15.99,3,0.59,156.94
292790,"Santa Inês","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29279040] PREFEITURA MUNICIPAL DE SANTA INES - PMSI","Água e Esgoto; Res Sólidos",3268,21.93,3268,22.5,0.12,2.14,66.2,101.27,94.91,0.21,3,0.26,116.67
292800,"Santaluz","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7723,8.51,6469,14.44,2.04,0.16,NA,101.92,100.64,NA,3,2.83,101.92
292820,"Santana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,0,3.67,NA,77.34,68.08,NA,3,0.16,107.75
292830,"Santanópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",115,10.94,1000,24,0,0.95,NA,87.5,87.5,NA,3,0,87.5
