"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_AE...Densidade.de.economias.de.água.por.ligação..econ.lig.","IN009_AE...Índice.de.hidrometração..percentual.","IN010_AE...Índice.de.micromedição.relativo.ao.volume.disponibilizado..percentual.","IN011_AE...Índice.de.macromedição..percentual.","IN013_AE...Índice.de.perdas.faturamento..percentual.","IN014_AE...Consumo.micromedido.por.economia..m..mês.econ.","IN017_AE...Consumo.de.água.faturado.por.economia..m..mês.econ.","IN020_AE...Extensão.da.rede.de.água.por.ligação..m.lig.","IN022_AE...Consumo.médio.percapita.de.água..l.hab.dia.","IN023_AE...Índice.de.atendimento.urbano.de.água..percentual.","IN025_AE...Volume.de.água.disponibilizado.por.economia..m..mês.econ.","IN028_AE...Índice.de.faturamento.de.água..percentual.","IN043_AE...Participação.das.economias.residenciais.de.água.no.total.das.economias.de.água..percentual.","IN044_AE...Índice.de.micromedição.relativo.ao.consumo..percentual.","IN049_AE...Índice.de.perdas.na.distribuição..percentual.","IN050_AE...Índice.bruto.de.perdas.lineares..m..dia.Km.","IN051_AE...Índice.de.perdas.por.ligação..l.dia.lig.","IN052_AE...Índice.de.consumo.de.água..percentual.","IN053_AE...Consumo.médio.de.água.por.economia..m..mês.econ.","IN055_AE...Índice.de.atendimento.total.de.água..percentual.","IN057_AE...Índice.de.fluoretação.de.água..percentual.","IN058_AE...Índice.de.consumo.de.energia.elétrica.em.sistemas.de.abastecimento.de.água..kWh.m.."
290790,"Cipó","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29079040] Secretaria de Agricultura. Aquicultura Meio Ambiente e Desenvolvimento Sustentavel - SEAAM","Água; Res Sólidos",1.03,99.84,76.09,99.16,-1,9.2,12.2,12.5,97.4,100,12.1,101,93.76,99.17,23.27,6.77,94.52,76.73,9.2,74.82,7.15,0.52
290810,"Cocos","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290840,"Conceição do Coité","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29084040] PREFEITURA MUNICIPAL DE CONCEIÇÃO DO COITÉ - PMCC","Água e Esgoto; Res Sólidos",1.02,99.83,49.34,100,26,7.3,10.9,7.1,81.5,100,15.1,74,97.61,96.86,48.4,26.66,242.99,51.6,7.6,78.48,95.86,0.96
290870,"Condeúba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29087040] Prefeitura Municipal de Condeúba - PMC","Água; Res Sólidos",1.05,99.97,82.95,100,-18.55,8.1,11.6,13,91,100,11.1,118.55,89.77,99.29,16.45,3.98,55.5,83.55,8.2,50.1,91.29,0.81
290880,"Contendas do Sincorá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29088040] Prefeitura Municipal de Contendas do Sincorá - PMCS","Água; Res Sólidos",1,99.5,61.92,100,7.2,7.6,11.4,12.7,86.4,100,12.3,92.8,91.07,95.78,35.36,9.88,143.07,64.64,7.9,69.6,100,0.44
290900,"Cordeiros","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29090040] Prefeitura Municipal de Cordeiros - PMC","Água; Res Sólidos",1.03,100,78.3,100,-13.89,7.9,11.4,12.8,81.5,100,11.4,113.89,93.31,99.25,21.11,5.13,71.94,78.89,7.9,56.1,100,0.81
290910,"Coribe","BA",2015,"[29091011] Serviço Autônomo de Água e Esgoto - SAAE; [29091040] PREFEITURA MUNICIPAL DE CORIBE - PMC","Água; Res Sólidos",1,100,54.8,0,45.2,14.9,14.9,9.4,156.2,94.9,27.2,54.8,NA,100,45.2,33.28,404.49,54.8,14.9,94.89,32.34,0.44
290920,"Coronel João Sá","BA",2015,"[29092011] Prefeitura Municipal de Coronel João Sá - PMCJS; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29092040] SECRETARIA DE AGRICULTURA E MEIO AMBIENTE - SECMA","Esgoto; Água; Res Sólidos",1.01,99.99,67.1,100,-6.93,6.9,11.1,13.4,76.7,100,10.4,106.93,96.59,98.12,31.61,7.43,108.11,68.39,7.1,64.27,100,1.89
290950,"Cravolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",1.07,100,67.56,90.6,-11.63,6.5,10.7,12,76.6,93.5,9.7,111.63,89.92,97.23,30.52,7.29,102.72,69.48,6.7,58.97,97.01,1.86
290960,"Crisópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29096040] Prefeitura Municipal de Crisopolis - PMC","Água; Res Sólidos",1.03,99.78,74.97,98.21,-21.87,6.8,11,9.6,84.4,100,9.1,121.87,92.67,92.83,19.24,5.75,58.82,80.76,7.3,43.05,77.84,0.72
290990,"Curaçá","BA",2015,"[29099011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto",1,84.84,20.76,95.08,65.55,8.8,12.5,20.6,73.3,97,36.1,34.45,97.2,73.82,71.88,36.5,855.86,28.12,10.2,86.03,0,0.15
291010,"Dom Basílio","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291030,"Elísio Medrado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.05,99.81,83.45,100,-30.63,7.2,11.3,12.1,91.1,100,8.7,130.63,92.82,97.48,14.39,3.21,42.72,85.61,7.4,44.47,80.83,2.33
291040,"Encruzilhada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",1,98.32,77.67,100,-11.15,8.2,11.5,7.6,83.9,100,11,111.15,94.02,96.75,19.72,7.56,67.37,80.28,8.3,30.48,62.32,2.41
291070,"Euclides da Cunha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29107040] Prefeitura Municipal de Euclides da Cunha - Bahia - PMEC","Água e Esgoto; Res Sólidos",1.01,95.4,53.51,89.42,21.65,8,11.1,23.1,89.6,100,14.5,78.35,94.4,89.44,39.54,7.27,190.25,60.46,8.5,73.73,0,1.53
291075,"Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,99.82,44.58,15.56,52.77,7.2,3.6,8.1,82.5,100,16.4,47.23,96.69,96.55,36.4,32.88,288.14,63.6,7.5,90.08,17.57,0.16
291077,"Feira da Mata","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291080,"Feira de Santana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29108040] SESP - SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS - SESP","Água e Esgoto; Res Sólidos",1.11,98.55,48.86,100,28.42,8,11.6,11.1,83.8,99.8,16.7,71.58,94.64,95.02,48.55,21.21,284.95,51.45,8.3,94.23,47.21,1.06
291085,"Filadélfia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,99.19,68.77,100,11.64,7.6,9.4,27.3,87.5,100,11,88.36,95.41,95.82,24.25,3.41,102.25,75.75,7.8,69.05,0,0.86
291125,"Gavião","BA",2015,"[29112511] Prefeitura Municipal de Gavião - pmg; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29112540] Prefeitura Municipal de Gavião - PMG","Esgoto; Água; Res Sólidos",1.02,98,84.64,100,-38.68,6.7,10.7,6,84.1,100,7.7,138.68,85.06,97.38,13.08,4.98,33.87,86.92,6.7,71.73,96.08,0.02
291130,"Gentio do Ouro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água e Esgoto; Res Sólidos",1.01,86.37,55.96,100,4.79,7.5,10.9,8.5,95.6,65.7,11.5,95.21,93.1,71.29,21.51,8.36,81.75,78.49,9,33.07,100,0.57
291140,"Glória","BA",2015,"[29114011] Prefeitura Municipal de Glória - PMG; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29114040] Prefeitura Municipal de Glória - PMG","Esgoto; Água e Esgoto; Res Sólidos",1.01,99.99,79.19,88.08,10.97,8.7,9.5,23.9,92.2,100,11.5,89.03,95.22,98.76,16.39,2.82,71.77,83.61,8.8,72.67,100,0.8
291165,"Guajeru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29116540] Prefeitura Municipal de Guajeru - PMG","Água; Res Sólidos",1.05,100,65.42,100,-0.72,7.3,11.2,59.2,76.3,100,11.2,100.72,89.95,97.48,32.89,1.93,126.24,67.11,7.5,37.35,100,1.65
291170,"Guanambi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA","Água e Esgoto; Res Sólidos",1.15,100,79.43,100,-2.28,9.9,12.7,24.2,111.7,100,12.8,102.28,89.91,98.98,19.75,3.51,92.86,80.25,10,100,94.82,2.39
291185,"Heliópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,99.37,55.74,0,12.71,7.1,11,6.3,78.3,100,12.9,87.29,95.38,96.57,42.28,25.86,177.92,57.72,7.3,59.39,0,0.33
291190,"Iaçu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,99.22,72.66,100,-10.07,7.6,11.4,9.2,84.5,100,10.8,110.07,94.15,95.82,24.17,7.79,82.76,75.83,7.8,99.53,100,0.52
291200,"Ibiassucê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.09,100,67.64,100,-5.72,7.1,11,18.4,92.7,100,10.5,105.72,90.24,84.94,20.37,3.57,75.84,79.63,8.3,73.02,82.74,0.46
291220,"Ibicoara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29122040] Prefeitura Municipal de Ibicoara - PMI","Água; Res Sólidos",1.02,86.15,70.88,100,-22.02,7.4,11,14.4,99.6,36.9,9,122.02,93.22,73.15,3.11,0.61,9.39,96.89,8.8,23.39,100,1.43
291240,"Ibipeba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,99.7,71.81,100,6.89,8.9,11.6,22.3,101.1,83.3,12.5,93.11,94.56,95.85,25.08,4.04,103.66,74.92,9.3,73.5,61.03,2.26
291250,"Ibipitanga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.05,100,72.3,100,-11.77,7.3,11.2,27.8,74.8,100,10.1,111.77,92.09,99.86,27.59,3.3,95.35,72.41,7.3,53.97,82.84,1.63
291260,"Ibiquera","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29126040] Prefeitura Municipal de Ibiquera - PMI","Água; Res Sólidos",1.01,100,59.11,100,-7.49,5.9,10.8,19.6,69.4,100,10.4,107.49,93.88,92.33,35.98,5.38,119.08,64.02,6.4,65.1,100,2.26
291300,"Ibitiara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",1.03,100,95.11,100,-19.67,7.4,9.3,13.2,77.5,98.3,7.8,119.67,90.4,99.31,4.23,0.78,11.08,95.77,7.4,21.79,100,3.03
291310,"Ibititá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29131040] Prefeitura Municipal de Ibitita - BAHIA","Água; Res Sólidos",1.01,98.7,59.43,100,12.85,7.6,11.1,14.3,87.7,100,12.8,87.15,95.64,93.3,36.31,9.38,153.24,63.69,8.1,98.55,24.86,2.96
291320,"Ibotirama","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",1.03,99.92,72.25,100,-3.42,8.1,11.5,12.8,89.1,100,11.5,103.42,91.34,98.52,26.66,7.29,100.9,73.34,8.2,88.49,100,0.36
291330,"Ichu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,99.9,54.45,100,10.2,6.6,10.9,8.9,70,100,12.3,89.8,97.11,96.36,43.49,15.85,174.05,56.51,6.8,79.24,53.4,0.58
291340,"Igaporã","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291350,"Iguaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29135040] SECRETARIA DO MEIO AMBIENTE - SEMA","Água e Esgoto; Res Sólidos",1.02,99.51,70.84,100,-8.83,7.4,11.3,5.4,90,99.1,10.5,108.83,92.79,90.03,21.32,12.9,74.65,78.68,8.2,56.19,33.33,0.7
291370,"Inhambupe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29137040] Secretária de Infraestrutura Serviço Público - SEINFRA","Água; Res Sólidos",1.01,97.91,61.2,100,3.2,7.4,11.4,11.6,91.3,100,11.8,96.8,94.19,82.4,25.73,7.68,101.07,74.27,8.8,56.23,75.81,1.2
291380,"Ipecaetá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29138040] Prefeitura Municipal de Ipecaetá - PMI","Água; Res Sólidos",1.16,96.86,55.54,100,19.45,8.1,11.4,7,77.6,100,14.4,80.55,94.7,95.17,41.64,26,225.71,58.36,8.3,56.54,10.91,1.72
291400,"Ipirá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29140040] secretaria de infraestrutura - seinfra","Água e Esgoto; Res Sólidos",1.02,97.86,70.15,99.36,-6.31,7.9,11.6,8.1,88.8,100,11.2,106.31,93.69,94.41,25.69,10.26,93.9,74.31,8.1,72.78,99.36,1.97
291410,"Ipupiara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",1,98.11,71.93,100,12.13,7.7,8.9,9.6,82,100,10.4,87.87,96.31,95.32,20.54,7.87,84.47,79.46,7.9,76.02,91.67,0.54
291420,"Irajuba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1,67.26,44.26,100,-9.77,6.4,10.6,15.6,102.3,100,9.9,109.77,96.84,45.95,3.66,0.57,11.64,96.34,9.3,57.32,100,2.91
291430,"Iramaia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29143040] Prefeitura Municipal de Iramaia - PMI","Água; Res Sólidos",1,81.29,50.9,100,10.34,7.7,11.1,18.8,97.6,100,12.6,89.66,95.59,66.57,23.54,3.95,95.71,76.46,9.4,73.65,62.64,3.11
291440,"Iraquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.05,98.67,65.35,100,-0.35,7.5,11.4,12.4,82.8,100,11.4,100.35,90.33,93.84,30.36,8.48,118.81,69.64,7.9,32.68,97.35,0.64
291460,"Irecê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29146040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SISP","Água e Esgoto; Res Sólidos",1.08,99.99,73,100,-0.47,8.7,11.9,15,111.2,100,12,100.47,91.75,94.48,22.73,5.89,95.49,77.27,9.2,100,89.83,2.96
291470,"Itaberaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29147040] PREFEITURA MUNICIPAL - PMI","Água e Esgoto; Res Sólidos",1.04,99.96,73.62,99.89,-4.34,8.6,12.2,9.7,99.5,100,11.9,104.34,91.28,96.08,23.37,8.43,92.86,76.63,8.9,100,100,1.53
291500,"Itaeté","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,99.89,86.32,100,-22.61,8.2,11.7,7.5,94.6,100,9.6,122.61,93.15,90.44,4.55,1.67,14.3,95.45,9.1,42.87,100,0.76
291510,"Itagi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,99.97,74.76,100,-9.23,7.9,11.5,6,86.9,100,10.6,109.23,94.67,98.58,24.16,12.97,84.31,75.84,8,82.92,100,0.18
291535,"Itaguaçu da Bahia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1,100,66.65,100,4.52,8,11.5,14.2,85.2,100,12.2,95.48,95.65,93.99,29.09,7.51,115.66,70.91,8.6,30.32,100,2.96
291580,"Itambé","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",1.02,97.65,74.89,98.84,-1.66,9,11.9,10,95.6,97.4,11.8,101.66,93.33,92.88,19.36,6.99,75.87,80.64,9.4,83.08,98.84,0.56
291640,"Itapetinga","BA",2015,"[29164011] Serviço Autônomo de Água e Esgoto - SAAE; [29164040] Prefeitura Municipal de Itapetinga - PMI","Água e Esgoto; Res Sólidos",1.05,95.21,53.49,100,25.57,10.9,13.7,6.8,147.7,100,19.6,74.43,93.29,71.87,25.57,20.88,162.47,74.43,13.7,100,100,0.43
291650,"Itapicuru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,96.03,69.17,100,-7.77,7.6,11.3,13.3,83.7,100,10.5,107.77,95.47,89.3,22.54,5.56,78.35,77.46,8.1,51.62,78.56,0.69
291670,"Itaquara","BA",2015,"[29167011] Prefeitura Municipal de Itaquara - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29167040] Prefeitura Municipal de Itaquara - PMI","Esgoto; Água; Res Sólidos",1,88.28,64.8,100,-4.62,6.9,9.9,7.4,69.4,100,9.6,104.62,95.26,94.03,28.26,10.95,96.55,71.74,6.5,61.38,100,1.64
291680,"Itarantim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,99.18,77.27,100,-4.66,9,12,7.5,97.6,96.6,11.5,104.66,94.85,98.02,21.16,9.68,80.55,78.84,9.1,79.71,45.7,0.03
291685,"Itatim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29168540] Prefeitura Municipal de Itatim - PMI","Água; Res Sólidos",1.01,99.95,80.65,100,-9.74,9,12.2,21,98.7,100,11.8,109.74,94.15,98.85,18.42,2.94,68.25,81.58,9.1,99.28,100,1.8
291690,"Itiruçu","BA",2015,"[29169011] Prefeitura Municipal de Itiruçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29169040] Prefeitura Municipal de Itiruçu - PMI","Esgoto; Água; Res Sólidos",1,85.65,55.2,100,-2.02,6.7,10.5,8.9,106.7,84.7,10.3,102.02,96.82,60.29,8.45,2.58,28.78,91.55,9.5,74.39,52.56,1.74
291700,"Itiúba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29170040] PREFEITURA MUNICIPAL DE ITIUBA - PMI","Água e Esgoto; Res Sólidos",1.01,99.99,70.23,92.93,-21.3,6.3,10.9,15.9,66.2,100,9.1,121.3,93.64,99.07,29.11,4.87,86.36,70.89,6.4,41.82,100,1.96
291710,"Itororó","BA",2015,"[29171011] Serviços Autônomos de Água e Esgotos - SAAE","Água e Esgoto",1,100,0,0,0,0,32.7,6.8,460.8,95.9,32.7,100,100,0,0,0,0,100,32.7,87.17,100,0.29
291720,"Ituaçu","BA",2015,"[29172011] Prefeitura Municipal de Ituaçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",1.01,98.81,62.27,100,9.04,8.1,11.6,9.2,86,100,13.4,90.96,92.77,96.17,35.25,14.76,150.14,64.75,8.3,42.53,17.88,0.05
291733,"Iuiú","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.04,100,88.34,100,-18.45,8.8,11.7,11.3,86.8,100,10,118.45,92.4,97.65,9.53,2.66,32.42,90.47,9,57.16,91.73,0.3
291740,"Jacaraci","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29174040] PREFEITURA MUNICIPAL DE JACARACI - PMJ","Água; Res Sólidos",1.06,100,73.17,100,-15.59,7.1,11.2,9.7,78.8,76.1,9.7,115.59,89.33,95.48,23.37,7.53,79.25,76.63,7.4,27.43,35.5,1.23
291750,"Jacobina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29175040] Limpeza Pública de Jacobina - LIMPUJA","Água e Esgoto; Res Sólidos",1.1,96.76,56.73,88.13,14.25,7.3,10.6,11.9,93.1,100,13.1,85.75,91.28,92.74,37.04,13.07,175.02,62.96,7.7,80.47,100,0.68
291760,"Jaguaquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29176040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",1.03,99.44,79.71,100,-11.05,7.3,10.3,7.6,77,100,9.3,111.05,93.99,95.09,14.71,5.72,49.96,85.29,7.7,84.57,83.04,1.64
291770,"Jaguarari","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29177040] Prefeitura Municipal de Jaguarari - PMJ","Água e Esgoto; Res Sólidos",1.07,98.58,60.68,64.66,59.07,7.6,NA,15.5,88.4,100,12.5,40.93,92.97,95.72,16.5,9.6,159.48,83.5,7.9,64.01,0,0.19
291800,"Jequié","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",1.06,99.95,67.98,100,4.65,8.5,12,8.5,94.5,100,12.7,95.35,93.64,98.86,31.24,14.26,136.57,68.76,8.6,100,100,0.22
291810,"Jeremoabo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29181040] SECRETARIA DO MEIO AMBIENTE E SUSTENTABILIDADE - SEMMAS","Água; Res Sólidos",1.02,100,71.9,100,18.82,8.3,8.8,9.3,92.2,100,11.5,81.18,93.38,96.59,20.3,9.9,98.23,79.7,8.6,55.01,99.89,0.71
291835,"João Dourado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29183540] Prefeitura Municipal de João Dourado - PMJD","Água; Res Sólidos",1.01,94.29,65.69,100,5.62,8.5,11.5,14.2,89,100,12.4,94.38,94.62,93.9,30.04,7.78,121.72,69.96,8.6,87.52,60.73,2.96
291840,"Juazeiro","BA",2015,"[29184011] Serviço Autônomo de Água e Esgoto de Juazeiro - SAAE","Água e Esgoto",1.1,83.93,29.6,0,57.62,12.2,14.7,7.3,288.5,100,35.2,42.38,94.88,29.7,0.34,0.48,4.29,99.66,34.5,97.09,100,NA
291850,"Jussara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1,97.57,65.7,100,6.58,8.1,11.3,14.2,87.7,100,12.2,93.42,96.1,93.9,30.04,7.78,119.64,69.96,8.5,98.67,47.4,2.99
291860,"Jussiape","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29186040] Secretaria Municipal de Administração - SMA","Água; Res Sólidos",1,95.16,70.57,100,-0.93,8.7,11.8,14.8,111.9,100,11.9,100.93,92.8,90.31,21.85,5.19,84.61,78.15,9.2,51.99,26.28,0.74
291870,"Lafaiete Coutinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29187040] Prefeitura Municipal de Lafaiete Coutinho - PMLC","Água; Res Sólidos",1.01,94.37,80.26,100,-34.27,6.7,10.6,31,90.4,100,8,134.27,91.53,87.15,7.91,0.58,20.67,92.09,7.3,62.49,100,6.8
291875,"Lagoa Real","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.09,100,82.72,100,-17.95,8.1,11.5,28.1,80.8,100,9.8,117.95,87.05,96.51,14.29,1.64,50.1,85.71,8.4,27.95,100,0.35
291900,"Lajedinho","BA",2015,"[29190011] Prefeitura Municipal de Lajedinho - PML; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29190040] PREFEITURA MUNICIPAL DE LAJEDINHO - PML","Esgoto; Água; Res Sólidos",1,99.7,43.61,100,29.86,7,11.2,4.6,75.7,100,16,70.14,94.64,98.2,55.59,45.7,290.92,44.41,7.1,65.3,100,2.57
291905,"Lajedo do Tabocal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,82.77,76.55,100,45.14,6.7,NA,10.1,71.3,82.1,7.3,54.86,94.21,88.62,5.04,2.51,32.81,94.96,6.3,50.92,58.88,1.93
291910,"Lamarão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1,99.97,48.22,100,28.41,7.8,11.5,4.5,75.9,100,16.2,71.59,96.82,98.98,51.28,51.69,271.89,48.72,7.8,64.7,29.32,0.52
291915,"Lapão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.01,98.25,65.67,100,8.16,8.3,11.4,14.3,92.5,100,12.5,91.84,96.06,93.9,30.06,7.77,123.88,69.94,8.7,96.96,38.28,2.96
291930,"Lençóis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29193040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMMA","Água e Esgoto; Res Sólidos",1.06,99.95,80.25,92.73,-14.76,8.5,12.1,5.9,104.5,97.9,10.9,114.76,89.65,94.33,14.93,8.03,54.88,85.07,9,75.87,100,0.41
291940,"Licínio de Almeida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29194040] prefeitura municipal - pmla","Água; Res Sólidos",1.03,100,89.71,100,-27.86,7,9.9,11.4,75.6,86.6,7.8,127.86,92.37,99.02,9.41,1.53,24.87,90.59,7,44,26.27,0.75
291950,"Livramento de Nossa Senhora","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1.06,99.41,60.52,99.84,16.35,8.7,12,12.8,94.9,100,15.1,83.65,89.55,96.71,37.41,13.24,186.32,62.59,8.9,62.49,0,0.18
291960,"Macajuba","BA",2015,"[29196011] Prefeitura Municipal de Macajuba - PMM; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29196040] PREFEITURA MUNICIPAL DE MACAJUBA - PMM","Esgoto; Água; Res Sólidos",1,97.37,53.44,100,21.75,6.5,9.2,9.6,73.3,100,12.1,78.25,95.44,94.71,43.57,15.63,169.18,56.43,6.6,82.44,100,1.54
291970,"Macarani","BA",2015,"[29197011] Serviço Autônomo de Água e Esgoto - SAAE","Água",1,95.03,60.09,100,20.31,10.2,12.8,13,182.4,99.1,16.1,79.69,93.97,60.09,0,0,0,100,16.1,79.03,100,0.65
291980,"Macaúbas","BA",2015,"[29198011] Serviço Autônomo de Água e Esgoto - SAAE; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29198040] Prefeitura Municipal de Macaúbas - PMM","Água; Água; Res Sólidos",1,100,60.66,100,37.93,6.3,6.4,38.3,67.5,99.9,10.3,62.07,94.45,99.99,39.33,3.25,133.56,60.67,6.3,91.46,59.13,0.85
291990,"Macururé","BA",2015,"[29199011] Prefeitura Municipal de Macururé - PMM; [29199040] Secretaria de Obra e Infraestrutura - SECINFRA","Água; Res Sólidos",1,0,0,0,100,NA,0,10.8,89,67.5,13.2,0,NA,0,31.58,10.12,136.99,68.42,9,47.82,0,0.32
