"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","FN001...Receita.operacional.direta.total..R..ano.","FN002...Receita.operacional.direta.de.água..R..ano.","FN003...Receita.operacional.direta.de.esgoto..R..ano.","FN004...Receita.operacional.indireta..R..ano.","FN005...Receita.operacional.total..direta...indireta...R..ano.","FN006...Arrecadação.total..R..ano.","FN007...Receita.operacional.direta.de.água.exportada..bruta.ou.tratada...R..ano.","FN008...Créditos.de.contas.a.receber..R..ano.","FN010...Despesa.com.pessoal.próprio..R..ano.","FN011...Despesa.com.produtos.químicos..R..ano.","FN013...Despesa.com.energia.elétrica..R..ano.","FN014...Despesa.com.serviços.de.terceiros..R..ano.","FN015...Despesas.de.Exploração..DEX...R..ano.","FN016...Despesas.com.juros.e.encargos.do.serviço.da.dívida..R..ano.","FN017...Despesas.totais.com.os.serviços..DTS...R..ano.","FN018...Despesas.capitalizáveis.realizadas.pelo.prestador.de.serviços..R..ano.","FN019...Despesas.com.depreciação..amortização.do.ativo.diferido.e.provisão.para.devedores.duvidosos..R..ano.","FN020...Despesa.com.água.importada..bruta.ou.tratada...R..ano.","FN021...Despesas.fiscais.ou.tributárias.computadas.na.DEX..R..ano.","FN022...Despesas.fiscais.ou.tributárias.não.computadas.na.DEX..R..ano.","FN023...Investimento.realizado.em.abastecimento.de.água.pelo.prestador.de.serviços..R..ano.","FN024...Investimento.realizado.em.esgotamento.sanitário.pelo.prestador.de.serviços..R..ano.","FN025...Outros.investimentos.realizados.pelo.prestador.de.serviços..R..ano.","FN026...Quantidade.total.de.empregados.próprios..Empregados.","FN027...Outras.despesas.de.exploração..R..ano.","FN028...Outras.despesas.com.os.serviços..R..ano.","FN030...Investimento.com.recursos.próprios.realizado.pelo.prestador.de.serviços..R..ano.","FN031...Investimento.com.recursos.onerosos.realizado.pelo.prestador.de.serviços..R..ano.","FN032...Investimento.com.recursos.não.onerosos.realizado.pelo.prestador.de.serviços..R..ano.","FN033...Investimentos.totais.realizados.pelo.prestador.de.serviços..R..ano.","FN034...Despesas.com.amortizações.do.serviço.da.dívida..R..ano.","FN035...Despesas.com.juros.e.encargos.do.serviço.da.dívida..exceto.variações.monetária.e.cambial..R..ano.","FN036...Despesa.com.variações.monetárias.e.cambiais.das.dívidas..R..ano.","FN037...Despesas.totais.com.o.serviço.da.dívida..R..ano.","FN038...Receita.operacional.direta...esgoto.bruto.importado..R..ano.","FN039...Despesa.com.esgoto.exportado..R..ano.","FN041...Despesas.capitalizáveis.realizadas.pelo.s..município.s...R..ano.","FN042...Investimento.realizado.em.abastecimento.de.água.pelo.s..município.s...R..ano.","FN043...Investimento.realizado.em.esgotamento.sanitário.pelo.s..município.s...R..ano.","FN044...Outros.investimentos.realizados.pelo.s..município.s...R..ano.","FN045...Investimento.com.recursos.próprios.realizado.pelo.s..município.s...R..ano.","FN046...Investimento.com.recursos.onerosos.realizado.pelo.s..município.s...R..ano.","FN047...Investimento.com.recursos.não.onerosos.realizado.pelo.s..município.s...R..ano.","FN048...Investimentos.totais.realizados.pelo.s..município.s...R..ano.","FN051...Despesas.capitalizáveis.realizadas.pelo.estado..R..ano.","FN052...Investimento.realizado.em.abastecimento.de.água.pelo.estado..R..ano.","FN053...Investimento.realizado.em.esgotamento.sanitário.pelo.estado..R..ano.","FN054...Outros.investimentos.realizados.pelo.estado..R..ano.","FN055...Investimento.com.recursos.próprios.realizado.pelo.estado..R..ano.","FN056...Investimento.com.recursos.onerosos.realizado.pelo.estado..R..ano.","FN057...Investimento.com.recursos.não.onerosos.realizado.pelo.estado..R..ano.","FN058...Investimentos.totais.realizados.pelo.estado..R..ano."
293010,"Senhor do Bonfim","BA",2015,"[29301011] Prefeitura Municipal de Senhor do Bonfim - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29301040] Secretaria de Infraestrutura - seinfra","Esgoto; Água e Esgoto; Res Sólidos",11685622.99,11593835.55,91787.44,461778.25,12147401.24,11679232.42,0,1694053.22,4542198.57,298727.15,2268836.87,2917247.35,11896586.44,215927.16,14590219.12,1178222.43,1397055.57,0,1268409.59,360596.94,6729243.89,1362231.23,303376.21,42,601166.91,720053.01,6909106.17,2663967.6,0,9573073.76,4798397.95,195795.18,20131.98,5014325.11,0,0,0,0,120000,0,120000,0,0,120000,0,149414.21,0,0,149414.21,0,0,149414.21
293015,"Serra do Ramalho","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293020,"Sento Sé","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293030,"Serra Dourada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29303040] Prefeitura Municipal de Serra Dourada - PMSD","Água; Res Sólidos",1264591.14,1264591.14,NA,41533.93,1306125.07,1288494.5,0,88721.57,425285.04,0,22826.79,401283.59,1049786.97,25430.68,1327173.29,293696.51,125860.51,28.67,123639.07,42235.88,301895.15,341393.04,76030.07,4,76723.81,83859.25,1013014.77,0,0,1013014.77,19775.32,23059.65,2371.03,45206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1410518.07,0,0,1410518.07,0,0,1410518.07
293040,"Serra Preta","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29304040] Prefeitura Municipal de Serra Preta - PMSP","Água; Res Sólidos",1029986.57,1029986.57,NA,81602.12,1111588.69,916948.36,0,163334,406609.81,56291.25,519348.15,360859.94,1527382.03,23723.62,2039227.54,107.15,370491.03,0,104641.8,39400.75,326.13,368.8,82.13,5,79631.08,78230.11,884.22,0,0,884.21,15657.71,21511.75,2211.87,39381.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293050,"Serrinha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",9563807.86,9311181.95,252625.91,826747.12,10390554.98,9633279.26,0,5005442.37,3631725,15772.1,2904993.12,2618614.3,10884238.4,210663.17,12586823.04,240363.73,447372.37,0,977579.46,349874.39,639299.35,769560.3,158864.57,26,735554.42,694674.71,1799597.5,0,8490.44,1808087.95,3758699.14,191021.98,19641.19,3969362.31,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,147836.37,27515.69,0,147836.37,0,27515.69,175352.06
293060,"Serrolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29306040] PREFEITURA MUNICIPAL DE SERROLANDIA - PMS","Água; Res Sólidos",1900319.49,1900319.49,NA,95051.01,1995370.5,1972767.17,0,140134.66,544142.57,93159.1,120935,515702.6,1561556.62,42222.21,2024004.57,1244.86,210871.79,0,188607.84,70123.64,3788.8,4284.5,954.18,5,99009.51,139230.31,10272.33,0,0,10272.34,32095.87,38285.62,3936.59,74318.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293075,"Sítio do Mato","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293076,"Sítio do Quinto","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",845077.85,845077.85,NA,50676.73,895754.58,894331.2,0,48055.79,332798.01,5079.92,114634.98,241442.75,830420.38,19511.14,1088281,1091.94,141605.75,1332.63,85343.66,32404.56,3323.38,3758.19,836.97,3,49788.43,64339.17,9010.48,0,0,9010.48,15469.32,17692.02,1819.12,34980.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293077,"Sobradinho","BA",2015,"[29307711] Empresa Municipal de Serviços de Água e Esgoto - EMSAE; [29307740] Prefeitura Municipal de Sobradinho - SIESP","Água e Esgoto; Res Sólidos",1778230.6,1458734.36,319496.24,92794.7,1871025.3,1949988.88,0,392974.96,1058257.41,115068.5,275422.14,61517.1,1915853.78,0,1915853.78,0,NA,0,7754.8,0,28608.8,0,0,43,397833.83,NA,28608.8,0,0,28608.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293080,"Souto Soares","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",722297,722297,NA,50654.15,772951.15,776574.42,0,53428,271684.13,2.21,2229.2,236864.51,625002.54,16798.01,820598.27,105900.98,95506.7,105.02,74816.99,27898.54,75963.66,85902.23,19130.89,3,39300.48,55392.48,286897.76,0,0,286897.76,12449.73,15231.85,1566.16,29247.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,586978.82,0,0,586978.82,0,0,586978.82
293090,"Tabocas do Brejo Velho","BA",2015,"[29309011] Prefeitura Municipal de Tabocas do Brejo Velho - PMTBV; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água; Água",698897.98,698897.98,0,13329.27,712227.25,699485.87,0,51663.14,518591.86,0,206137.81,607445.53,1430237.83,12222.04,1523258.06,50.05,NA,13.78,67369.37,20298.67,152.32,172.25,38.36,12,30679.48,40302.94,412.97,0,0,412.98,9801.54,11082.52,1139.52,22023.58,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293100,"Tanhaçu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1414069.52,1414069.52,NA,89335.25,1503404.77,1356250.71,0,198316.98,295857.39,14639.52,67968.71,518325.87,1105903.36,27377.9,1613033.4,177327.92,344001.96,0,144812.43,45469.87,926902.62,293651.15,65397.69,2,64299.44,90280.31,796053.57,0,667225.81,1463279.38,21320.1,24825.32,2552.58,48698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293105,"Tanque Novo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1286388.05,1286388.05,NA,107027.25,1393415.3,1239560.53,0,217370.34,433617.72,13594.89,24144.5,512904.46,1237286.71,26508.15,2036416.52,409,641184.07,2390.28,131914.38,44025.36,1244.83,1407.69,313.5,5,118720.48,87412.23,3375.03,0,0,3375.02,19495.43,24036.66,2471.49,46003.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293110,"Tanquinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",899216.5,899216.5,NA,50189.95,949406.45,956163.65,0,55512.62,288276.91,42592.35,356144.19,273763.95,1104324.06,17025.18,1352262.87,6.89,146496.18,0,89140.19,28275.84,0,0,50,2,54406.47,56141.61,56.89,0,0,56.89,12611.21,15437.84,1587.34,29636.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293130,"Tapiramutá","BA",2015,"[29313011] Prefeitura Municipal de Tapiramutá - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29313040] Secretaria Municipal de Infraestrutura - SMI","Esgoto; Água; Res Sólidos",1184085.12,1184085.12,0,54663.15,1238748.27,1204340.81,0,96608.28,527762.66,14241.34,85714.02,368989.38,1183845.12,26624.98,1470537.44,52.41,128050.44,166.46,117125.12,44219.4,159.5,180.37,40.17,7,69846.14,87797.5,432.44,0,0,432.45,19791.47,24142.6,2482.38,46416.45,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
293150,"Teofilândia","BA",2015,"[29315011] Prefeitura Municipal de Teofilândia - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",1859141.55,1855116.78,1457.54,129501.76,1988643.32,1979558.92,0,0,941535.15,3456.4,703901.28,512748.68,2493980.15,50097.23,3006997.83,502.03,242797.08,0,187398.2,74857.26,1527.95,1727.86,384.8,11,144940.44,145266.11,4142.64,0,0,4142.64,31616.77,43533,6564.23,81714,2567.23,0,42351.29,13587.98,1457.54,432.98,0,0,NA,57829.79,0,0,0,0,0,0,0,0
293180,"Tremedal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",765430.04,765430.04,NA,29189.92,794619.96,675141.32,0,135812.96,297745.51,12945.96,53711.79,311216.29,791154.49,12286.95,1056961.21,160747.47,192596.32,0,74893.29,20406.46,489245.28,553254.78,123212.81,3,40641.65,40516.99,1326460.35,0,0,1326460.34,9198.7,11141.38,1145.57,21485.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293190,"Tucano","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",4707268.04,3540467.87,1166800.17,203107.89,4910375.93,4687143.56,0,729242.12,1585771.87,17844.37,286918.2,840277.14,3398600.32,92622.74,4716338.63,1319.54,765856.4,0,462422.24,153830.03,4016.1,4541.54,1011.43,16,205366.5,305429.14,10888.6,0,0,10888.61,70898.35,83987.05,8635.69,163521.09,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293200,"Uauá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",2090557.84,2090557.84,NA,134455.89,2225013.73,2015875.53,0,427981.26,886763.73,48357.61,277087.79,563042.2,3125434.79,39171.56,3793756.25,538.11,434922.21,1045047.05,208240.53,65057.06,1637.78,1852.05,412.46,6,96895.88,129170.63,4440.4,0,0,4440.4,30524.18,35519.4,3652.16,69695.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293210,"Ubaíra","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29321040] Prefeitura Municipal - UBAÍRA","Água e Esgoto; Res Sólidos",1467572.35,1043386.37,424185.98,84977.21,1552549.56,1560257.11,0,300970.33,472350.31,20943.88,108930.05,785180.04,1620202.64,38983.33,2135286.92,808.84,282806.58,0,145157.06,64744.44,2461.77,2783.85,619.98,5,87641.3,128549.93,6674.44,0,0,6674.44,29383.09,35348.72,3634.61,68366.42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293240,"Uibaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO","Água; Res Sólidos",1771647.73,1771647.73,NA,54698.66,1826346.39,1815210.28,0,74317.65,643153.2,54764.61,618169.68,517407.74,2122615.1,37815,2479579.62,26312.02,131648.19,24097.08,173403.78,62804.05,24569.24,27783.71,6187.58,7,91619.01,124697.28,84852.55,0,0,84852.55,28817.93,34289.32,3525.68,66632.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,132269.73,0,0,132269.73,0,0,132269.73
293245,"Umburanas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",828698.45,828698.45,NA,59005.81,887704.26,905932.74,0,96344.9,268669.37,18920.57,339497.6,251817.5,1083407.91,18310.36,1255316.53,1239.89,62808.49,114.48,83627.49,30410.27,3773.68,4267.4,950.37,3,120760.9,60379.5,10231.34,0,0,10231.34,13305.55,16603.19,1707.17,31615.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293260,"Urandi","BA",2015,"[29326040] Prefeitura Municipal de Urandi - PMU","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293280,"Utinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU","Água; Res Sólidos",1787867.22,1787867.22,NA,99286.35,1887153.57,1756488.33,0,214098.28,808584.59,29204.72,86496.02,437450.22,1643130.45,35199.23,1970761.36,565.57,117900.32,0,178830.46,58459.72,1721.35,1946.56,433.51,8,102564.44,116071.64,4666.98,0,0,4666.99,25195.5,31917.43,3281.8,60394.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293300,"Valente","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29330040] Prefeitura Municipal de Valente - pmv","Água; Res Sólidos",2718454.27,2718454.27,NA,170786.48,2889240.75,2955215.84,0,239205.73,1034628.08,57341.81,295199.61,717456.39,2578872.91,60246.97,3423608.59,38630.63,485761.06,0,275380.62,100059.59,267564.21,10287.38,2291.05,11,198866.4,198668.06,60306.23,0,258467.05,318773.27,44012.74,54629.84,5617.13,104259.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293305,"Várzea da Roça","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",1513835.11,1513835.11,NA,49208.2,1563043.31,1427957.24,0,207916,493717.32,303.83,91618.43,495432.66,1364056.15,31356.73,1770260.11,1162.67,219368.53,0,148796.27,52077.99,3538.67,4001.64,891.19,5,134187.64,103400.71,9594.17,0,0,9594.17,23602.28,28433.18,2923.55,54959.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293310,"Várzea do Poço","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331040] PREFEITURA MUNICIPAL DE VÁRZEA DO POÇO - PMVP","Água; Res Sólidos",819171.03,819171.03,NA,31895.83,851066.86,842695.16,0,71711.64,259760.75,2826.74,851.58,227500.16,614500.55,19971.98,803159.45,349.97,69658.16,0,80866,33169.94,1065.14,1204.5,268.25,3,42695.32,65858.82,2887.86,0,0,2887.86,14618.88,18109.89,1862.09,34590.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293315,"Várzea Nova","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29331540] Prefeitura Municipal de Várzea Nova - PMVN","Água e Esgoto; Res Sólidos",1876238.9,1207935.71,668303.19,70819.68,1947058.58,1773355.83,0,236013.44,596684.29,14880.6,174450.13,680375.22,1769739.85,50179.84,2283171.49,176597.93,214440.82,313.73,185317.13,83339.87,46511.44,1222432.66,11713.56,5,117718.75,165471.11,409248.8,0,1048006.8,1457255.59,38474.14,45501.32,4678.52,88653.98,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293330,"Vitória da Conquista","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29333040] SECRETARIA DE SERVIÇOS PÚBLICOS - SESEP","Água e Esgoto; Res Sólidos",77324636.98,47073334.36,30251302.62,3587737.59,80912374.57,77982486.45,0,9597415.68,16161884.16,854294.59,8058588.29,14667597.07,50396282.93,1420477.07,65852647.4,1894400.99,6992615.43,0,7611253.55,2359161.95,2554060.26,3426980.67,395990.73,129,3042665.27,4684110.02,5834690.81,0,2436741.85,8271432.65,1124550.54,1288038.81,132438.26,2545027.61,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1674570.2,5686266.87,0,436346.3,0,6924490.77,7360837.07
293340,"Wagner","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",819520.17,819520.17,NA,36852.71,856372.88,826678.41,0,120331.87,488810.43,15254.79,60122.71,233892.26,932633.08,16992.74,1119703.32,224.8,85821,0,82353.22,28221.94,684.19,773.71,172.31,5,52199.67,56034.56,1855.01,0,0,1855.01,12589.68,15408.42,1584.32,29582.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
293360,"Xique-Xique","BA",2015,"[29336011] Serviço Autônomo de Água e Esgoto - SAAE; [29336040] PREFEITURA DE XIQUE-XIQUE - PMXX","Água e Esgoto; Res Sólidos",2444287,2377166.76,67120.24,0,2444287,2444287,0,2019487.06,944463.78,203402,363909.08,246697.66,1758472.52,0,1758472.52,0,0,0,0,0,123645.75,0,14269,54,0,0,NA,NA,NA,137914.75,350089.18,0,0,350089.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310100,"Águas Vermelhas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31010040] Prefeitura Municipal de Águas Vermelhas - PMAV","Água e Esgoto; Res Sólidos",1633939.63,1230711.33,403228.3,24560.97,1658500.6,1609502.41,0,108010.48,1293948.51,47000.45,286125.97,184885,2054095.2,257066.81,2562311.31,18754.98,155095.24,0,87989.72,-8110.01,0,0,0,15,154145.55,104164.07,18754.98,0,0,18754.98,325353.3,153945.44,103121.37,582420.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310170,"Almenara","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água e Esgoto; Água",10472147.56,5737056.6,4735090.96,199896.64,10672044.2,10199530.36,0,NA,5016028.76,257475.25,702640.79,979473.41,8262066.28,1439436.23,11862993.09,141680.58,NA,0,613233.92,-53632.78,266546,6970.65,0,47,693214.15,643524.32,111783.18,0,0,111783.18,1818242.05,863145.98,576290.25,3257678.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310270,"Cachoeira de Pajeú","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31027040] Prefeitura Municipal de Cachoeira de Pajeú - PMCP","Água; Res Sólidos",223958,223958,NA,111979,335937,568568.66,0,NA,98298,23920.44,127307.41,1086.15,324446,19342.38,625987,233723.45,NA,0,15340.19,0,351920,NA,0,3,58493.81,NA,NA,NA,NA,NA,0,19339.5,2.88,19342.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310340,"Araçuaí","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31034040] Secretária Municipal de Desenvolvimento Urbano - SMDU","Água e Esgoto; Água e Esgoto; Res Sólidos",6994956.99,4648042.44,2346914.55,91144.13,7086101.12,6767582.08,0,NA,3219427.39,126614.38,717167.19,621748.25,5455659.4,886494.59,8152930.68,274327.31,NA,0,420078.8,-28139.17,32007,0,32007,34,350623.39,342750.67,64065.97,0,0,338341.31,1111388.6,537995.43,348499.16,1997883.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310520,"Bandeira","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31052040] SECRETARIA MUNICIPAL DE OBRAS. SERVIÇOS E TRANSPORTES - SMOST","Água e Esgoto; Res Sólidos",253588.41,225201,28387.41,126794.21,380382.62,536122.14,0,NA,128701.71,20314.08,109461.97,6889.62,428003,32587.66,933555,229690.44,NA,0,21098.48,0,32042,438958,0,4,141537.14,NA,NA,NA,NA,700690.44,0,32583,4.66,32587.66,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310650,"Berilo","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31065040] PREFEITURA MUNICIPAL DE B ERILO - PM","Água e Esgoto; Res Sólidos",610492.93,395577.21,214915.72,41348.07,651841,591519.36,0,NA,251902.56,16149.36,286022.91,4320.5,566336.46,34508.68,1185665.8,584820.66,NA,0,7941.13,0,199670,426243,625913,8,0,NA,NA,NA,NA,1836646.66,0,34501.48,7.2,34508.68,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310665,"Berizal","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31066540] Prefeitura Municipal de Berizal - PMB","Água; Res Sólidos",466125.65,466125.65,NA,7793.36,473919.01,433062.3,0,7878.68,321341.5,9306.7,114529.29,32534.5,536449.78,68990.24,724784.42,4932.49,88668.09,0,26520.95,-2340.89,0,0,0,4,32216.84,33017.2,4932.49,0,0,4932.49,85566.71,41034.22,27956.02,154556.95,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310825,"Bonito de Minas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA","Água",416217.93,416217.93,NA,3266.23,419484.16,402859.7,0,14208.4,227210.95,1330.99,50128.9,27667.68,350710.17,59332.07,486249.99,4284.24,34242.23,0,23818.27,-2338.27,0,0,0,3,20553.38,44303.79,4284.24,0,0,4284.24,74321.15,35366.81,23965.26,133653.22,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311270,"Capitão Enéas","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31127040] PREFEITURA MUNICIPAL - PMCE","Água e Esgoto; Res Sólidos",1186256.03,1111934.65,74321.38,26948.67,1213204.7,1318812.01,0,80819.14,984406.04,8726.7,325460.25,162088.5,1579319.65,183440.26,1958247.92,16980.33,104345.15,0,64329.65,-7123.83,0,0,0,11,34308.51,98266.69,16980.33,0,0,16980.33,294567.32,113346.16,70094.1,478007.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311300,"Caraí","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR; [31130040] Prefeitura Municipal Caraí - PMC","Água e Esgoto; Res Sólidos",697163.77,689604.99,7558.78,9.64,697173.41,552738.8,0,NA,171201.77,16304.21,236608.04,2997.2,460728.77,38288.06,950788.75,451772.21,NA,0,33617.26,0,121206,962020,0,5,0,NA,NA,NA,NA,1534998.21,0,38280.32,7.74,38288.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311547,"Catuti","MG",2015,"[31062000] Companhia de Saneamento de Minas Gerais - COPASA; [31154740] Prefeitura Municipal de Catuti - PMC","Água e Esgoto; Res Sólidos",349584.07,291620.28,57963.79,7169.91,356753.98,342886.49,0,3440.59,358955.77,583.46,9495.38,51427.99,653794.43,57065.27,787707.38,4130.1,52381.57,0,18583,-2168.42,0,0,0,7,214748.83,26634.53,4130.1,0,0,4130.1,71647.12,33929.92,23135.35,128712.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311610,"Chapada do Norte","MG",2015,"[31686000] Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A - COPANOR","Água",404026.43,404026.43,NA,12114.38,416140.81,337700.48,0,NA,193544.23,31013.87,382563.55,3649.9,610771.55,22736.52,1282970.47,649462.4,NA,0,NA,0,3240995,1461301,0,7,NA,NA,NA,NA,NA,5351758.4,0,22732.13,4.39,22736.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
