"ID","Município","Estado","Ano.de.Referência","Prestadores","Serviços","abastecimento","AG002...Quantidade.de.ligações.ativas.de.água..Ligações.","AG003...Quantidade.de.economias.ativas.de.água..Economias.","AG004...Quantidade.de.ligações.ativas.de.água.micromedidas..Ligações.","AG005...Extensão.da.rede.de.água..km.","AG006...Volume.de.água.produzido..1000.m..ano.","AG007...Volume.de.água.tratada.em.ETAs..1000.m..ano.","AG008...Volume.de.água.micromedido..1000.m..ano.","AG010...Volume.de.água.consumido..1000.m..ano.","AG011...Volume.de.água.faturado..1000.m..ano.","AG012...Volume.de.água.macromedido..1000.m..ano.","AG013...Quantidade.de.economias.residenciais.ativas.de.água..Economias.","AG014...Quantidade.de.economias.ativas.de.água.micromedidas..Economias.","AG015...Volume.de.água.tratada.por.simples.desinfecção..1000.m..ano.","AG017...Volume.de.água.bruta.exportado..1000.m..ano.","AG018...Volume.de.água.tratada.importado..1000.m..ano.","AG019...Volume.de.água.tratada.exportado..1000.m..ano.","AG020...Volume.micromedido.nas.economias.residenciais.ativas.de.água..1000.m..ano.","AG021...Quantidade.de.ligações.totais.de.água..Ligações.","AG022...Quantidade.de.economias.residenciais.ativas.de.água.micromedidas..Economias.","AG024...Volume.de.serviço..1000.m..ano.","AG026...População.urbana.atendida.com.abastecimento.de.água..Habitantes.","AG027...Volume.de.água.fluoretada..1000.m..ano.","AG028...Consumo.total.de.energia.elétrica.nos.sistemas.de.água..1000.kWh.ano."
290910,"Coribe","BA",2015,"[29091011] Serviço Autônomo de Água e Esgoto - SAAE; [29091040] PREFEITURA MUNICIPAL DE CORIBE - PMC","Água; Res Sólidos",14210,4616,4616,4616,60,1478,478,810,810,810,0,NA,4616,0,0,0,0,682,5955,NA,NA,6099,478,650
290920,"Coronel João Sá","BA",2015,"[29092011] Prefeitura Municipal de Coronel João Sá - PMCJS; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29092040] SECRETARIA DE AGRICULTURA E MEIO AMBIENTE - SECMA","Esgoto; Água; Res Sólidos",10989,3647,3670,3646,52.76,452.71,0,301.57,307.35,480.57,452.71,3547,3669,452.71,0,0,0,285.39,3962,3546,3.27,7056,452.71,856.65
290950,"Cravolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",3279,1093,1164,1093,15.28,134.52,134.52,90,92.56,148.72,121.88,1047,1164,0,0,0,0,78.02,1284,1047,1.3,3279,130.5,249.6
290960,"Crisópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29096040] Prefeitura Municipal de Crisopolis - PMC","Água; Res Sólidos",9306,3206,3294,3199,32.92,354.22,0,265.42,285.93,431.49,347.87,3059,3287,354.22,0,0,0,243.93,3460,3053,0.17,9287,275.72,254.72
290990,"Curaçá","BA",2015,"[29099011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto",30291,6733,6750,5693,272.56,2864.23,2564.23,594.59,805.43,986.84,2723.2,6558,5709,0,0,0,0,577.64,7660,5553,0,14557,0,431.68
291010,"Dom Basílio","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291030,"Elísio Medrado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",3751,1350,1419,1348,18.11,145.52,145.52,120.95,124.08,189.32,145.52,1317,1417,0,0,0,0,110.1,1501,1315,0.59,3447,117.63,338.84
291040,"Encruzilhada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",6196,1861,1868,1828,16.4,242.7,242.7,178.22,184.21,255.05,242.7,1758,1834,0,0,0,0,160.63,2202,1725,13.23,4389,151.26,585.37
291070,"Euclides da Cunha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29107040] Prefeitura Municipal de Euclides da Cunha - Bahia - PMEC","Água e Esgoto; Res Sólidos",44731,14260,14455,13656,371.61,1760.48,0,1313.14,1507.16,1953.09,2268.9,13644,13849,1760.48,0,772.17,38.99,1217.29,16489,13109,39.86,29548,0,3876.66
291075,"Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",16647,5590,5625,5581,39.21,785.03,0,472,996,739.6,674.37,5449,5616,785.03,0,797,507.15,472,6071,5440,16.11,7241,277.89,247.6
291077,"Feira da Mata","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291080,"Feira de Santana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29108040] SESP - SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS - SESP","Água e Esgoto; Res Sólidos",581908,163048,180352,160757,2161.73,35389.53,35389.53,16705.64,17596.87,24484.15,35389.53,170439,177938,0,0,0,16.59,15222.57,198143,168202,1185.54,565540,16706,37566.46
291085,"Filadélfia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",12141,4150,4189,4116,121.67,628.18,628.18,369.75,474.21,553.17,628.18,3990,4155,0,0,0,88.33,350.16,4560,3960,2.16,9476,0,541.02
291125,"Gavião","BA",2015,"[29112511] Prefeitura Municipal de Gavião - pmg; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29112540] Prefeitura Municipal de Gavião - PMG","Esgoto; Água; Res Sólidos",3380,1275,1305,1273,8.49,118.44,118.44,99.87,102.56,163.64,118.44,1112,1303,0,0,0,0,91.25,1437,1111,0.44,2622,113.8,2.35
291130,"Gentio do Ouro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água e Esgoto; Res Sólidos",3778,1219,1226,1056,12.09,167.05,75.87,93.41,131.02,158.94,167.05,1144,1062,91.18,0,0,0,87.04,1403,991,0.12,3778,167.05,95.11
291140,"Glória","BA",2015,"[29114011] Prefeitura Municipal de Glória - PMG; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29114040] Prefeitura Municipal de Glória - PMG","Esgoto; Água e Esgoto; Res Sólidos",11679,3735,3768,3735,93.81,514.81,514.81,386.02,492.88,524.79,555.47,3587,3768,0,0,102.02,102.02,366.18,4045,3587,27.36,3014,616.82,490.81
291165,"Guajeru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29116540] Prefeitura Municipal de Guajeru - PMG","Água; Res Sólidos",3289,978,1023,978,63.89,137.27,137.27,89.74,92.06,138.16,137.27,925,1023,0,0,0,0,79.28,1100,925,0.1,1756,137.27,226.47
291170,"Guanambi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA","Água e Esgoto; Res Sólidos",85797,25591,29929,25591,663.19,4401.56,4401.56,3399.5,3434.61,4377.49,4401.56,26592,29929,0,0,0,0,2947.9,28109,26592,121.47,68092,4173.62,10528.6
291185,"Heliópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",8173,2651,2683,2635,18.87,0,0,225.28,233.29,352.77,0,2563,2666,0,0,411.83,0,225.28,2936,2551,7.68,5663,0,134.72
291190,"Iaçu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",26056,8564,8643,8509,90.34,1101.92,1101.92,766.22,799.62,1160.71,1101.92,8142,8587,0,0,0,0,714.36,9958,8097,47.43,20514,1101.92,572.42
291200,"Ibiassucê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7669,2416,2630,2416,51.39,327.99,327.99,220.07,259.08,343.96,327.99,2371,2630,0,0,0,0,203.02,2810,2371,2.65,4912,271.38,151.2
291220,"Ibicoara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29122040] Prefeitura Municipal de Ibicoara - PMI","Água; Res Sólidos",4572,1584,1611,1417,23.32,171.31,171.31,121.42,165.99,209.03,171.31,1503,1440,0,0,0,0,111.77,1705,1342,0,4572,171.31,244.6
291240,"Ibipeba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",13725,4527,4585,4508,115.46,683.46,683.46,487.09,508.2,631.6,683.46,4333,4566,0,0,0,0,467.63,5212,4315,5.11,9188,417.1,1545.94
291250,"Ibipitanga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",8256,2486,2604,2486,70.71,308.76,308.76,221,221.32,341.63,308.76,2404,2604,0,0,0,0,206.64,2588,2404,3.11,5564,255.78,502.3
291260,"Ibiquera","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29126040] Prefeitura Municipal de Ibiquera - PMI","Água; Res Sólidos",3358,1104,1110,1104,24.27,137.02,137.02,78.33,84.84,142.45,137.02,1045,1110,0,0,0,0,72.66,1264,1045,4.5,2609,137.02,310.18
291300,"Ibitiara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",3638,1133,1162,1133,15.95,107.4,0,102.04,102.75,128.39,107.4,1052,1162,107.4,0,0,0,93.62,1218,1052,0.11,3638,107.4,325.9
291310,"Ibititá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29131040] Prefeitura Municipal de Ibitita - BAHIA","Água; Res Sólidos",18455,6074,6146,6000,97.76,931.9,931.9,548.28,587.63,804.05,931.9,5880,6071,0,0,0,0,526.05,6929,5812,9.27,8753,231.7,2756.6
291320,"Ibotirama","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",24471,7934,8204,7927,108.32,1113.66,1113.66,779.2,790.94,1115.3,1113.66,7486,8197,0,0,0,0,707.24,8585,7479,35.25,21212,1113.65,401.48
291330,"Ichu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",5001,1460,1469,1459,16.03,216.84,216.84,116.37,120.76,191.9,216.84,1426,1468,0,0,0,0,112.58,1821,1425,3.14,4041,115.8,125.81
291340,"Igaporã","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291350,"Iguaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29135040] SECRETARIA DO MEIO AMBIENTE - SEMA","Água e Esgoto; Res Sólidos",15614,5153,5277,5107,26.87,655.06,655.06,461.83,512.97,709.51,655.06,4892,5231,0,0,0,0,422.99,5590,4847,3.13,15614,218.35,456.27
291370,"Inhambupe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29137040] Secretária de Infraestrutura Serviço Público - SEINFRA","Água; Res Sólidos",23007,7254,7344,7111,95.08,856.76,0,631.34,766.19,998.56,1031.57,6911,7198,856.76,0,174.82,0,588.38,8309,6767,0,17620,782.03,1242.01
291380,"Ipecaetá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29138040] Prefeitura Municipal de Ipecaetá - PMI","Água; Res Sólidos",8775,2185,2520,2120,18.77,433.59,433.59,236.43,248.44,342.91,433.59,2392,2451,0,0,0,0,220.06,2743,2330,7.86,2670,47.3,746.02
291400,"Ipirá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29140040] secretaria de infraestrutura - seinfra","Água e Esgoto; Res Sólidos",45194,14915,15145,14619,135.1,2012.9,2000.11,1381.96,1463.82,2094.22,2000.11,14187,14844,0,0,0,0,1184.45,16912,13933,42.99,30354,2000.11,3955.62
291410,"Ipupiara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",7688,2439,2448,2396,26.1,305.8,0,219.79,290.13,320.84,365.36,2357,2405,305.8,0,59.56,59.56,212.7,2737,2315,0.23,6512,334.94,197.77
291420,"Irajuba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",4283,1446,1447,1218,29.48,0,0,73.95,160.95,183.39,171.99,1401,1219,0,0,171.99,0,70.28,1890,1178,4.92,3493,171.99,500.78
291430,"Iramaia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29143040] Prefeitura Municipal de Iramaia - PMI","Água; Res Sólidos",7724,2460,2466,2020,59.37,369.52,369.52,184.3,276.87,324.67,369.52,2357,2025,0,0,0,0,168.71,3187,1927,7.41,4727,231.48,1149.61
291440,"Iraquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",8172,2531,2638,2499,34.17,348.72,0,227.64,242.59,349.57,348.72,2393,2605,339.47,0,0,0,206.29,2839,2364,0.36,7476,339.47,222.04
291460,"Irecê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29146040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SISP","Água e Esgoto; Res Sólidos",73380,25730,27630,25727,406.65,3876.43,3876.43,2801.69,2965.38,3855.88,3876.43,25361,27627,0,0,0,0,2483.13,27852,25358,38.55,67656,3482.1,11465.52
291470,"Itaberaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29147040] PREFEITURA MUNICIPAL - PMI","Água e Esgoto; Res Sólidos",66310,21845,22625,21839,234.53,3135.17,3135.17,2254.66,2346.76,3195.49,3131.71,20713,22619,0,0,0,0,1975.67,24594,20707,72.63,52166,3135.17,4787.62
291500,"Itaeté","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7050,2239,2252,2238,19.2,260.41,260.41,222.05,245.53,315.4,260.41,2100,2251,0,0,0,0,206.82,2587,2099,3.17,6842,260.41,198.14
291510,"Itagi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",11077,3679,3705,3677,23.71,463.18,463.18,345.96,350.95,505.5,463.18,3511,3702,0,0,0,0,325.89,3988,3509,0.4,10451,463.18,81.46
291535,"Itaguaçu da Bahia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",4447,1354,1357,1354,20.47,195.05,195.05,128.71,136.94,184.39,195.05,1298,1357,0,0,0,0,118.49,1471,1298,1.94,2885,195.05,577.5
291580,"Itambé","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",19381,5927,6043,5781,56.07,841.72,841.72,630.15,678.46,855.31,841.72,5646,5896,0,0,9.89,0,617.34,6468,5508,10.23,19381,841.72,477.09
291640,"Itapetinga","BA",2015,"[29164011] Serviço Autônomo de Água e Esgoto - SAAE; [29164040] Prefeitura Municipal de Itapetinga - PMI","Água e Esgoto; Res Sólidos",76184,22465,23820,21700,179.4,5695.08,5695.08,2855.14,3972.65,3972.65,5695.08,22192,21700,0,0,0,0,2104.02,26103,21443,357.39,73956,5695.08,2465.93
291650,"Itapicuru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",18577,5812,5856,5585,81,730.65,0,504.55,564.98,786.04,730.65,5599,5629,730.65,0,0,0,480.32,6239,5378,1.26,7446,574.02,507.27
291670,"Itaquara","BA",2015,"[29167011] Prefeitura Municipal de Itaquara - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29167040] Prefeitura Municipal de Itaquara - PMI","Esgoto; Água; Res Sólidos",5229,1709,1713,1513,14.9,212.63,212.63,123.84,150.8,219.92,212.63,1632,1517,0,0,0,19.1,114.97,2045,1437,2.43,5113,212.63,347.95
291680,"Itarantim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",16014,5258,5300,5192,39.62,729.89,729.89,562.89,574.28,762.37,729.89,5023,5234,0,0,0,0,520.09,5902,4959,1.46,16014,333.56,21.31
291685,"Itatim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29168540] Prefeitura Municipal de Itatim - PMI","Água; Res Sólidos",14657,4834,4909,4829,115.9,681.88,681.88,517.04,523.03,703.53,681.88,4606,4904,0,0,0,0,450.17,5366,4601,40.79,10280,681.88,1228
291690,"Itiruçu","BA",2015,"[29169011] Prefeitura Municipal de Itiruçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29169040] Prefeitura Municipal de Itiruçu - PMI","Esgoto; Água; Res Sólidos",9899,3425,3437,2956,37.11,184.46,149,227.92,378.01,421.23,413.26,3332,2967,35.46,0,228.8,0,216.9,4303,2873,0.38,8455,217.2,719.02
291700,"Itiúba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29170040] PREFEITURA MUNICIPAL DE ITIUBA - PMI","Água e Esgoto; Res Sólidos",16097,5113,5153,5112,89.85,560.22,560.22,385.37,388.98,665.62,520.63,4824,5152,0,0,0,0,357.97,5749,4823,11.48,10338,560.22,1100.15
291710,"Itororó","BA",2015,"[29171011] Serviços Autônomos de Água e Esgotos - SAAE","Água e Esgoto",18460,7920,7920,7920,64,3105,3105,0,3105,3105,0,7920,7920,0,0,0,0,0,9460,7920,0,18460,3105,890
291720,"Ituaçu","BA",2015,"[29172011] Prefeitura Municipal de Ituaçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",8253,2594,2624,2566,26,414.62,414.62,247.5,257.37,361.54,414.62,2436,2596,0,0,0,0,227.27,2877,2410,17.15,7032,74.13,19.15
291733,"Iuiú","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",6477,1840,1919,1840,22.22,224.66,224.66,197.71,202.47,265.1,224.66,1776,1919,0,0,0,0,181.43,1992,1776,0.85,5493,206.08,67.18
291740,"Jacaraci","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29174040] PREFEITURA MUNICIPAL DE JACARACI - PMJ","Água; Res Sólidos",4227,1295,1375,1295,13.34,157.08,0,114.86,120.3,181.46,157.08,1230,1375,157.08,0,0,0,104.58,1407,1230,0.1,4227,55.76,192.63
291750,"Jacobina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29175040] Limpeza Pública de Jacobina - LIMPUJA","Água e Esgoto; Res Sólidos",68244,23231,25407,22514,307.08,4138.29,4138.29,2140.84,2489.89,3391.2,3668.8,23232,24669,0,0,0,181.39,1889.34,26361,22525,183.45,59791,4138.29,2812.81
291760,"Jaguaquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29176040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",46893,14028,14387,13962,123.23,1757.96,1757.96,1259.41,1482.33,1929.91,1757.96,13498,14320,0,0,0,157.89,1164.96,16197,13436,20.05,42230,1459.82,2874.57
291770,"Jaguarari","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29177040] Prefeitura Municipal de Jaguarari - PMJ","Água e Esgoto; Res Sólidos",21244,6870,7319,6781,137.76,2004.14,2004.14,651.49,1988.44,974.66,2004.14,6792,7226,0,0,380.64,1307.82,595.12,7345,6722,3.31,18168,0,450.33
291800,"Jequié","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",161528,50977,54057,50955,486.79,8200.98,8200.98,5499.79,5563.17,7714.53,8200.98,50655,54034,0,0,0,0,4818.51,58108,50632,110.31,148268,8200.98,1804.74
291810,"Jeremoabo","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29181040] SECRETARIA DO MEIO AMBIENTE E SUSTENTABILIDADE - SEMMAS","Água; Res Sólidos",22608,7355,7481,7355,72.03,1280.65,1003.47,729.78,1018.8,1037.75,1282.1,6986,7481,277.18,0,1.45,263.27,670.06,7827,6986,3.83,19020,1280.65,908.49
291835,"João Dourado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29183540] Prefeitura Municipal de João Dourado - PMJD","Água; Res Sólidos",22003,6970,7025,6531,107.61,1025.82,1025.82,667.19,710.5,958.59,1025.82,6646,6584,0,0,0,0,631.94,7668,6226,10.2,15129,623,3035.18
291840,"Juazeiro","BA",2015,"[29184011] Serviço Autônomo de Água e Esgoto de Juazeiro - SAAE","Água e Esgoto",211971,47409,52055,40501,422,21432,21432,6235,20993,8928,0,49525,44367,0,0,0,0,5165,58609,42160,367,177309,21432,NA
291850,"Jussara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",15630,4973,4986,4853,75.64,720.96,720.96,468.93,499.37,666.83,720.96,4791,4865,0,0,0,0,450.44,5418,4673,7.17,10579,341.7,2156.83
291860,"Jussiape","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29186040] Secretaria Municipal de Administração - SMA","Água; Res Sólidos",3758,1416,1421,1338,20.94,201.18,201.18,140.11,155.15,200.39,201.18,1319,1343,0,0,0,0,129.25,1558,1249,2.64,2762,52.87,149.76
291870,"Lafaiete Coutinho","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29187040] Prefeitura Municipal de Lafaiete Coutinho - PMLC","Água; Res Sólidos",2512,951,960,927,33.57,91.26,91.26,72.05,82.67,120.53,91.26,882,936,0,0,0,0,65.74,1098,858,1.49,2168,91.26,620.57
291875,"Lagoa Real","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",4416,1185,1315,1185,35.61,148.91,148.91,122.94,127.38,175.3,148.91,1135,1315,0,0,0,0,105.36,1297,1135,0.29,3184,148.91,51.66
291900,"Lajedinho","BA",2015,"[29190011] Prefeitura Municipal de Lajedinho - PML; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29190040] PREFEITURA MUNICIPAL DE LAJEDINHO - PML","Esgoto; Água; Res Sólidos",2595,852,852,850,5.28,158.85,158.85,69.1,70.37,111.14,158.85,809,850,0,0,0,0,64.52,1175,807,0.4,1257,158.85,408.44
291905,"Lajedo do Tabocal","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",4499,1556,1565,1299,20,363.3,363.3,102.88,344.89,199.26,363.3,1479,1307,0,0,0,228.8,95.78,1993,1226,0.1,4499,213.92,701.21
291910,"Lamarão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",6109,1813,1821,1813,9.41,90.49,0,166.94,168.66,247.83,349.89,1759,1821,0,0,259.41,0,158.63,2131,1759,3.7,2059,102.6,182.47
291915,"Lapão","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",26684,8658,8741,8501,135.96,1296,1296,842.63,897.36,1178.4,1296,8395,8579,0,0,0,0,807.56,9650,8244,12.89,10785,496.1,3835.24
291930,"Lençóis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29193040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMMA","Água e Esgoto; Res Sólidos",8683,2944,3119,2943,19.77,400.54,400.54,311.68,330.43,445.71,371.44,2793,3118,0,0,0,0,270.06,3404,2792,12.14,8683,400.54,164.93
291940,"Licínio de Almeida","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29194040] prefeitura municipal - pmla","Água; Res Sólidos",5705,1797,1855,1797,24.22,144.13,144.13,128.86,130.13,183.66,144.13,1722,1855,0,0,0,0,117.39,2449,1722,0.49,5705,37.87,108.46
291950,"Livramento de Nossa Senhora","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",28768,8858,9381,8819,130.14,1674.97,1674.97,958.05,990.67,1324.14,1672.31,8411,9341,0,0,0,0,864.78,9765,8383,92.06,22137,0,300.5
291960,"Macajuba","BA",2015,"[29196011] Prefeitura Municipal de Macajuba - PMM; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29196040] PREFEITURA MUNICIPAL DE MACAJUBA - PMM","Esgoto; Água; Res Sólidos",9759,3286,3299,3206,34.91,472.15,472.15,246.43,260.2,360.82,472.15,3158,3219,0,0,0,0,227.05,3725,3081,11.01,7243,472.15,727.32
291970,"Macarani","BA",2015,"[29197011] Serviço Autônomo de Água e Esgoto - SAAE","Água",14847,5152,5175,4901,83.79,988.19,988.19,593.76,988.19,787.5,988.19,4873,4918,0,0,0,0,NA,5984,4707,0,14847,988.19,640.94
291980,"Macaúbas","BA",2015,"[29198011] Serviço Autônomo de Água e Esgoto - SAAE; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29198040] Prefeitura Municipal de Macaúbas - PMM","Água; Água; Res Sólidos",45968,15503,15510,15503,633.21,1894.3,1324.01,1148.61,1148.7,1175.3,1894.3,13835,15510,126.14,0,0,0,1025.53,16668,13835,0.88,16449,1120.16,1601.9
291990,"Macururé","BA",2015,"[29199011] Prefeitura Municipal de Macururé - PMM; [29199040] Secretaria de Obra e Infraestrutura - SECINFRA","Água; Res Sólidos",4000,1200,1200,0,16,190,0,0,130,0,0,NA,0,150,0,0,0,NA,1500,NA,NA,2000,0,60
291995,"Maetinga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29199540] Prefeitura Municipal de Maetinga - PMM","Água; Res Sólidos",4364,1492,1541,1466,41.52,215.8,215.8,134.47,145.62,204.14,215.8,1439,1515,0,0,0,0,124.13,1636,1416,26.72,2071,126.87,284.44
292000,"Maiquinique","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",7387,2663,2690,2633,24.44,402.52,402.52,265.13,269.09,371.56,402.52,2507,2660,0,0,0,0,245.56,2984,2478,0.79,7387,332.89,186.9
292010,"Mairi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29201040] SECRETARIA DE INFRAESTRUTURA - SINFRA","Água; Res Sólidos",12158,4107,4122,4045,46.34,359.12,359.12,272.63,433.96,519.83,433.96,3946,4059,0,0,74.84,158.21,254.47,4669,3886,0.45,11558,0,496.39
292020,"Malhada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",9673,2718,2864,2718,50.55,429.98,429.98,315.54,320.79,411.14,429.98,2591,2864,0,0,0,0,280.57,3035,2591,66.67,7006,210.56,113
292030,"Malhada de Pedras","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29203040] PREFEITIRA MUNICIPAL DE MALHADA DE PEDRAS - PMMP","Água; Res Sólidos",3794,1236,1249,1203,13.64,0,0,133.84,138.8,176.42,187.38,1156,1216,0,0,187.38,0,123.93,1334,1127,0.13,3397,156.87,9.7
292040,"Manoel Vitorino","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",6880,2201,2229,2199,24.65,235.88,235.88,197.84,200.66,293.98,212.62,2091,2227,0,0,0,0,183.57,2563,2089,0.16,6880,235.88,775.34
292050,"Maracás","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29205040] Prefeitura Municipal de Maracás - PMM","Água; Res Sólidos",15050,5672,5698,5604,67.57,564.42,546.51,443.96,462.29,739.36,505.62,5433,5630,17.91,0,0,0,415.05,7230,5374,0.17,13455,546.51,1257.45
