"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano.","IN029_AE...Índice.de.evasão.de.receitas..percentual.","IN030_AE...Margem.da.despesa.de.exploração..percentual.","IN031_AE...Margem.da.despesa.com.pessoal.próprio..percentual.","IN032_AE...Margem.da.despesa.com.pessoal.total..equivalente...percentual.","IN033_AE...Margem.do.serviço.da.divida..percentual.","IN034_AE...Margem.das.outras.despesas.de.exploração..percentual.","IN035_AE...Participação.da.despesa.com.pessoal.próprio.nas.despesas.de.exploração..percentual.","IN036_AE...Participação.da.despesa.com.pessoal.total..equivalente..nas.despesas.de.exploração..percentual.","IN037_AE...Participação.da.despesa.com.energia.elétrica.nas.despesas.de.exploração..percentual.","IN038_AE...Participação.da.despesa.com.produtos.químicos.nas.despesas.de.exploração..DEX...percentual.","IN039_AE...Participação.das.outras.despesas.nas.despesas.de.exploração..percentual.","IN040_AE...Participação.da.receita.operacional.direta.de.água.na.receita.operacional.total..percentual.","IN041_AE...Participação.da.receita.operacional.direta.de.esgoto.na.receita.operacional.total..percentual.","IN042_AE...Participação.da.receita.operacional.indireta.na.receita.operacional.total..percentual.","IN045_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água..empreg.mil.lig.","IN048_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água...esgoto..empreg.mil.lig.","IN054_AE...Dias.de.faturamento.comprometidos.com.contas.a.receber..dias.","IN060_AE...Índice.de.despesas.por.consumo.de.energia.elétrica.nos.sistemas.de.água.e.esgotos..R..kWh.","IN101_AE...Índice.de.suficiência.de.caixa..percentual.","IN102_AE...Índice.de.produtividade.de.pessoal.total..equivalente...ligações.empregados."
290755,"Caturama","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,122.8,51.62,98.9,4.34,10.75,42.03,80.54,0.8,0.8,8.75,85.21,2.01,12.78,2.84,2.23,54,0.02,83.43,234.23
290760,"Central","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,106.07,28,55.25,3.38,4.72,26.4,52.09,30.23,2.67,4.45,93.69,NA,6.31,1.04,1.04,46,0.27,92.06,489.29
290770,"Chorrochó","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62,92.04,35.65,67.18,3.56,4.83,38.74,72.99,9.25,0.92,5.24,83.54,11.18,5.28,1.48,1.09,46,0.32,99.61,486.87
290780,"Cícero Dantas","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.91,120.36,38.46,63.25,3.4,4.66,31.95,52.55,34.5,0.57,3.87,91.9,NA,8.1,0.95,0.95,112,0.26,73.79,641.67
290790,"Cipó","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29079040] Secretaria de Agricultura. Aquicultura Meio Ambiente e Desenvolvimento Sustentavel - SEAAM","Água; Res Sólidos",4.76,NA,4.7,NA,NA,NA,3.33,96.67,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290790,"Cipó","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29079040] Secretaria de Agricultura. Aquicultura Meio Ambiente e Desenvolvimento Sustentavel - SEAAM","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49,75.6,45.93,57.3,2.65,3.46,60.75,75.79,6.32,0.35,4.58,95.22,NA,4.78,1.46,1.46,57,0.31,117.68,548.87
290810,"Cocos","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290840,"Conceição do Coité","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29084040] PREFEITURA MUNICIPAL DE CONCEIÇÃO DO COITÉ - PMCC","Água e Esgoto; Res Sólidos",2.51,NA,9.1,NA,NA,NA,59,41,6,NA,4.48,113.7,33.23,64,4.23,6.12,29.22,56.29,29.05,0.06,5.39,88.8,1.12,10.08,1.16,1.11,44,0.65,86.95,468.39
290870,"Condeúba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29087040] Prefeitura Municipal de Condeúba - PMC","Água; Res Sólidos",1.24,NA,4.88,NA,NA,NA,50,50,NA,NA,-3.42,95.32,33,65.42,2.98,6.71,34.62,68.63,11.84,2.31,7.04,97.37,NA,2.63,1.53,1.53,18,0.44,105.07,330.52
290880,"Contendas do Sincorá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29088040] Prefeitura Municipal de Contendas do Sincorá - PMCS","Água; Res Sólidos",11.73,13968,3.11,0,NA,163.87,100,0,NA,NA,2.57,157,48.41,128.76,3.36,7.06,30.83,82.01,5.95,1.08,4.49,96.31,NA,3.69,2,2,39,0.55,61.84,187.8
290900,"Cordeiros","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29090040] Prefeitura Municipal de Cordeiros - PMC","Água; Res Sólidos",NA,NA,1.78,0,NA,118.09,NA,NA,NA,NA,-2.27,81.46,29.32,63.95,3.16,7.25,36,78.51,0.6,0.05,8.9,96.91,NA,3.09,1.34,1.34,18,0.02,120.48,343.2
290910,"Coribe","BA",2015,"[29091011] Serviço Autônomo de Água e Esgoto - SAAE; [29091040] PREFEITURA MUNICIPAL DE CORIBE - PMC","Água; Res Sólidos",11.67,33087.85,7.95,88.98,NA,386.06,22.67,77.33,10.67,NA,0,105.45,40.92,56.16,0,11.67,38.81,53.26,23.83,6.39,11.07,100,NA,0,3.09,3.09,0,0.35,94.83,235.5
290920,"Coronel João Sá","BA",2015,"[29092011] Prefeitura Municipal de Coronel João Sá - PMCJS; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29092040] SECRETARIA DE AGRICULTURA E MEIO AMBIENTE - SECMA","Esgoto; Água; Res Sólidos",4.25,NA,0.58,NA,NA,NA,100,0,NA,NA,12.59,109,34.29,69.51,4.06,5.78,31.45,63.77,20.53,0.49,5.3,95.64,0,4.36,1.39,1.06,80,NA,78.19,466.7
290950,"Cravolândia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,151.51,29.53,73.63,4.98,14.64,19.49,48.6,30.32,4.9,9.66,61.1,35.09,3.8,1.38,0.77,69,0.96,56.04,519.79
290960,"Crisópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29096040] Prefeitura Municipal de Crisopolis - PMC","Água; Res Sólidos",NA,NA,4.41,60.31,NA,161.14,NA,NA,NA,NA,0.98,75.29,36.71,54.17,3.49,4.11,48.77,71.95,9.12,0.44,5.46,96.51,NA,3.49,0.95,0.95,16,0.32,125.04,716.9
290990,"Curaçá","BA",2015,"[29099011] Serviço Autônomo de Água e Esgoto - SAAE","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,104.97,73.13,77.19,5.8,18.55,69.67,73.53,3.32,5.47,17.68,86.35,9.23,4.42,7.51,4.95,27,0.15,94.44,191.46
291010,"Dom Basílio","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291030,"Elísio Medrado","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,136.73,71.56,102.93,3.35,4.87,52.34,75.28,12.73,1.2,3.56,95.28,NA,4.72,1.87,1.87,24,0.27,72.3,371.82
291040,"Encruzilhada","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.02,132.09,58.59,98.47,3.67,4.95,44.36,74.55,12.16,1.81,3.75,64.09,29.38,6.53,1.63,0.96,116,0.27,54.55,620.1
291070,"Euclides da Cunha","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29107040] Prefeitura Municipal de Euclides da Cunha - Bahia - PMEC","Água e Esgoto; Res Sólidos",NA,NA,8.75,NA,NA,NA,NA,NA,NA,NA,1.35,92.38,26.5,60.49,3.2,6.06,28.69,65.49,16.65,0.34,6.56,80.91,12.41,6.69,1.34,1.13,23,0.27,107.17,387.04
291075,"Fátima","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,88.1,32.58,66.52,3.99,6.14,36.98,75.5,5.3,0.87,6.97,94.38,NA,5.62,1.11,1.11,46,0.33,107.93,442.37
291077,"Feira da Mata","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291080,"Feira de Santana","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29108040] SESP - SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS - SESP","Água e Esgoto; Res Sólidos",0.9,NA,3.91,NA,NA,NA,1.97,98.03,3.94,NA,2.14,82.95,26.21,55.66,4.47,4.97,31.6,67.1,11.34,3.81,5.99,65.82,30.12,4.05,1.57,0.98,53,0.25,112.48,482.64
291085,"Filadélfia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,107.51,31.14,72.11,3.41,4.64,28.96,67.08,15.98,3.42,4.32,95.24,NA,4.76,0.98,0.98,31,0.49,90.14,439.09
291125,"Gavião","BA",2015,"[29112511] Prefeitura Municipal de Gavião - pmg; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29112540] Prefeitura Municipal de Gavião - PMG","Esgoto; Água; Res Sólidos",12.2,19507.03,5,8.01,NA,238.07,90.62,9.37,6.25,NA,15.24,83.69,43.77,65.11,6.29,5.25,52.3,77.81,0.35,1.59,6.27,81.6,15.21,3.18,2.4,1.94,13,NA,91.78,347.11
291130,"Gentio do Ouro","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM","Água e Esgoto; Res Sólidos",NA,NA,3.4,100,NA,146.56,NA,NA,NA,NA,7.99,87.69,34.87,64.75,3.85,6.58,39.77,73.84,6.71,0.78,7.5,62.94,33.68,3.37,2.49,1.52,63,0.41,100.05,355.24
291140,"Glória","BA",2015,"[29114011] Prefeitura Municipal de Glória - PMG; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29114040] Prefeitura Municipal de Glória - PMG","Esgoto; Água e Esgoto; Res Sólidos",11.28,NA,1.97,NA,NA,NA,23.53,76.47,5.88,NA,1.85,113.29,47.12,79.45,3.43,4.72,41.59,70.13,14.76,0.51,4.17,87.15,8.2,4.65,7.19,5.56,23,0.49,85.84,106.74
291165,"Guajeru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29116540] Prefeitura Municipal de Guajeru - PMG","Água; Res Sólidos",4.56,3750,1.22,50,NA,17.08,50,50,0,NA,-27.64,118.6,42.95,84.29,3.04,9.04,36.22,71.07,12.42,0.6,7.62,93.68,NA,6.32,2.04,2.04,36,0.28,109.39,249.43
291170,"Guanambi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA","Água e Esgoto; Res Sólidos",1,58650.88,3.02,100,NA,58.57,0,100,NA,NA,14.61,95.8,30.32,62.85,3,6.67,31.65,65.61,17.2,0.09,6.96,88.54,8.42,3.04,1.78,1.24,129,0.27,86.68,388.41
291185,"Heliópolis","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84,69.3,25.32,48.96,3.68,5.35,36.54,70.65,7,0.4,7.72,94.9,NA,5.1,0.95,0.95,46,0.33,129.76,544.34
291190,"Iaçu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.74,104.54,51.25,79.65,3.49,5.55,49.02,76.19,4.33,4.38,5.3,93.36,NA,6.64,2.31,2.31,83,0.26,84.91,278.4
291200,"Ibiassucê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.69,139.91,46.79,104.3,3.6,13.44,33.44,74.55,3.47,5.35,9.61,96.33,NA,3.67,1.67,1.67,28,0.31,75.33,268.44
291220,"Ibicoara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29122040] Prefeitura Municipal de Ibicoara - PMI","Água; Res Sólidos",3.79,17714.89,2.39,0,NA,67.16,100,0,4.26,NA,11.82,90.08,35.57,61.66,3.42,4.41,39.49,68.46,13.58,1.94,4.89,95.73,NA,4.27,1.61,1.61,56,0.29,95.24,358.25
291240,"Ibipeba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,105.35,35.99,64.15,3.57,4.47,34.17,60.9,21.8,3.05,4.24,97.12,NA,2.88,1.33,1.33,14,0.27,91.93,420.5
291250,"Ibipitanga","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,89.39,31.51,69.42,3.46,9.41,35.25,77.66,0.18,0.4,10.53,96.46,NA,3.54,1.24,1.24,23,0,106.34,366.64
291260,"Ibiquera","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29126040] Prefeitura Municipal de Ibiquera - PMI","Água; Res Sólidos",9.2,NA,6.83,NA,NA,NA,33.33,66.67,4.17,NA,5.95,141.32,47.77,84.99,3.84,7.25,33.81,60.14,23.83,3.65,5.13,93.47,NA,6.53,0.91,0.91,43,0.4,67.6,616.61
291300,"Ibitiara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,137.38,58.48,96.27,3.85,7.81,42.57,70.08,16.6,0.44,5.68,79.34,18.4,2.26,2.67,1.88,23,0.36,69.4,323.26
291310,"Ibititá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29131040] Prefeitura Municipal de Ibitita - BAHIA","Água; Res Sólidos",NA,NA,2.24,NA,NA,NA,NA,NA,NA,NA,-1.07,139.91,49.94,80.64,3.86,5.1,35.69,57.64,28.3,2.35,3.65,96.15,NA,3.85,1.67,1.67,21,0.29,71.27,370.92
291320,"Ibotirama","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,65.97,26.7,47.48,3.29,4.4,40.47,71.96,4.5,1.18,6.68,59.01,35.19,5.8,1.67,0.97,43,0.4,137.63,582.5
291330,"Ichu","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,108.54,46.39,78.37,4.34,9.2,42.74,72.2,8.85,1.07,8.48,92.69,NA,7.31,1.37,1.37,43,0.35,90.19,433.03
291340,"Igaporã","BA",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291350,"Iguaí","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29135040] SECRETARIA DO MEIO AMBIENTE - SEMA","Água e Esgoto; Res Sólidos",NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,1.18,82.15,35.92,59.71,3.54,4.62,43.73,72.69,8.53,1.08,5.62,91.42,3.61,4.97,0.98,0.87,48,0.32,116.82,687.55
291370,"Inhambupe","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29137040] Secretária de Infraestrutura Serviço Público - SEINFRA","Água; Res Sólidos",3.58,NA,1.69,NA,NA,NA,100,0,NA,NA,3.36,85.75,35.46,56.42,3.46,4.3,41.35,65.79,17.18,0.37,5.02,94.01,NA,5.99,1.25,1.25,50,0.32,111.11,502.32
291380,"Ipecaetá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29138040] Prefeitura Municipal de Ipecaetá - PMI","Água; Res Sólidos",13.86,20845.18,1.78,73.67,NA,288.87,59.46,40.54,5.41,NA,0.86,120.92,38.39,65.85,3.45,4.78,31.75,54.46,28.63,4.48,3.95,92.08,NA,7.92,1.39,1.39,21,0.46,84.24,418.17
291400,"Ipirá","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29140040] secretaria de infraestrutura - seinfra","Água e Esgoto; Res Sólidos",4.61,30670.02,5.25,100,NA,141.46,0,100,5.71,NA,6.85,113.78,41.23,77.08,3.34,6.48,36.24,67.75,15.11,2.47,5.69,90.84,1.82,7.35,2.37,2.21,37,0.27,83.57,242.35
291410,"Ipupiara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,124.34,64.34,100.16,4.37,6.88,51.75,80.55,5.47,0.38,5.53,66.83,30.2,2.97,2.88,1.83,33,0.38,74.12,350.53
291420,"Irajuba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53,180.29,38.48,115.8,5.2,9.07,21.34,64.23,24.75,0.18,5.03,94.29,NA,5.71,0.69,0.69,51,0.34,51.41,478.54
291430,"Iramaia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29143040] Prefeitura Municipal de Iramaia - PMI","Água; Res Sólidos",5.29,NA,1.47,NA,NA,NA,100,0,NA,NA,-4.1,105.25,30.98,76.67,4.16,6.84,29.44,72.85,3.57,7.65,6.49,94.78,NA,5.22,0.82,0.82,103,0.03,96.68,492.95
291440,"Iraquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,86.13,38.88,62.13,3.52,5.59,45.14,72.13,9.12,0.54,6.5,94.08,NA,5.92,1.23,1.23,35,0.34,113.46,508.77
291460,"Irecê","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29146040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SISP","Água e Esgoto; Res Sólidos",1.67,65773.28,6.55,100,NA,109.86,0,100,NA,NA,2.65,85.72,23.63,45.74,23.57,3.68,27.57,53.35,27.41,2.37,4.3,90.61,6.18,3.21,1.12,0.97,29,0.28,89.82,534.03
291470,"Itaberaba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29147040] PREFEITURA MUNICIPAL - PMI","Água e Esgoto; Res Sólidos",1.59,NA,7.45,NA,NA,NA,40.96,59.04,4.82,NA,3.12,96.55,36.87,67.16,3.13,5.52,38.18,69.56,11.29,2.98,5.72,91.18,2.39,6.43,1.14,1.03,53,0.23,100.87,531.26
291500,"Itaeté","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,167.22,59.08,110.31,3.13,4.93,35.33,65.96,22.91,2.15,2.95,93.15,NA,6.85,2.23,2.23,39,1.79,61.71,240.26
291510,"Itagi","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,103.29,55.35,84.38,3.65,5.38,53.59,81.7,1.97,1.62,5.21,96.16,NA,3.84,0.83,0.83,37,0.32,93.72,794.54
291535,"Itaguaçu da Bahia","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69,110.1,20.51,44.04,2.91,4.47,18.63,40,42.98,2.17,4.06,86.83,NA,13.17,0.75,0.75,33,0.48,93.82,619.48
291580,"Itambé","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31,79.58,33.47,59.59,3.14,4.21,42.06,74.88,6.09,1.24,5.29,94.96,1.22,3.83,1.02,0.99,73,0.27,108.84,569.38
291640,"Itapetinga","BA",2015,"[29164011] Serviço Autônomo de Água e Esgoto - SAAE; [29164040] Prefeitura Municipal de Itapetinga - PMI","Água e Esgoto; Res Sólidos",NA,NA,3.3,47.69,NA,70.81,NA,NA,NA,NA,0,111.19,50.31,62.38,0,36.67,45.25,56.1,2.56,7.44,32.98,61.88,25.7,12.41,1.39,0.73,139,0.07,102.69,1106.25
291650,"Itapicuru","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,74.63,23.97,49.98,3.76,6.27,32.11,66.97,10.5,0.67,8.4,93.64,NA,6.36,0.87,0.87,69,0.3,123.55,551.3
291670,"Itaquara","BA",2015,"[29167011] Prefeitura Municipal de Itaquara - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29167040] Prefeitura Municipal de Itaquara - PMI","Esgoto; Água; Res Sólidos",5.28,19138.06,2.82,23.66,NA,101.06,77.78,22.22,7.41,NA,4.46,123.11,56.72,82.5,4.03,9.42,46.07,67.02,15.04,1.95,7.65,93.39,0,6.61,4.15,1.84,47,0.3,77.91,373.72
291680,"Itarantim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.58,54.12,21.08,36.14,2.77,6.53,38.94,66.77,0.64,2.07,12.07,93.86,NA,6.14,0.76,0.76,118,0.39,147.5,764.47
291685,"Itatim","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29168540] Prefeitura Municipal de Itatim - PMI","Água; Res Sólidos",4.09,40456.07,5.67,94.63,NA,165.29,4.76,95.24,7.14,NA,-3.13,86.06,31.52,55.27,3.27,4.78,36.63,64.22,13.34,5.41,5.55,95.48,NA,4.52,0.84,0.84,34,0.18,116.86,675.7
291690,"Itiruçu","BA",2015,"[29169011] Prefeitura Municipal de Itiruçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29169040] Prefeitura Municipal de Itiruçu - PMI","Esgoto; Água; Res Sólidos",3.1,14516.13,3,0,NA,45.06,100,0,9.68,NA,9.17,138.93,56.53,96.85,4.83,7.3,40.69,69.71,16.96,0.78,5.26,93.67,0,6.33,1.66,0.99,46,0.32,65.27,591.07
291700,"Itiúba","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29170040] PREFEITURA MUNICIPAL DE ITIUBA - PMI","Água e Esgoto; Res Sólidos",NA,NA,6.05,46.38,NA,360.13,NA,NA,NA,NA,2.02,126.83,49.69,83.53,3.71,5.64,39.18,65.86,14.93,6.81,4.45,92.69,0.69,6.63,1.18,1.15,40,0.31,78.27,518.37
291710,"Itororó","BA",2015,"[29171011] Serviços Autônomos de Água e Esgotos - SAAE","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,69.14,52.61,53.62,0,0,76.1,77.56,8.63,12.87,0,100,0,0,4.92,2.46,40,0.15,144.64,398.52
291720,"Ituaçu","BA",2015,"[29172011] Prefeitura Municipal de Ituaçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,83.44,19.34,67.57,2.99,3.94,23.17,80.98,0.81,1.5,4.72,95.8,0,4.2,0.98,0.79,42,0.39,112.73,361.31
291733,"Iuiú","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,101.98,29.89,61.84,2.88,7.25,29.31,60.64,4.46,0,7.11,92.66,NA,7.34,1.11,1.11,13,0.56,99.07,435.83
291740,"Jacaraci","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29174040] PREFEITURA MUNICIPAL DE JACARACI - PMJ","Água; Res Sólidos",9.72,16641.94,2.26,0,NA,161.72,100,0,NA,NA,2,174.37,89.42,141.35,3.31,8.82,51.28,81.06,8.13,0.16,5.06,96.89,NA,3.11,2.76,2.76,21,0.38,55.94,229.18
291750,"Jacobina","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29175040] Limpeza Pública de Jacobina - LIMPUJA","Água e Esgoto; Res Sólidos",NA,NA,7.56,74.28,NA,250.16,NA,NA,NA,NA,2.49,92.88,40.86,65.87,6.72,4.35,43.99,70.92,8.98,4.85,4.68,94.8,1.08,4.12,1.44,1.37,42,0.3,99.01,452.58
291760,"Jaguaquara","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29176040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água e Esgoto; Res Sólidos",NA,NA,5.71,NA,NA,NA,NA,NA,NA,NA,0.13,89.98,29.34,60.88,3.74,5.33,32.61,67.66,13.57,1.79,5.92,76.1,18.91,5,0.86,0.63,29,0.28,108.07,767.93
291770,"Jaguarari","BA",2015,"[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29177040] Prefeitura Municipal de Jaguarari - PMJ","Água e Esgoto; Res Sólidos",1.93,132685.71,7.86,0,NA,255.61,100,0,2.86,NA,-0.91,100.88,31.93,65.29,3.78,5.14,31.65,64.72,12.01,1.56,5.1,78.9,16.26,4.84,1.56,1.1,30,0.48,98.04,445.53
